  
       XFOIL         Version 6.99
  
 Calculated polar for: CST_OPTIMIZED                                   
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.100     Re =     0.250 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   0.000   0.5670   0.01237   0.00443  -0.1285   0.5493   0.2553
   0.250   0.5930   0.01240   0.00455  -0.1281   0.5305   0.3297
   0.500   0.6184   0.01223   0.00468  -0.1277   0.5151   0.4547
   0.750   0.6421   0.01134   0.00486  -0.1261   0.5014   1.0000
   1.000   0.6696   0.01159   0.00491  -0.1259   0.4889   1.0000
   1.250   0.6971   0.01185   0.00498  -0.1256   0.4770   1.0000
   1.500   0.7237   0.01205   0.00506  -0.1252   0.4654   1.0000
   1.750   0.7514   0.01231   0.00517  -0.1250   0.4551   1.0000
   2.000   0.7780   0.01253   0.00527  -0.1246   0.4447   1.0000
   2.250   0.8052   0.01276   0.00541  -0.1243   0.4352   1.0000
   2.500   0.8322   0.01301   0.00553  -0.1240   0.4258   1.0000
   2.750   0.8586   0.01322   0.00569  -0.1235   0.4166   1.0000
   3.000   0.8861   0.01350   0.00584  -0.1233   0.4082   1.0000
   3.250   0.9118   0.01370   0.00602  -0.1227   0.3994   1.0000
   3.500   0.9388   0.01398   0.00619  -0.1225   0.3912   1.0000
   3.750   0.9643   0.01418   0.00639  -0.1218   0.3828   1.0000
   4.000   0.9906   0.01446   0.00657  -0.1214   0.3750   1.0000
   4.250   1.0161   0.01469   0.00680  -0.1208   0.3669   1.0000
   4.500   1.0415   0.01495   0.00700  -0.1202   0.3593   1.0000
   4.750   1.0673   0.01522   0.00726  -0.1197   0.3516   1.0000
   5.000   1.0917   0.01546   0.00747  -0.1189   0.3440   1.0000
   5.250   1.1176   0.01577   0.00775  -0.1185   0.3366   1.0000
   5.500   1.1410   0.01600   0.00799  -0.1175   0.3289   1.0000
   5.750   1.1667   0.01634   0.00827  -0.1170   0.3218   1.0000
   6.000   1.1893   0.01656   0.00854  -0.1159   0.3141   1.0000
   6.250   1.2149   0.01695   0.00884  -0.1154   0.3070   1.0000
   6.500   1.2365   0.01716   0.00915  -0.1141   0.2995   1.0000
   6.750   1.2600   0.01751   0.00943  -0.1132   0.2924   1.0000
   7.000   1.2819   0.01778   0.00978  -0.1120   0.2847   1.0000
   7.250   1.3039   0.01810   0.01008  -0.1108   0.2776   1.0000
   7.500   1.3261   0.01844   0.01046  -0.1097   0.2702   1.0000
   7.750   1.3467   0.01875   0.01079  -0.1083   0.2627   1.0000
   8.000   1.3684   0.01913   0.01120  -0.1071   0.2554   1.0000
   8.250   1.3882   0.01945   0.01155  -0.1055   0.2478   1.0000
   8.500   1.4088   0.01987   0.01199  -0.1042   0.2406   1.0000
   8.750   1.4276   0.02021   0.01240  -0.1025   0.2328   1.0000
   9.000   1.4470   0.02067   0.01287  -0.1010   0.2253   1.0000
   9.250   1.4651   0.02105   0.01330  -0.0992   0.2174   1.0000
   9.500   1.4834   0.02154   0.01384  -0.0975   0.2099   1.0000
   9.750   1.5006   0.02199   0.01433  -0.0956   0.2021   1.0000
  10.000   1.5176   0.02252   0.01492  -0.0938   0.1944   1.0000
  10.250   1.5334   0.02305   0.01548  -0.0918   0.1867   1.0000
  10.500   1.5494   0.02364   0.01615  -0.0898   0.1788   1.0000
  10.750   1.5633   0.02430   0.01681  -0.0876   0.1712   1.0000
  11.000   1.5782   0.02494   0.01755  -0.0855   0.1633   1.0000
  11.250   1.5896   0.02576   0.01836  -0.0830   0.1561   1.0000
  11.500   1.6037   0.02645   0.01919  -0.0809   0.1483   1.0000
  11.750   1.6119   0.02749   0.02018  -0.0780   0.1415   1.0000
  12.000   1.6248   0.02825   0.02111  -0.0758   0.1343   1.0000
