  
       XFOIL         Version 6.99
  
 Calculated polar for: CST_OPTIMIZED                                   
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.100     Re =     0.250 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   0.000   0.5316   0.01354   0.00503  -0.1217   0.4476   0.2941
   0.250   0.5596   0.01355   0.00512  -0.1216   0.4382   0.3431
   0.500   0.5874   0.01351   0.00518  -0.1215   0.4297   0.4038
   0.750   0.6091   0.01281   0.00543  -0.1202   0.4227   0.7125
   1.000   0.6385   0.01252   0.00542  -0.1198   0.4143   1.0000
   1.250   0.6686   0.01277   0.00549  -0.1200   0.4069   1.0000
   1.500   0.6959   0.01294   0.00557  -0.1197   0.3995   1.0000
   1.750   0.7263   0.01321   0.00567  -0.1201   0.3930   1.0000
   2.000   0.7538   0.01340   0.00580  -0.1198   0.3861   1.0000
   2.250   0.7810   0.01360   0.00591  -0.1195   0.3792   1.0000
   2.500   0.8117   0.01389   0.00608  -0.1199   0.3731   1.0000
   2.750   0.8382   0.01407   0.00624  -0.1195   0.3668   1.0000
   3.000   0.8659   0.01430   0.00637  -0.1193   0.3606   1.0000
   3.250   0.8951   0.01458   0.00659  -0.1194   0.3547   1.0000
   3.500   0.9216   0.01478   0.00679  -0.1190   0.3486   1.0000
   3.750   0.9497   0.01504   0.00696  -0.1189   0.3430   1.0000
   4.000   0.9775   0.01531   0.00721  -0.1188   0.3372   1.0000
   4.250   1.0034   0.01552   0.00741  -0.1182   0.3313   1.0000
   4.500   1.0316   0.01582   0.00763  -0.1182   0.3260   1.0000
   4.750   1.0585   0.01609   0.00792  -0.1179   0.3204   1.0000
   5.000   1.0834   0.01630   0.00814  -0.1172   0.3147   1.0000
   5.250   1.1110   0.01661   0.00839  -0.1170   0.3094   1.0000
   5.500   1.1369   0.01690   0.00871  -0.1165   0.3039   1.0000
   5.750   1.1608   0.01712   0.00896  -0.1156   0.2982   1.0000
   6.000   1.1876   0.01744   0.00922  -0.1154   0.2931   1.0000
   6.250   1.2122   0.01773   0.00957  -0.1146   0.2875   1.0000
   6.500   1.2351   0.01796   0.00984  -0.1135   0.2819   1.0000
   6.750   1.2612   0.01831   0.01013  -0.1131   0.2766   1.0000
   7.000   1.2836   0.01858   0.01050  -0.1119   0.2710   1.0000
   7.250   1.3053   0.01882   0.01077  -0.1106   0.2652   1.0000
   7.500   1.3314   0.01924   0.01111  -0.1103   0.2596   1.0000
   7.750   1.3504   0.01944   0.01147  -0.1084   0.2539   1.0000
   8.000   1.3709   0.01969   0.01174  -0.1069   0.2481   1.0000
   8.250   1.3939   0.02009   0.01213  -0.1059   0.2424   1.0000
   8.500   1.4126   0.02032   0.01249  -0.1041   0.2361   1.0000
   8.750   1.4332   0.02067   0.01280  -0.1027   0.2303   1.0000
   9.000   1.4525   0.02100   0.01325  -0.1010   0.2240   1.0000
   9.250   1.4706   0.02129   0.01360  -0.0991   0.2177   1.0000
   9.500   1.4903   0.02173   0.01406  -0.0976   0.2116   1.0000
   9.750   1.5076   0.02204   0.01449  -0.0956   0.2047   1.0000
  10.000   1.5254   0.02253   0.01494  -0.0938   0.1983   1.0000
  10.250   1.5420   0.02287   0.01545  -0.0917   0.1910   1.0000
  10.500   1.5580   0.02344   0.01596  -0.0897   0.1844   1.0000
  10.750   1.5746   0.02383   0.01655  -0.0877   0.1769   1.0000
  11.000   1.5885   0.02449   0.01716  -0.0854   0.1700   1.0000
  11.250   1.6042   0.02497   0.01783  -0.0834   0.1622   1.0000
  11.500   1.6165   0.02572   0.01857  -0.0809   0.1550   1.0000
  11.750   1.6303   0.02636   0.01934  -0.0787   0.1471   1.0000
  12.000   1.6409   0.02723   0.02024  -0.0760   0.1398   1.0000
