  
       XFOIL         Version 6.99
  
 Calculated polar for: CST_OPTIMIZED                                   
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.100     Re =     0.250 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   0.000   0.5470   0.01362   0.00497  -0.1253   0.4541   0.2471
   0.250   0.5741   0.01360   0.00504  -0.1250   0.4442   0.2867
   0.500   0.6032   0.01364   0.00513  -0.1251   0.4354   0.3348
   0.750   0.6298   0.01357   0.00522  -0.1247   0.4263   0.3951
   1.000   0.6510   0.01286   0.00549  -0.1232   0.4195   0.7607
   1.250   0.6823   0.01263   0.00548  -0.1233   0.4109   1.0000
   1.500   0.7119   0.01289   0.00555  -0.1235   0.4034   1.0000
   1.750   0.7395   0.01307   0.00566  -0.1232   0.3959   1.0000
   2.000   0.7674   0.01328   0.00575  -0.1230   0.3888   1.0000
   2.250   0.7971   0.01355   0.00590  -0.1232   0.3820   1.0000
   2.500   0.8235   0.01373   0.00603  -0.1227   0.3748   1.0000
   2.750   0.8534   0.01402   0.00618  -0.1229   0.3685   1.0000
   3.000   0.8806   0.01423   0.00637  -0.1226   0.3621   1.0000
   3.250   0.9073   0.01443   0.00652  -0.1221   0.3557   1.0000
   3.500   0.9375   0.01476   0.00673  -0.1225   0.3495   1.0000
   3.750   0.9629   0.01494   0.00694  -0.1218   0.3433   1.0000
   4.000   0.9894   0.01517   0.00711  -0.1214   0.3374   1.0000
   4.250   1.0188   0.01550   0.00738  -0.1216   0.3315   1.0000
   4.500   1.0436   0.01570   0.00760  -0.1208   0.3253   1.0000
   4.750   1.0701   0.01596   0.00781  -0.1204   0.3198   1.0000
   5.000   1.0980   0.01628   0.00811  -0.1203   0.3140   1.0000
   5.250   1.1223   0.01649   0.00836  -0.1194   0.3080   1.0000
   5.500   1.1481   0.01677   0.00857  -0.1189   0.3025   1.0000
   5.750   1.1746   0.01709   0.00891  -0.1185   0.2968   1.0000
   6.000   1.1982   0.01732   0.00919  -0.1175   0.2909   1.0000
   6.250   1.2240   0.01764   0.00944  -0.1170   0.2856   1.0000
   6.500   1.2483   0.01794   0.00980  -0.1161   0.2797   1.0000
   6.750   1.2705   0.01817   0.01008  -0.1149   0.2738   1.0000
   7.000   1.2971   0.01858   0.01039  -0.1146   0.2682   1.0000
   7.250   1.3178   0.01881   0.01075  -0.1130   0.2625   1.0000
   7.500   1.3393   0.01906   0.01103  -0.1117   0.2567   1.0000
   7.750   1.3635   0.01947   0.01140  -0.1110   0.2509   1.0000
   8.000   1.3834   0.01971   0.01176  -0.1093   0.2449   1.0000
   8.250   1.4040   0.02001   0.01205  -0.1078   0.2390   1.0000
   8.500   1.4255   0.02039   0.01249  -0.1065   0.2330   1.0000
   8.750   1.4445   0.02066   0.01284  -0.1047   0.2267   1.0000
   9.000   1.4655   0.02112   0.01323  -0.1035   0.2206   1.0000
   9.250   1.4835   0.02140   0.01368  -0.1015   0.2142   1.0000
   9.500   1.5017   0.02178   0.01405  -0.0997   0.2081   1.0000
   9.750   1.5203   0.02220   0.01457  -0.0979   0.2015   1.0000
  10.000   1.5372   0.02257   0.01500  -0.0959   0.1949   1.0000
  10.250   1.5545   0.02309   0.01556  -0.0940   0.1884   1.0000
  10.500   1.5707   0.02350   0.01607  -0.0919   0.1814   1.0000
  10.750   1.5863   0.02410   0.01669  -0.0898   0.1748   1.0000
  11.000   1.6017   0.02459   0.01729  -0.0877   0.1675   1.0000
  11.250   1.6151   0.02529   0.01801  -0.0853   0.1608   1.0000
  11.500   1.6294   0.02587   0.01871  -0.0831   0.1535   1.0000
  11.750   1.6409   0.02669   0.01955  -0.0806   0.1469   1.0000
  12.000   1.6533   0.02742   0.02039  -0.0782   0.1396   1.0000
