  
       XFOIL         Version 6.99
  
 Calculated polar for: CST_OPTIMIZED                                   
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.100     Re =     0.250 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   0.000   0.7015   0.01732   0.01011  -0.1625   0.4689   0.7782
   0.250   0.7259   0.01755   0.01030  -0.1613   0.4677   0.8055
   0.500   0.7494   0.01786   0.01067  -0.1601   0.4659   0.8298
   0.750   0.7708   0.01813   0.01104  -0.1584   0.4637   0.8491
   1.000   0.7926   0.01835   0.01133  -0.1569   0.4617   0.8679
   1.250   0.8143   0.01852   0.01155  -0.1554   0.4599   0.8868
   1.500   0.8344   0.01860   0.01166  -0.1535   0.4584   0.9056
   1.750   0.8539   0.01860   0.01171  -0.1514   0.4570   0.9275
   2.250   0.9131   0.01874   0.01182  -0.1521   0.4542   1.0000
   2.500   0.9454   0.01901   0.01204  -0.1533   0.4530   1.0000
   2.750   0.9769   0.01948   0.01248  -0.1543   0.4517   1.0000
   3.000   1.0035   0.02018   0.01335  -0.1545   0.4492   1.0000
   3.250   1.0309   0.02082   0.01410  -0.1548   0.4469   1.0000
   3.500   1.0587   0.02137   0.01472  -0.1550   0.4449   1.0000
   3.750   1.0867   0.02184   0.01524  -0.1553   0.4434   1.0000
   4.000   1.1150   0.02221   0.01564  -0.1555   0.4420   1.0000
   4.250   1.1433   0.02252   0.01599  -0.1557   0.4407   1.0000
   4.500   1.1716   0.02277   0.01625  -0.1559   0.4395   1.0000
   4.750   1.2055   0.02206   0.01536  -0.1566   0.4370   1.0000
   5.000   1.2266   0.02185   0.01532  -0.1551   0.4298   1.0000
   5.250   1.2575   0.02066   0.01400  -0.1551   0.4254   1.0000
   5.500   1.2862   0.01993   0.01316  -0.1548   0.4210   1.0000
   5.750   1.3081   0.01955   0.01290  -0.1533   0.4142   1.0000
   6.000   1.3343   0.01850   0.01168  -0.1522   0.4082   1.0000
   6.250   1.3530   0.01797   0.01132  -0.1500   0.3986   1.0000
   6.500   1.3701   0.01709   0.01045  -0.1471   0.3842   1.0000
   6.750   1.3826   0.01630   0.00954  -0.1433   0.3391   1.0000
   7.000   1.3656   0.02135   0.01318  -0.1373   0.0727   1.0000
   7.250   1.3758   0.02299   0.01488  -0.1344   0.0560   1.0000
   7.500   1.3850   0.02459   0.01666  -0.1315   0.0498   1.0000
   7.750   1.3943   0.02605   0.01828  -0.1287   0.0457   1.0000
   8.000   1.3960   0.02795   0.02029  -0.1250   0.0427   1.0000
   8.250   1.3899   0.03060   0.02310  -0.1208   0.0404   1.0000
   8.500   1.3933   0.03241   0.02505  -0.1178   0.0389   1.0000
   8.750   1.3887   0.03466   0.02742  -0.1141   0.0378   1.0000
   9.000   1.3781   0.03729   0.03017  -0.1103   0.0370   1.0000
   9.250   1.3614   0.04048   0.03348  -0.1067   0.0365   1.0000
   9.500   1.3384   0.04448   0.03760  -0.1041   0.0364   1.0000
   9.750   1.3131   0.04920   0.04242  -0.1029   0.0364   1.0000
  10.000   1.2983   0.05311   0.04640  -0.1020   0.0359   1.0000
  10.250   1.2897   0.05649   0.04982  -0.1012   0.0353   1.0000
  10.500   1.2852   0.05947   0.05283  -0.1003   0.0344   1.0000
  10.750   1.2837   0.06213   0.05552  -0.0995   0.0334   1.0000
  11.000   1.2877   0.06379   0.05712  -0.0975   0.0318   1.0000
  11.250   1.2981   0.06507   0.05844  -0.0957   0.0306   1.0000
  11.500   1.3088   0.06659   0.06004  -0.0945   0.0297   1.0000
  11.750   1.3243   0.06757   0.06108  -0.0928   0.0288   1.0000
  12.000   1.3435   0.06823   0.06182  -0.0907   0.0279   1.0000
