feature,importance
alpha,0.6991466039626483
Au0,0.05133763153953196
Au1,0.04523410289554017
Re,0.022436583881260214
Au3,0.022366338607754634
Au2,0.018491946127873728
Au4,0.01831002950748283
Al0,0.017353102990386855
Au5,0.01570812350759245
Al2,0.015308539765042954
Al3,0.011617652419232368
Al4,0.011343986592428301
Au6,0.01041955525824506
Al5,0.010144674529457453
Al1,0.00921629255719618
DeltaTE_lower,0.007602899190185018
DeltaTE_upper,0.007179461894000834
Al6,0.006782474774140701
