  
       XFOIL         Version 6.99
  
 Calculated polar for: CST_OPTIMIZED                                   
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.100     Re =     0.250 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   0.000   0.0372   0.01283   0.00551   0.0158   0.3489   0.6842
   0.250   0.0641   0.01308   0.00586   0.0167   0.3447   0.7082
   0.500   0.0909   0.01326   0.00603   0.0176   0.3408   0.7251
   0.750   0.1177   0.01335   0.00608   0.0184   0.3376   0.7373
   1.000   0.1444   0.01354   0.00618   0.0192   0.3348   0.7485
   1.250   0.1722   0.01374   0.00646   0.0196   0.3307   0.7590
   1.500   0.1988   0.01385   0.00665   0.0203   0.3269   0.7674
   1.750   0.2262   0.01392   0.00669   0.0209   0.3237   0.7765
   2.000   0.2529   0.01400   0.00671   0.0216   0.3210   0.7854
   2.250   0.2794   0.01418   0.00698   0.0223   0.3172   0.7950
   2.500   0.3071   0.01435   0.00722   0.0226   0.3132   0.8034
   2.750   0.3350   0.01441   0.00730   0.0229   0.3099   0.8074
   3.000   0.3628   0.01445   0.00730   0.0232   0.3072   0.8114
   3.250   0.3909   0.01464   0.00746   0.0233   0.3042   0.8160
   3.500   0.4192   0.01483   0.00779   0.0234   0.2997   0.8208
   3.750   0.4467   0.01494   0.00798   0.0237   0.2962   0.8256
   4.000   0.4746   0.01502   0.00806   0.0240   0.2934   0.8314
   4.250   0.5023   0.01515   0.00813   0.0242   0.2908   0.8368
   4.500   0.5295   0.01542   0.00862   0.0245   0.2864   0.8426
   4.750   0.5575   0.01563   0.00893   0.0246   0.2825   0.8495
   5.000   0.5842   0.01570   0.00907   0.0251   0.2796   0.8563
   5.500   0.6374   0.01608   0.00963   0.0261   0.2730   0.8743
   5.750   0.6634   0.01634   0.01008   0.0266   0.2688   0.8856
   6.000   0.6892   0.01639   0.01024   0.0273   0.2656   0.9007
   6.500   0.7467   0.01673   0.01081   0.0273   0.2586   1.0000
   6.750   0.7768   0.01710   0.01133   0.0267   0.2537   1.0000
   7.000   0.8074   0.01665   0.01074   0.0266   0.2487   1.0000
   7.250   0.8370   0.01634   0.01054   0.0264   0.2395   1.0000
   7.500   0.8664   0.01598   0.01001   0.0265   0.2330   1.0000
   7.750   0.8951   0.01610   0.01037   0.0263   0.2253   1.0000
   8.000   0.9237   0.01598   0.01017   0.0265   0.2186   1.0000
   8.250   0.9523   0.01607   0.01052   0.0263   0.2092   1.0000
   8.500   0.9806   0.01616   0.01072   0.0262   0.1990   1.0000
   8.750   1.0089   0.01633   0.01101   0.0261   0.1849   1.0000
   9.000   1.0365   0.01681   0.01157   0.0256   0.1618   1.0000
   9.250   1.0588   0.02022   0.01477   0.0226   0.0896   1.0000
   9.500   1.0794   0.02727   0.02192   0.0146   0.0597   1.0000
   9.750   1.0979   0.03290   0.02767   0.0077   0.0511   1.0000
  10.000   1.1159   0.03677   0.03169   0.0030   0.0464   1.0000
  10.250   1.1280   0.04094   0.03588  -0.0019   0.0427   1.0000
  10.500   1.1403   0.04397   0.03900  -0.0049   0.0404   1.0000
  10.750   1.1488   0.04711   0.04223  -0.0077   0.0384   1.0000
  11.000   1.1530   0.05022   0.04538  -0.0102   0.0368   1.0000
  11.250   1.1529   0.05304   0.04822  -0.0116   0.0357   1.0000
  11.500   1.1489   0.05561   0.05076  -0.0119   0.0347   1.0000
  11.750   1.1539   0.05699   0.05208  -0.0105   0.0331   1.0000
  12.000   1.1533   0.05991   0.05509  -0.0115   0.0326   1.0000
