  
       XFOIL         Version 6.99
  
 Calculated polar for: CST_OPTIMIZED                                   
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.100     Re =     0.250 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   0.000   1.1529   0.01824   0.00922  -0.2744   0.4882   0.1886
   0.250   1.1883   0.01851   0.00945  -0.2760   0.4843   0.1985
   0.500   1.2186   0.01859   0.00957  -0.2765   0.4810   0.2088
   0.750   1.2491   0.01874   0.00978  -0.2771   0.4776   0.2203
   1.000   1.2809   0.01889   0.00995  -0.2779   0.4742   0.2333
   1.250   1.3120   0.01912   0.01015  -0.2785   0.4710   0.2478
   1.500   1.3458   0.01937   0.01040  -0.2798   0.4678   0.2658
   1.750   1.3824   0.01976   0.01077  -0.2817   0.4643   0.2875
   2.000   1.4111   0.01992   0.01104  -0.2819   0.4617   0.3109
   2.250   1.4418   0.02011   0.01138  -0.2825   0.4589   0.3397
   2.500   1.4730   0.02034   0.01171  -0.2833   0.4561   0.3768
   2.750   1.5056   0.02058   0.01209  -0.2843   0.4534   0.4240
   3.000   1.5390   0.02084   0.01249  -0.2855   0.4509   0.4870
   3.250   1.5728   0.02113   0.01296  -0.2868   0.4485   0.5730
   3.500   1.6040   0.02153   0.01352  -0.2873   0.4461   0.6741
   3.750   1.6296   0.02200   0.01409  -0.2867   0.4439   0.7435
   4.000   1.6496   0.02229   0.01449  -0.2849   0.4421   0.7873
   4.250   1.6693   0.02260   0.01488  -0.2830   0.4400   0.8201
   4.500   1.6892   0.02290   0.01525  -0.2812   0.4378   0.8483
   4.750   1.7092   0.02319   0.01558  -0.2795   0.4356   0.8740
   5.000   1.7284   0.02342   0.01585  -0.2777   0.4336   0.8987
   5.250   1.7470   0.02361   0.01606  -0.2757   0.4318   0.9250
   5.500   1.7610   0.02366   0.01614  -0.2729   0.4301   1.0000
   5.750   1.7944   0.02417   0.01661  -0.2742   0.4283   1.0000
   6.000   1.8293   0.02481   0.01718  -0.2759   0.4264   1.0000
   6.250   1.8621   0.02556   0.01794  -0.2772   0.4245   1.0000
   6.500   1.8877   0.02606   0.01852  -0.2769   0.4230   1.0000
   6.750   1.9129   0.02660   0.01915  -0.2766   0.4214   1.0000
   7.000   1.9374   0.02714   0.01978  -0.2762   0.4194   1.0000
   7.250   1.9601   0.02757   0.02028  -0.2754   0.4166   1.0000
   7.500   1.9826   0.02785   0.02056  -0.2744   0.4131   1.0000
   7.750   2.0083   0.02808   0.02073  -0.2741   0.4096   1.0000
   8.000   2.0417   0.02867   0.02121  -0.2754   0.4060   1.0000
   8.250   2.0565   0.02917   0.02186  -0.2730   0.4037   1.0000
   8.500   2.0701   0.02970   0.02253  -0.2705   0.4011   1.0000
   8.750   2.0834   0.03020   0.02313  -0.2679   0.3981   1.0000
   9.000   2.0991   0.03064   0.02362  -0.2657   0.3952   1.0000
   9.250   2.1186   0.03104   0.02405  -0.2643   0.3926   1.0000
   9.500   2.1418   0.03136   0.02434  -0.2635   0.3896   1.0000
   9.750   2.1638   0.03197   0.02495  -0.2627   0.3863   1.0000
  10.000   2.1675   0.03277   0.02594  -0.2586   0.3840   1.0000
  10.250   2.1732   0.03355   0.02687  -0.2549   0.3809   1.0000
  10.500   2.1823   0.03423   0.02764  -0.2518   0.3775   1.0000
  10.750   2.1944   0.03475   0.02820  -0.2493   0.3740   1.0000
  11.000   2.2129   0.03516   0.02856  -0.2478   0.3703   1.0000
  11.250   2.2172   0.03625   0.02980  -0.2443   0.3670   1.0000
  11.500   2.2162   0.03754   0.03130  -0.2401   0.3633   1.0000
  11.750   2.2191   0.03867   0.03254  -0.2367   0.3591   1.0000
  12.000   2.2249   0.03963   0.03352  -0.2337   0.3545   1.0000
