faixa_alpha,n,distancia_media,alpha_medio,R2_CL,MAE_CL,RMSE_CL,MAPE_CL_pct,R2_CD,MAE_CD,RMSE_CD,MAPE_CD_pct,R2_CM,MAE_CM,RMSE_CM,MAPE_CM_pct,R2_CL_CD,MAE_CL_CD,RMSE_CL_CD,MAPE_CL_CD_pct
"[0.0, 3.0)",260,1.5399094212690914,0.9961538461538462,0.8503709529472592,0.06342073630563341,0.09232393176411079,28.637296913355346,0.5603437509249626,0.0016802987438784196,0.002970169528017844,14.326143303121269,0.8886213541542318,0.01257425784809882,0.01719494623496167,29.140194422953925,0.7063953725111995,7.5207849020010515,11.269592611849012,38.524376854250704
"[3.0, 6.0)",262,1.5227679235239016,4.0038167938931295,0.8589252815543875,0.055125555030444195,0.08795285142382164,8.333143159651339,0.5220344940202875,0.0016996907418352046,0.003192602972102946,11.54742688141246,0.894068072028473,0.011680019106121577,0.016733508670587836,64.579893233647,0.5707430637658883,8.166817509357301,12.201168412963492,17.883249904418044
"[6.0, 9.0)",267,1.5691499001903815,7.007490636704119,0.9004628214299971,0.051179058097096414,0.0725468037418331,5.011991528282657,0.291327412872355,0.003745528416864658,0.008139056889991154,16.045092348759603,0.9247080363470134,0.009766384935670632,0.013824435412811949,28.579912356917724,0.5261954998886273,9.74177965980932,13.842920437948774,21.951787366343336
"[9.0, 12.0)",330,1.5577333877405373,10.436363636363636,0.87662268960988,0.06530320647702072,0.0952845634046311,5.639563154264356,0.827729740435521,0.005102105582309491,0.008495085140328,12.63594289817753,0.8958886945276086,0.011012532492304083,0.016561166236681808,60.875568217687295,0.7723058187635772,5.2725473031880465,8.253579069693492,15.672080581257102
