variavel,n,R2,MAE,RMSE,MAPE_pct
CL,1119,0.9462969788722748,0.05911273771830443,0.08789194781215655,11.464019914441241
CD,1119,0.8580469689935233,0.003186727057403225,0.00644397983691489,13.587242104789091
CM,1119,0.9071956608560374,0.011234345439315419,0.01614759480809161,46.66323207177603
CL/CD,1119,0.7456391121426849,7.538968758885639,11.409546149099596,22.997911774522986
