  
       XFOIL         Version 6.99
  
 Calculated polar for: CST_OPTIMIZED                                   
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.100     Re =     0.250 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   0.000   0.5725   0.01257   0.00452  -0.1295   0.5345   0.2547
   0.250   0.5989   0.01266   0.00461  -0.1290   0.5177   0.3000
   0.500   0.6255   0.01271   0.00471  -0.1287   0.5033   0.3544
   0.750   0.6521   0.01264   0.00482  -0.1285   0.4905   0.4419
   1.000   0.6748   0.01168   0.00500  -0.1268   0.4784   1.0000
   1.250   0.7024   0.01192   0.00506  -0.1265   0.4671   1.0000
   1.500   0.7300   0.01217   0.00513  -0.1263   0.4565   1.0000
   1.750   0.7568   0.01237   0.00524  -0.1259   0.4460   1.0000
   2.000   0.7849   0.01265   0.00534  -0.1258   0.4364   1.0000
   2.250   0.8110   0.01283   0.00547  -0.1252   0.4269   1.0000
   2.500   0.8392   0.01311   0.00561  -0.1251   0.4182   1.0000
   2.750   0.8647   0.01330   0.00575  -0.1245   0.4090   1.0000
   3.000   0.8928   0.01359   0.00592  -0.1244   0.4010   1.0000
   3.250   0.9182   0.01378   0.00608  -0.1237   0.3925   1.0000
   3.500   0.9462   0.01409   0.00627  -0.1237   0.3847   1.0000
   3.750   0.9710   0.01427   0.00646  -0.1229   0.3764   1.0000
   4.250   1.0232   0.01478   0.00688  -0.1219   0.3611   1.0000
   4.500   1.0494   0.01507   0.00708  -0.1215   0.3539   1.0000
   4.750   1.0749   0.01532   0.00734  -0.1209   0.3465   1.0000
   5.000   1.0995   0.01557   0.00756  -0.1201   0.3392   1.0000
   5.250   1.1256   0.01588   0.00784  -0.1197   0.3322   1.0000
   5.500   1.1492   0.01611   0.00809  -0.1188   0.3248   1.0000
   5.750   1.1756   0.01648   0.00837  -0.1184   0.3180   1.0000
   6.000   1.1980   0.01669   0.00865  -0.1172   0.3106   1.0000
   6.250   1.2227   0.01703   0.00892  -0.1166   0.3038   1.0000
   6.500   1.2456   0.01730   0.00926  -0.1155   0.2967   1.0000
   6.750   1.2681   0.01758   0.00953  -0.1144   0.2898   1.0000
   7.000   1.2918   0.01794   0.00990  -0.1135   0.2830   1.0000
   7.250   1.3130   0.01820   0.01021  -0.1122   0.2758   1.0000
   7.500   1.3363   0.01861   0.01057  -0.1113   0.2691   1.0000
   7.750   1.3564   0.01887   0.01093  -0.1097   0.2618   1.0000
   8.000   1.3787   0.01932   0.01129  -0.1087   0.2550   1.0000
   8.250   1.3981   0.01958   0.01169  -0.1070   0.2477   1.0000
   8.500   1.4181   0.01998   0.01206  -0.1055   0.2408   1.0000
   8.750   1.4379   0.02035   0.01253  -0.1040   0.2335   1.0000
   9.000   1.4565   0.02074   0.01293  -0.1023   0.2265   1.0000
   9.250   1.4755   0.02118   0.01343  -0.1007   0.2192   1.0000
   9.500   1.4929   0.02159   0.01388  -0.0988   0.2119   1.0000
   9.750   1.5109   0.02209   0.01443  -0.0971   0.2047   1.0000
  10.000   1.5275   0.02255   0.01494  -0.0951   0.1973   1.0000
  10.250   1.5439   0.02312   0.01556  -0.0932   0.1901   1.0000
  10.500   1.5592   0.02364   0.01614  -0.0911   0.1825   1.0000
  10.750   1.5743   0.02428   0.01683  -0.0890   0.1752   1.0000
  11.000   1.5882   0.02490   0.01750  -0.0867   0.1678   1.0000
  11.250   1.6016   0.02563   0.01831  -0.0845   0.1605   1.0000
  11.500   1.6136   0.02638   0.01910  -0.0821   0.1534   1.0000
  11.750   1.6255   0.02722   0.02002  -0.0797   0.1464   1.0000
  12.000   1.6352   0.02812   0.02096  -0.0771   0.1396   1.0000
