  
       XFOIL         Version 6.99
  
 Calculated polar for: CST_OPTIMIZED                                   
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.100     Re =     0.250 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   0.000   0.1577   0.00990   0.00457  -0.0200   0.7570   0.9516
   0.250   0.2145   0.01019   0.00477  -0.0254   0.7470   0.9680
   0.500   0.2732   0.01026   0.00478  -0.0315   0.7362   0.9807
   0.750   0.3312   0.01013   0.00458  -0.0377   0.7255   0.9920
   1.000   0.3816   0.00992   0.00428  -0.0423   0.7147   1.0000
   1.250   0.4059   0.00991   0.00426  -0.0416   0.7032   1.0000
   1.500   0.4302   0.00992   0.00424  -0.0407   0.6916   1.0000
   1.750   0.4544   0.00993   0.00422  -0.0398   0.6800   1.0000
   2.000   0.4785   0.00994   0.00419  -0.0389   0.6675   1.0000
   2.250   0.5026   0.00995   0.00417  -0.0380   0.6543   1.0000
   2.500   0.5267   0.00996   0.00418  -0.0371   0.6400   1.0000
   2.750   0.5507   0.00998   0.00418  -0.0362   0.6244   1.0000
   3.000   0.5747   0.01000   0.00420  -0.0353   0.6063   1.0000
   3.250   0.5984   0.01004   0.00422  -0.0343   0.5856   1.0000
   3.500   0.6219   0.01010   0.00425  -0.0333   0.5627   1.0000
   3.750   0.6450   0.01020   0.00429  -0.0322   0.5344   1.0000
   4.000   0.6678   0.01036   0.00436  -0.0311   0.4992   1.0000
   4.250   0.6897   0.01061   0.00447  -0.0299   0.4586   1.0000
   4.500   0.7112   0.01097   0.00464  -0.0287   0.4166   1.0000
   4.750   0.7325   0.01136   0.00487  -0.0276   0.3792   1.0000
   5.000   0.7538   0.01177   0.00515  -0.0264   0.3473   1.0000
   5.250   0.7750   0.01218   0.00545  -0.0253   0.3195   1.0000
   5.500   0.7960   0.01259   0.00576  -0.0241   0.2961   1.0000
   5.750   0.8176   0.01293   0.00607  -0.0231   0.2754   1.0000
   6.000   0.8388   0.01329   0.00639  -0.0219   0.2562   1.0000
   6.250   0.8594   0.01367   0.00674  -0.0207   0.2378   1.0000
   6.500   0.8803   0.01401   0.00709  -0.0195   0.2190   1.0000
   6.750   0.9006   0.01438   0.00745  -0.0182   0.1992   1.0000
   7.000   0.9198   0.01481   0.00784  -0.0167   0.1775   1.0000
   7.250   0.9381   0.01532   0.00827  -0.0152   0.1497   1.0000
   7.500   0.9537   0.01606   0.00885  -0.0133   0.1128   1.0000
   7.750   0.9655   0.01712   0.00970  -0.0108   0.0817   1.0000
   8.000   0.9776   0.01808   0.01060  -0.0083   0.0661   1.0000
   8.250   0.9878   0.01910   0.01160  -0.0054   0.0577   1.0000
   8.500   0.9989   0.01996   0.01250  -0.0027   0.0518   1.0000
   8.750   1.0063   0.02105   0.01362   0.0006   0.0476   1.0000
   9.000   1.0170   0.02183   0.01447   0.0034   0.0443   1.0000
   9.250   1.0243   0.02281   0.01548   0.0065   0.0416   1.0000
   9.500   1.0264   0.02438   0.01705   0.0103   0.0395   1.0000
   9.750   1.0362   0.02527   0.01804   0.0132   0.0379   1.0000
  10.000   1.0451   0.02624   0.01912   0.0160   0.0362   1.0000
  10.250   1.0507   0.02711   0.02005   0.0193   0.0343   1.0000
  10.500   1.0555   0.02819   0.02117   0.0224   0.0330   1.0000
  10.750   1.0627   0.02980   0.02280   0.0250   0.0318   1.0000
  11.000   1.0736   0.03211   0.02525   0.0268   0.0307   1.0000
  11.250   1.0795   0.03344   0.02676   0.0295   0.0301   1.0000
  11.500   1.0853   0.03501   0.02852   0.0318   0.0294   1.0000
  11.750   1.0892   0.03668   0.03036   0.0339   0.0285   1.0000
  12.000   1.0921   0.03852   0.03237   0.0359   0.0277   1.0000
