  
       XFOIL         Version 6.99
  
 Calculated polar for: CST_OPTIMIZED                                   
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.100     Re =     0.250 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   0.000   0.1823   0.00755   0.00286  -0.0257   0.7735   1.0000
   0.250   0.2080   0.00749   0.00267  -0.0246   0.7546   1.0000
   0.500   0.2342   0.00743   0.00249  -0.0238   0.7274   1.0000
   0.750   0.2600   0.00741   0.00229  -0.0227   0.6833   1.0000
   1.000   0.2846   0.00760   0.00203  -0.0215   0.5901   1.0000
   1.500   0.3378   0.00858   0.00213  -0.0209   0.4591   1.0000
   1.750   0.3653   0.00892   0.00227  -0.0208   0.4340   1.0000
   2.000   0.3929   0.00922   0.00242  -0.0206   0.4154   1.0000
   2.250   0.4205   0.00951   0.00257  -0.0205   0.4000   1.0000
   2.500   0.4481   0.00978   0.00273  -0.0203   0.3868   1.0000
   2.750   0.4756   0.01007   0.00291  -0.0202   0.3758   1.0000
   3.000   0.5032   0.01032   0.00311  -0.0200   0.3651   1.0000
   3.250   0.5308   0.01056   0.00331  -0.0198   0.3549   1.0000
   3.500   0.5581   0.01088   0.00353  -0.0196   0.3464   1.0000
   3.750   0.5858   0.01109   0.00376  -0.0195   0.3374   1.0000
   4.000   0.6132   0.01139   0.00401  -0.0193   0.3293   1.0000
   4.250   0.6407   0.01164   0.00425  -0.0191   0.3213   1.0000
   4.500   0.6680   0.01194   0.00453  -0.0189   0.3138   1.0000
   4.750   0.6954   0.01219   0.00480  -0.0187   0.3060   1.0000
   5.000   0.7227   0.01252   0.00512  -0.0185   0.2990   1.0000
   5.250   0.7500   0.01276   0.00539  -0.0183   0.2913   1.0000
   5.500   0.7771   0.01309   0.00574  -0.0181   0.2842   1.0000
   5.750   0.8043   0.01333   0.00601  -0.0179   0.2762   1.0000
   6.000   0.8314   0.01356   0.00629  -0.0177   0.2666   1.0000
   6.250   0.8582   0.01375   0.00648  -0.0175   0.2561   1.0000
   6.500   0.8852   0.01390   0.00669  -0.0174   0.2456   1.0000
   6.750   0.9121   0.01409   0.00697  -0.0172   0.2352   1.0000
   7.000   0.9388   0.01431   0.00723  -0.0170   0.2246   1.0000
   7.250   0.9653   0.01453   0.00749  -0.0168   0.2130   1.0000
   7.500   0.9918   0.01474   0.00776  -0.0166   0.1993   1.0000
   7.750   1.0183   0.01495   0.00807  -0.0163   0.1824   1.0000
   8.000   1.0440   0.01531   0.00841  -0.0161   0.1584   1.0000
   8.250   1.0677   0.01611   0.00905  -0.0159   0.1132   1.0000
   8.500   1.0874   0.01772   0.01035  -0.0155   0.0724   1.0000
   8.750   1.1070   0.01920   0.01176  -0.0149   0.0580   1.0000
   9.000   1.1280   0.02032   0.01298  -0.0142   0.0511   1.0000
   9.250   1.1450   0.02191   0.01461  -0.0134   0.0459   1.0000
   9.500   1.1651   0.02295   0.01578  -0.0126   0.0421   1.0000
   9.750   1.1819   0.02433   0.01720  -0.0117   0.0393   1.0000
  10.000   1.1936   0.02647   0.01938  -0.0103   0.0370   1.0000
  10.250   1.2109   0.02769   0.02076  -0.0093   0.0354   1.0000
  10.500   1.2262   0.02905   0.02225  -0.0082   0.0334   1.0000
  10.750   1.2397   0.03048   0.02377  -0.0070   0.0318   1.0000
  11.000   1.2505   0.03232   0.02567  -0.0058   0.0305   1.0000
  11.250   1.2580   0.03544   0.02890  -0.0043   0.0294   1.0000
  11.500   1.2645   0.03725   0.03092  -0.0027   0.0288   1.0000
  11.750   1.2681   0.03922   0.03309  -0.0010   0.0283   1.0000
  12.000   1.2693   0.04147   0.03555   0.0004   0.0278   1.0000
