  
       XFOIL         Version 6.99
  
 Calculated polar for: CST_OPTIMIZED                                   
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.100     Re =     0.250 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   0.000   0.6762   0.02400   0.01820  -0.2004   0.8568   0.4161
   0.250   0.7138   0.02347   0.01772  -0.2015   0.8535   0.4231
   0.500   0.7394   0.02287   0.01703  -0.2010   0.8418   0.4281
   0.750   0.7653   0.02228   0.01643  -0.2003   0.8295   0.4311
   1.000   0.7897   0.02175   0.01591  -0.1991   0.8143   0.4335
   1.250   0.8185   0.02106   0.01521  -0.1988   0.7973   0.4364
   1.500   0.8565   0.02007   0.01414  -0.2003   0.7782   0.4403
   1.750   0.9127   0.01848   0.01238  -0.2052   0.7583   0.4458
   2.000   0.9866   0.01664   0.01034  -0.2136   0.7295   0.4496
   2.250   1.0479   0.01590   0.00923  -0.2201   0.6907   0.4539
   2.500   1.0834   0.01605   0.00907  -0.2217   0.6618   0.4584
   3.000   1.1419   0.01655   0.00929  -0.2224   0.6269   0.4647
   3.250   1.1682   0.01681   0.00949  -0.2223   0.6138   0.4677
   3.500   1.1954   0.01706   0.00968  -0.2223   0.6028   0.4713
   3.750   1.2263   0.01731   0.00980  -0.2231   0.5937   0.4756
   4.000   1.2509   0.01752   0.01009  -0.2225   0.5846   0.4784
   4.250   1.2813   0.01777   0.01031  -0.2232   0.5769   0.4820
   4.500   1.3059   0.01801   0.01059  -0.2226   0.5689   0.4856
   4.750   1.3358   0.01828   0.01081  -0.2232   0.5608   0.4898
   5.000   1.3543   0.01855   0.01113  -0.2214   0.5501   0.4926
   5.250   1.3728   0.01885   0.01147  -0.2195   0.5387   0.4957
   5.500   1.3941   0.01917   0.01177  -0.2183   0.5283   0.4998
   5.750   1.4111   0.01949   0.01214  -0.2162   0.5180   0.5039
   6.000   1.4290   0.01980   0.01249  -0.2142   0.5077   0.5071
   6.250   1.4481   0.02012   0.01283  -0.2126   0.4974   0.5102
   6.500   1.4625   0.02045   0.01326  -0.2100   0.4865   0.5137
   6.750   1.4770   0.02083   0.01371  -0.2074   0.4743   0.5177
   7.000   1.4906   0.02125   0.01417  -0.2047   0.4612   0.5216
   7.250   1.5018   0.02171   0.01470  -0.2015   0.4451   0.5250
   7.500   1.5107   0.02228   0.01531  -0.1980   0.4245   0.5288
   7.750   1.5158   0.02307   0.01605  -0.1938   0.3924   0.5325
   8.000   1.5080   0.02473   0.01730  -0.1876   0.3108   0.5352
   8.250   1.4792   0.02886   0.02026  -0.1793   0.1296   0.5362
   8.500   1.4743   0.03138   0.02249  -0.1746   0.0826   0.5384
   8.750   1.4775   0.03318   0.02430  -0.1710   0.0704   0.5416
   9.000   1.4851   0.03465   0.02588  -0.1681   0.0637   0.5458
   9.250   1.4836   0.03689   0.02815  -0.1642   0.0585   0.5495
   9.500   1.4925   0.03831   0.02973  -0.1617   0.0548   0.5534
   9.750   1.4972   0.04011   0.03164  -0.1589   0.0516   0.5574
  10.000   1.4966   0.04246   0.03407  -0.1556   0.0490   0.5613
  10.250   1.4913   0.04539   0.03709  -0.1519   0.0470   0.5646
  10.500   1.4983   0.04724   0.03910  -0.1498   0.0453   0.5686
  10.750   1.5037   0.04930   0.04129  -0.1476   0.0432   0.5731
  11.000   1.5084   0.05150   0.04358  -0.1455   0.0413   0.5782
  11.250   1.5119   0.05391   0.04606  -0.1435   0.0397   0.5830
  11.500   1.5145   0.05671   0.04892  -0.1414   0.0381   0.5882
  12.000   1.5351   0.06077   0.05326  -0.1383   0.0358   0.6012
