candidate_id,n_pontos_xfoil,alpha_surrogate,MAE_CL,MAE_CD,MAE_CM,MAE_CL_CD,MAPE_CL_pct,MAPE_CD_pct,MAPE_CM_pct,MAPE_CL_CD_pct,alpha_max_CL_CD_XFOIL,max_CL_CD_XFOIL,alpha_max_CL_CD_XGBoost,max_CL_CD_XGBoost
14,49,3.929259622786166,0.2828660155199012,0.004823718276936181,0.04851961351706058,51.40494268718612,28.208620326795575,28.72730209919447,39.99848990124049,86.67486480632324,9.25,73.0453667953668,3.5,161.00865915883855
