perfil,Re,Mach,alpha,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr
s1221,200000,0.1,13.0,1.9448,0.03262,0.02687,-0.1309,0.1641,1.0
s1221,200000,0.1,14.0,1.9053,0.04359,0.03806,-0.1177,0.1261,1.0
s1221,200000,0.1,15.0,1.83,0.06599,0.06086,-0.1196,0.1059,1.0
s1221,200000,0.1,16.0,1.7601,0.09213,0.08736,-0.1275,0.0908,1.0
s1221,200000,0.1,17.0,1.7233,0.11422,0.10977,-0.1351,0.0778,1.0
s1221,250000,0.1,0.0,0.6819,0.01382,0.0053,-0.1674,0.4428,0.3952
s1221,250000,0.1,1.0,0.7985,0.01426,0.00551,-0.1675,0.4174,0.4198
s1221,250000,0.1,2.0,0.9156,0.01483,0.00605,-0.1678,0.3978,0.458
s1221,250000,0.1,3.0,1.0326,0.01551,0.0069,-0.1682,0.3815,0.531
s1221,250000,0.1,4.0,1.1463,0.01601,0.00811,-0.1677,0.3672,0.761
s1221,250000,0.1,5.0,1.2406,0.01663,0.00903,-0.1629,0.3546,1.0
s1221,250000,0.1,6.0,1.3539,0.01807,0.01051,-0.1628,0.3416,1.0
s1221,250000,0.1,7.0,1.4638,0.01947,0.01203,-0.1621,0.3273,1.0
s1221,250000,0.1,8.0,1.5705,0.02081,0.01357,-0.1608,0.3116,1.0
s1221,250000,0.1,9.0,1.6728,0.02196,0.01499,-0.1587,0.2934,1.0
s1221,250000,0.1,10.0,1.7698,0.02278,0.01598,-0.1557,0.2704,1.0
s1221,250000,0.1,11.0,1.8587,0.02377,0.01749,-0.1514,0.2428,1.0
s1221,250000,0.1,12.0,1.9352,0.02568,0.01974,-0.1457,0.2001,1.0
s1221,250000,0.1,13.0,1.9599,0.03093,0.02503,-0.1335,0.1438,1.0
s1221,250000,0.1,14.0,1.9278,0.04131,0.03569,-0.1201,0.1085,1.0
s1221,250000,0.1,15.0,1.8521,0.06378,0.05864,-0.1217,0.0918,1.0
s1221,250000,0.1,16.0,1.7723,0.09193,0.08723,-0.1305,0.0803,1.0
s1221,250000,0.1,17.0,1.7289,0.1153,0.11088,-0.1387,0.0696,1.0
s1221,300000,0.1,0.0,0.6865,0.0129,0.00466,-0.1684,0.4286,0.3804
s1221,300000,0.1,1.0,0.8028,0.01327,0.00485,-0.1684,0.404,0.404
s1221,300000,0.1,2.0,0.9193,0.01379,0.00531,-0.1685,0.3852,0.4397
s1221,300000,0.1,3.0,1.0363,0.01435,0.00606,-0.1689,0.3699,0.5078
s1221,300000,0.1,4.0,1.1528,0.01487,0.00719,-0.1692,0.3562,0.693
s1221,300000,0.1,5.0,1.2461,0.0154,0.00812,-0.164,0.3445,1.0
s1221,300000,0.1,6.0,1.3599,0.01671,0.00936,-0.164,0.3321,1.0
s1221,300000,0.1,7.0,1.4702,0.01786,0.01057,-0.1633,0.3179,1.0
s1221,300000,0.1,8.0,1.577,0.01896,0.01188,-0.1619,0.3031,1.0
s1221,300000,0.1,9.0,1.6801,0.02012,0.01324,-0.16,0.2851,1.0
s1221,300000,0.1,10.0,1.7769,0.02081,0.01437,-0.1569,0.2616,1.0
s1221,300000,0.1,11.0,1.8698,0.02192,0.01584,-0.1533,0.233,1.0
s1221,300000,0.1,12.0,1.9476,0.02422,0.0183,-0.148,0.1852,1.0
s1221,300000,0.1,13.0,1.9745,0.02977,0.02382,-0.136,0.128,1.0
s1221,300000,0.1,14.0,1.9479,0.0395,0.03382,-0.1221,0.0953,1.0
s1221,300000,0.1,15.0,1.8752,0.06114,0.05597,-0.1227,0.0808,1.0
s1221,300000,0.1,16.0,1.7911,0.09035,0.08573,-0.132,0.0721,1.0
s1221,300000,0.1,17.0,1.7366,0.11597,0.11173,-0.1414,0.0637,1.0
s1223,200000,0.1,0.0,1.1912,0.01814,0.0094,-0.272,0.484,0.2896
s1223,200000,0.1,1.0,1.3104,0.01943,0.01052,-0.2728,0.4627,0.3821
s1223,200000,0.1,2.0,1.4367,0.02055,0.01151,-0.2754,0.446,0.4511
s1223,200000,0.1,3.0,1.5596,0.02167,0.01293,-0.2772,0.4315,0.6097
s1223,200000,0.1,4.0,1.6536,0.02259,0.01431,-0.2728,0.4192,1.0
s1223,200000,0.1,5.0,1.7695,0.02462,0.01616,-0.2736,0.4082,1.0
s1223,200000,0.1,6.0,1.8718,0.02641,0.01807,-0.2715,0.3961,1.0
s1223,200000,0.1,7.0,1.9696,0.02862,0.0205,-0.2688,0.3838,1.0
s1223,200000,0.1,8.0,2.067,0.03067,0.02266,-0.2661,0.3707,1.0
s1223,200000,0.1,9.0,2.1548,0.03251,0.02471,-0.2614,0.3563,1.0
s1223,200000,0.1,10.0,2.2195,0.03447,0.02708,-0.2524,0.3402,1.0
s1223,200000,0.1,11.0,2.2578,0.03661,0.0296,-0.2387,0.3225,1.0
s1223,200000,0.1,12.0,2.2828,0.0398,0.03325,-0.2238,0.3049,1.0
s1223,200000,0.1,13.0,2.2883,0.04477,0.03879,-0.2081,0.2855,1.0
s1223,200000,0.1,14.0,2.2707,0.05296,0.04765,-0.1935,0.2616,1.0
s1223,200000,0.1,15.0,2.2373,0.066,0.06116,-0.1839,0.2321,1.0
s1223,200000,0.1,16.0,2.1693,0.08759,0.08305,-0.1811,0.1999,1.0
s1223,200000,0.1,17.0,2.0886,0.11445,0.11019,-0.1858,0.1692,1.0
s1223,250000,0.1,0.0,1.1876,0.01688,0.00846,-0.2711,0.4652,0.2662
s1223,250000,0.1,1.0,1.3061,0.01805,0.00944,-0.2718,0.4453,0.3591
s1223,250000,0.1,2.0,1.4323,0.01909,0.01034,-0.2743,0.4292,0.4212
s1223,250000,0.1,3.0,1.5512,0.01998,0.01158,-0.2753,0.4161,0.562
s1223,250000,0.1,4.0,1.6514,0.02078,0.01288,-0.2721,0.4048,1.0
s1223,250000,0.1,5.0,1.7645,0.02234,0.01427,-0.2722,0.394,1.0
s1223,250000,0.1,6.0,1.8686,0.02405,0.01612,-0.2705,0.3829,1.0
s1223,250000,0.1,7.0,1.9735,0.0259,0.01797,-0.2691,0.3714,1.0
s1223,250000,0.1,8.0,2.0618,0.02743,0.01973,-0.2643,0.3585,1.0
s1223,250000,0.1,9.0,2.14,0.02938,0.02201,-0.2577,0.3449,1.0
s1223,250000,0.1,10.0,2.1991,0.03138,0.02433,-0.2476,0.3299,1.0
s1223,250000,0.1,11.0,2.24,0.03377,0.02709,-0.2346,0.3129,1.0
s1223,250000,0.1,12.0,2.2725,0.03718,0.03095,-0.2215,0.2956,1.0
s1223,250000,0.1,13.0,2.2911,0.04202,0.03627,-0.2082,0.2756,1.0
s1223,250000,0.1,14.0,2.2914,0.04968,0.04441,-0.196,0.2489,1.0
s1223,250000,0.1,15.0,2.2624,0.06291,0.05801,-0.1865,0.2165,1.0
s1223,250000,0.1,16.0,2.1891,0.08578,0.0812,-0.1835,0.1839,1.0
s1223,250000,0.1,17.0,2.1005,0.1144,0.11014,-0.1884,0.1555,1.0
s1223,300000,0.1,0.0,1.1827,0.01594,0.00779,-0.27,0.4515,0.2468
s1223,300000,0.1,1.0,1.2985,0.01697,0.00864,-0.2701,0.4326,0.34
s1223,300000,0.1,2.0,1.4198,0.0178,0.00946,-0.2714,0.4176,0.3982
s1223,300000,0.1,3.0,1.5453,0.01887,0.01071,-0.2739,0.4052,0.5281
s1223,300000,0.1,4.0,1.6465,0.01946,0.01186,-0.2709,0.3939,1.0
s1223,300000,0.1,5.0,1.7575,0.0209,0.01327,-0.2705,0.3838,1.0
s1223,300000,0.1,6.0,1.8701,0.02259,0.01481,-0.2706,0.3728,1.0
s1223,300000,0.1,7.0,1.9607,0.02393,0.0164,-0.266,0.3619,1.0
s1223,300000,0.1,8.0,2.0514,0.02565,0.01828,-0.2618,0.35,1.0
s1223,300000,0.1,9.0,2.1342,0.0274,0.02014,-0.2561,0.3367,1.0
s1223,300000,0.1,10.0,2.1883,0.02925,0.02231,-0.245,0.3221,1.0
s1223,300000,0.1,11.0,2.2344,0.0318,0.02525,-0.2332,0.3059,1.0
s1223,300000,0.1,12.0,2.2737,0.03522,0.02907,-0.2214,0.2886,1.0
s1223,300000,0.1,13.0,2.3004,0.04002,0.0344,-0.2095,0.267,1.0
s1223,300000,0.1,14.0,2.3078,0.04758,0.04232,-0.1981,0.2379,1.0
s1223,300000,0.1,15.0,2.28,0.06103,0.05607,-0.1885,0.2027,1.0
s1223,300000,0.1,16.0,2.2022,0.08482,0.08019,-0.1854,0.1708,1.0
s1223,300000,0.1,17.0,2.1078,0.11471,0.11041,-0.1905,0.1447,1.0
s2027,200000,0.1,0.0,0.286,0.01207,0.00556,-0.0527,0.6729,0.7883
s2027,200000,0.1,1.0,0.3899,0.01207,0.00552,-0.0501,0.64,0.8417
s2027,200000,0.1,2.0,0.4897,0.01212,0.00558,-0.0467,0.6066,0.9069
s2027,200000,0.1,3.0,0.6349,0.01232,0.00569,-0.0532,0.5708,0.9741
s2027,200000,0.1,4.0,0.7637,0.01279,0.00595,-0.0585,0.5356,1.0
s2027,200000,0.1,5.0,0.8617,0.01356,0.00666,-0.0567,0.4999,1.0
s2027,200000,0.1,6.0,0.9639,0.01446,0.00751,-0.0555,0.4642,1.0
s2027,200000,0.1,7.0,1.0632,0.01554,0.00869,-0.0539,0.4268,1.0
s2027,200000,0.1,8.0,1.1591,0.0168,0.01002,-0.0517,0.389,1.0
s2027,200000,0.1,9.0,1.2434,0.01821,0.01161,-0.0479,0.3454,1.0
s2027,200000,0.1,10.0,1.31,0.02,0.01359,-0.0418,0.2987,1.0
s2027,200000,0.1,11.0,1.3413,0.02263,0.01643,-0.0315,0.2474,1.0
s2027,200000,0.1,12.0,1.3487,0.02801,0.02183,-0.0229,0.1831,1.0
s2027,200000,0.1,13.0,1.3312,0.03774,0.03144,-0.0177,0.1158,1.0
s2027,200000,0.1,14.0,1.2895,0.05252,0.04614,-0.0167,0.0677,1.0
s2027,200000,0.1,15.0,1.2434,0.07094,0.06473,-0.0199,0.0428,1.0
s2027,200000,0.1,16.0,1.2123,0.08938,0.0834,-0.025,0.0321,1.0
s2027,200000,0.1,17.0,1.2075,0.10457,0.09889,-0.0295,0.0259,1.0
s2027,250000,0.1,0.0,0.2923,0.01069,0.0044,-0.0541,0.6534,0.7602
s2027,250000,0.1,1.0,0.3998,0.01074,0.00442,-0.0526,0.6201,0.8109
s2027,250000,0.1,2.0,0.5031,0.01083,0.00453,-0.0502,0.5874,0.8704
s2027,250000,0.1,3.0,0.6138,0.01098,0.0047,-0.0492,0.5544,0.9495
s2027,250000,0.1,4.0,0.7646,0.01142,0.00503,-0.0584,0.5178,1.0
s2027,250000,0.1,5.0,0.8624,0.01212,0.00563,-0.0566,0.4831,1.0
s2027,250000,0.1,6.0,0.9648,0.013,0.00642,-0.0554,0.448,1.0
s2027,250000,0.1,7.0,1.064,0.01399,0.00752,-0.0538,0.4105,1.0
s2027,250000,0.1,8.0,1.1592,0.01525,0.0088,-0.0516,0.3731,1.0
s2027,250000,0.1,9.0,1.242,0.01664,0.01033,-0.0476,0.3282,1.0
s2027,250000,0.1,10.0,1.3081,0.01843,0.01231,-0.0414,0.2821,1.0
s2027,250000,0.1,11.0,1.3389,0.0214,0.01531,-0.0315,0.2244,1.0
s2027,250000,0.1,12.0,1.3513,0.02702,0.02088,-0.0237,0.159,1.0
s2027,250000,0.1,13.0,1.3347,0.03691,0.03058,-0.0184,0.0928,1.0
s2027,250000,0.1,14.0,1.3014,0.05083,0.04451,-0.0172,0.0518,1.0
s2027,250000,0.1,15.0,1.257,0.06896,0.06285,-0.0203,0.0326,1.0
s2027,250000,0.1,16.0,1.2269,0.08735,0.08159,-0.0256,0.0253,1.0
s2027,250000,0.1,17.0,1.2138,0.104,0.09855,-0.0309,0.0215,1.0
s2027,300000,0.1,0.0,0.2957,0.00979,0.00367,-0.0548,0.6383,0.7395
s2027,300000,0.1,1.0,0.4055,0.00988,0.00371,-0.054,0.6052,0.7888
s2027,300000,0.1,2.0,0.5117,0.00998,0.00387,-0.0524,0.5727,0.8441
s2027,300000,0.1,3.0,0.6121,0.01012,0.0041,-0.0493,0.5405,0.9213
s2027,300000,0.1,4.0,0.7663,0.01052,0.00444,-0.0585,0.5044,1.0
s2027,300000,0.1,5.0,0.863,0.01117,0.00499,-0.0566,0.4701,1.0
s2027,300000,0.1,6.0,0.9653,0.01199,0.00576,-0.0554,0.4347,1.0
s2027,300000,0.1,7.0,1.0651,0.01297,0.00678,-0.0539,0.3978,1.0
s2027,300000,0.1,8.0,1.1596,0.01417,0.00802,-0.0516,0.3597,1.0
s2027,300000,0.1,9.0,1.2426,0.01558,0.00951,-0.0477,0.3139,1.0
s2027,300000,0.1,10.0,1.3077,0.01738,0.01144,-0.0413,0.2665,1.0
s2027,300000,0.1,11.0,1.3422,0.02051,0.01453,-0.0321,0.2058,1.0
s2027,300000,0.1,12.0,1.3544,0.02633,0.0202,-0.0243,0.1367,1.0
s2027,300000,0.1,13.0,1.3408,0.036,0.0297,-0.019,0.0762,1.0
s2027,300000,0.1,14.0,1.3103,0.04956,0.04329,-0.0176,0.0409,1.0
s2027,300000,0.1,15.0,1.2721,0.06678,0.06077,-0.0202,0.0258,1.0
s2027,300000,0.1,16.0,1.2417,0.08513,0.07951,-0.0254,0.021,1.0
s2027,300000,0.1,17.0,1.2203,0.10327,0.09794,-0.0317,0.0183,1.0
s2048,200000,0.1,0.0,0.2404,0.01108,0.00602,-0.0623,0.9303,1.0
s2048,200000,0.1,1.0,0.3922,0.01001,0.00479,-0.0701,0.8971,1.0
s2048,200000,0.1,2.0,0.5156,0.00937,0.00414,-0.071,0.8549,1.0
s2048,200000,0.1,3.0,0.6264,0.00916,0.00395,-0.069,0.7878,1.0
s2048,200000,0.1,4.0,0.7236,0.00958,0.00405,-0.064,0.6306,1.0
s2048,200000,0.1,5.0,0.8002,0.01213,0.00524,-0.057,0.3508,1.0
s2048,200000,0.1,6.0,0.8866,0.01455,0.00715,-0.053,0.1928,1.0
s2048,200000,0.1,7.0,0.9613,0.01896,0.01093,-0.0472,0.0659,1.0
s2048,200000,0.1,8.0,1.036,0.02422,0.01643,-0.0416,0.03,1.0
s2048,200000,0.1,9.0,1.1084,0.03288,0.02583,-0.036,0.0197,1.0
s2048,200000,0.1,10.0,1.1201,0.04935,0.04398,-0.0257,0.0189,1.0
s2048,200000,0.1,11.0,1.0832,0.06063,0.05629,-0.0143,0.0196,1.0
s2048,200000,0.1,12.0,0.9745,0.0872,0.08389,-0.0245,0.0215,1.0
s2048,200000,0.1,13.0,0.8797,0.13693,0.13369,-0.055,0.0266,1.0
s2048,200000,0.1,14.0,0.8628,0.17023,0.16688,-0.0714,0.043,1.0
s2048,200000,0.1,15.0,0.891,0.18813,0.18479,-0.075,0.0389,1.0
s2048,200000,0.1,16.0,0.8989,0.20677,0.20334,-0.0907,0.0362,1.0
s2048,200000,0.1,17.0,0.9334,0.22093,0.21753,-0.0966,0.029,1.0
s2048,250000,0.1,0.0,0.2438,0.00912,0.00449,-0.0609,0.9135,0.9333
s2048,250000,0.1,1.0,0.4193,0.00821,0.00353,-0.0732,0.884,1.0
s2048,250000,0.1,2.0,0.5245,0.00795,0.00314,-0.0713,0.834,1.0
s2048,250000,0.1,3.0,0.6291,0.0081,0.00321,-0.0686,0.7597,1.0
s2048,250000,0.1,4.0,0.7209,0.00901,0.00347,-0.0633,0.5616,1.0
s2048,250000,0.1,5.0,0.8013,0.01151,0.00481,-0.0576,0.3145,1.0
s2048,250000,0.1,6.0,0.8911,0.01373,0.00654,-0.0543,0.1631,1.0
s2048,250000,0.1,7.0,0.97,0.01761,0.00994,-0.0491,0.0553,1.0
s2048,250000,0.1,8.0,1.0451,0.0223,0.01491,-0.0433,0.0234,1.0
s2048,250000,0.1,9.0,1.1147,0.03032,0.02369,-0.037,0.0162,1.0
s2048,250000,0.1,10.0,1.1436,0.04323,0.03816,-0.0271,0.0155,1.0
s2048,250000,0.1,11.0,1.0827,0.05818,0.05431,-0.0141,0.0162,1.0
s2048,250000,0.1,12.0,0.9939,0.08155,0.07844,-0.022,0.017,1.0
s2048,250000,0.1,13.0,0.9031,0.12531,0.12243,-0.0509,0.0186,1.0
s2048,300000,0.1,0.0,0.2678,0.00783,0.00342,-0.0653,0.9027,0.8923
s2048,300000,0.1,1.0,0.4044,0.00722,0.00285,-0.0689,0.8666,0.9778
s2048,300000,0.1,2.0,0.5264,0.00713,0.00261,-0.0709,0.8143,1.0
s2048,300000,0.1,3.0,0.6298,0.00744,0.00275,-0.0683,0.7358,1.0
s2048,300000,0.1,4.0,0.7174,0.00876,0.00318,-0.0627,0.5021,1.0
s2048,300000,0.1,5.0,0.8029,0.01105,0.0045,-0.0583,0.2876,1.0
s2048,300000,0.1,6.0,0.8944,0.01319,0.00613,-0.0552,0.1384,1.0
s2048,300000,0.1,7.0,0.977,0.01661,0.00916,-0.0507,0.0473,1.0
s2048,300000,0.1,8.0,1.0511,0.0212,0.01401,-0.0448,0.0186,1.0
s2048,300000,0.1,9.0,1.1212,0.02724,0.02057,-0.0386,0.0133,1.0
s2048,300000,0.1,10.0,1.1578,0.03913,0.03384,-0.0294,0.0122,1.0
s2048,300000,0.1,11.0,1.1298,0.05016,0.04601,-0.0164,0.0114,1.0
s2048,300000,0.1,12.0,1.0561,0.06869,0.06543,-0.0162,0.0115,1.0
s2091,200000,0.1,0.0,0.4219,0.00981,0.00432,-0.0833,0.7366,1.0
s2091,200000,0.1,1.0,0.5313,0.01007,0.00404,-0.0818,0.6961,1.0
s2091,200000,0.1,2.0,0.6406,0.01044,0.00404,-0.0804,0.6506,1.0
s2091,200000,0.1,3.0,0.7493,0.01095,0.00429,-0.0791,0.601,1.0
s2091,200000,0.1,4.0,0.8565,0.01161,0.00476,-0.0777,0.5461,1.0
s2091,200000,0.1,5.0,0.9614,0.01251,0.0055,-0.076,0.4869,1.0
s2091,200000,0.1,6.0,1.0627,0.0137,0.00656,-0.0741,0.4238,1.0
s2091,200000,0.1,7.0,1.1591,0.01525,0.008,-0.0717,0.3596,1.0
s2091,200000,0.1,8.0,1.2492,0.0171,0.00987,-0.0686,0.2946,1.0
s2091,200000,0.1,9.0,1.3291,0.01941,0.01223,-0.0644,0.2321,1.0
s2091,200000,0.1,10.0,1.3897,0.02251,0.01534,-0.058,0.1706,1.0
s2091,200000,0.1,11.0,1.4152,0.02721,0.02001,-0.0486,0.117,1.0
s2091,200000,0.1,12.0,1.4264,0.03445,0.02738,-0.0416,0.0824,1.0
s2091,200000,0.1,13.0,1.4295,0.04403,0.03719,-0.0374,0.0634,1.0
s2091,200000,0.1,14.0,1.4316,0.05508,0.04863,-0.0357,0.0514,1.0
s2091,200000,0.1,15.0,1.4301,0.06784,0.06182,-0.036,0.0429,1.0
s2091,200000,0.1,16.0,1.4251,0.08242,0.07684,-0.0382,0.0373,1.0
s2091,200000,0.1,17.0,1.3971,0.10228,0.09747,-0.046,0.0336,1.0
s2091,250000,0.1,0.0,0.4191,0.0086,0.00344,-0.0818,0.7166,1.0
s2091,250000,0.1,1.0,0.5295,0.00889,0.00326,-0.0807,0.675,1.0
s2091,250000,0.1,2.0,0.6398,0.00929,0.0033,-0.0796,0.6298,1.0
s2091,250000,0.1,3.0,0.7491,0.00981,0.00356,-0.0786,0.5798,1.0
s2091,250000,0.1,4.0,0.8568,0.01051,0.00402,-0.0774,0.5259,1.0
s2091,250000,0.1,5.0,0.9621,0.01141,0.00475,-0.076,0.4667,1.0
s2091,250000,0.1,6.0,1.064,0.01258,0.00579,-0.0743,0.4038,1.0
s2091,250000,0.1,7.0,1.1616,0.01403,0.00718,-0.0721,0.3391,1.0
s2091,250000,0.1,8.0,1.2528,0.01583,0.00893,-0.0693,0.2755,1.0
s2091,250000,0.1,9.0,1.335,0.01806,0.01115,-0.0654,0.2151,1.0
s2091,250000,0.1,10.0,1.3993,0.02103,0.01407,-0.0595,0.1541,1.0
s2091,250000,0.1,11.0,1.4278,0.02554,0.0185,-0.0501,0.1022,1.0
s2091,250000,0.1,12.0,1.444,0.03221,0.02534,-0.0431,0.0709,1.0
s2091,250000,0.1,13.0,1.4445,0.04181,0.03517,-0.0388,0.0549,1.0
s2091,250000,0.1,14.0,1.4418,0.05324,0.04698,-0.0373,0.0449,1.0
s2091,250000,0.1,15.0,1.4359,0.06644,0.06052,-0.038,0.0377,1.0
s2091,250000,0.1,16.0,1.429,0.08148,0.07607,-0.0418,0.0326,1.0
s2091,250000,0.1,17.0,1.4123,0.09933,0.0945,-0.0474,0.029,1.0
s2091,300000,0.1,0.0,0.4174,0.00781,0.00291,-0.0809,0.7007,1.0
s2091,300000,0.1,1.0,0.5286,0.00811,0.00277,-0.0801,0.6588,1.0
s2091,300000,0.1,2.0,0.6393,0.00852,0.00283,-0.0793,0.6133,1.0
s2091,300000,0.1,3.0,0.7491,0.00905,0.0031,-0.0784,0.5631,1.0
s2091,300000,0.1,4.0,0.8573,0.00975,0.00358,-0.0774,0.5089,1.0
s2091,300000,0.1,5.0,0.963,0.01066,0.0043,-0.0761,0.4501,1.0
s2091,300000,0.1,6.0,1.0657,0.01179,0.0053,-0.0746,0.3874,1.0
s2091,300000,0.1,7.0,1.1641,0.01321,0.00662,-0.0727,0.3232,1.0
s2091,300000,0.1,8.0,1.2567,0.01495,0.00828,-0.07,0.2605,1.0
s2091,300000,0.1,9.0,1.3412,0.01709,0.01038,-0.0665,0.2012,1.0
s2091,300000,0.1,10.0,1.4088,0.01996,0.01316,-0.061,0.1402,1.0
s2091,300000,0.1,11.0,1.4414,0.02419,0.01729,-0.0517,0.0904,1.0
s2091,300000,0.1,12.0,1.4607,0.03039,0.02366,-0.0444,0.0626,1.0
s2091,300000,0.1,13.0,1.4648,0.03936,0.03288,-0.0398,0.0484,1.0
s2091,300000,0.1,14.0,1.4598,0.05088,0.04478,-0.0384,0.0397,1.0
s2091,300000,0.1,15.0,1.45,0.06468,0.05902,-0.0397,0.0337,1.0
s2091,300000,0.1,16.0,1.4357,0.08063,0.0754,-0.0433,0.0294,1.0
s2091,300000,0.1,17.0,1.4229,0.09795,0.09311,-0.0496,0.0259,1.0
s3021,200000,0.1,0.0,0.3634,0.00919,0.00343,-0.0704,0.7621,1.0
s3021,200000,0.1,1.0,0.4603,0.0096,0.00341,-0.0668,0.7169,1.0
s3021,200000,0.1,2.0,0.5589,0.01007,0.0036,-0.0636,0.6725,1.0
s3021,200000,0.1,3.0,0.6581,0.01059,0.00394,-0.0605,0.6258,1.0
s3021,200000,0.1,4.0,0.757,0.01111,0.00441,-0.0574,0.5718,1.0
s3021,200000,0.1,5.0,0.8545,0.01175,0.00507,-0.0541,0.5059,1.0
s3021,200000,0.1,6.0,0.9479,0.01274,0.00601,-0.0504,0.4209,1.0
s3021,200000,0.1,7.0,1.0325,0.01444,0.00749,-0.0457,0.3076,1.0
s3021,200000,0.1,8.0,1.1078,0.01701,0.0097,-0.0405,0.1877,1.0
s3021,200000,0.1,9.0,1.1534,0.02211,0.01395,-0.0319,0.0353,1.0
s3021,200000,0.1,10.0,1.1732,0.02773,0.01992,-0.0201,0.022,1.0
s3021,200000,0.1,11.0,1.1815,0.03547,0.02816,-0.0114,0.0197,1.0
s3021,200000,0.1,12.0,1.2084,0.04453,0.03781,-0.006,0.0187,1.0
s3021,200000,0.1,13.0,1.2132,0.05629,0.05036,-0.0035,0.0176,1.0
s3021,200000,0.1,14.0,1.1801,0.07334,0.06827,-0.0066,0.0172,1.0
s3021,200000,0.1,15.0,1.1041,0.10108,0.09697,-0.0205,0.0179,1.0
s3021,200000,0.1,16.0,1.0016,0.14504,0.14159,-0.0485,0.0198,1.0
s3021,200000,0.1,17.0,0.7357,0.18822,0.18522,-0.0663,0.0501,1.0
s3021,250000,0.1,0.0,0.3607,0.00825,0.00283,-0.069,0.7376,1.0
s3021,250000,0.1,1.0,0.4584,0.0086,0.00279,-0.0658,0.6937,1.0
s3021,250000,0.1,2.0,0.5577,0.00902,0.00295,-0.0628,0.6504,1.0
s3021,250000,0.1,3.0,0.6572,0.00947,0.00326,-0.0599,0.6039,1.0
s3021,250000,0.1,4.0,0.7564,0.01,0.00371,-0.057,0.5503,1.0
s3021,250000,0.1,5.0,0.8541,0.01069,0.00433,-0.0539,0.4843,1.0
s3021,250000,0.1,6.0,0.948,0.01175,0.00531,-0.0504,0.3972,1.0
s3021,250000,0.1,7.0,1.0322,0.01362,0.0068,-0.046,0.2727,1.0
s3021,250000,0.1,8.0,1.1107,0.01614,0.00896,-0.0413,0.1554,1.0
s3021,250000,0.1,9.0,1.1569,0.0213,0.01332,-0.0325,0.0231,1.0
s3021,250000,0.1,10.0,1.1879,0.02602,0.01852,-0.0217,0.0176,1.0
s3021,250000,0.1,11.0,1.1931,0.03341,0.02633,-0.0124,0.0158,1.0
s3021,250000,0.1,12.0,1.2106,0.04248,0.03591,-0.007,0.015,1.0
s3021,250000,0.1,13.0,1.2197,0.05342,0.0476,-0.0045,0.0142,1.0
s3021,250000,0.1,14.0,1.1912,0.07025,0.06532,-0.0067,0.0143,1.0
s3021,250000,0.1,15.0,1.1329,0.09427,0.09015,-0.0174,0.0146,1.0
s3021,250000,0.1,16.0,1.0625,0.12684,0.12337,-0.037,0.0151,1.0
s3021,300000,0.1,0.0,0.3592,0.0076,0.00246,-0.0683,0.7184,1.0
s3021,300000,0.1,1.0,0.4575,0.00791,0.0024,-0.0652,0.6758,1.0
s3021,300000,0.1,2.0,0.5571,0.00829,0.00254,-0.0624,0.6335,1.0
s3021,300000,0.1,3.0,0.6569,0.00873,0.00282,-0.0596,0.5875,1.0
s3021,300000,0.1,4.0,0.7563,0.00925,0.00325,-0.0568,0.5333,1.0
s3021,300000,0.1,5.0,0.8544,0.00995,0.00389,-0.0539,0.4655,1.0
s3021,300000,0.1,6.0,0.9486,0.01107,0.00486,-0.0506,0.3761,1.0
s3021,300000,0.1,7.0,1.0333,0.01304,0.00636,-0.0464,0.246,1.0
s3021,300000,0.1,8.0,1.1124,0.01563,0.0085,-0.0418,0.127,1.0
s3021,300000,0.1,9.0,1.1629,0.02047,0.01274,-0.0334,0.0181,1.0
s3021,300000,0.1,10.0,1.1939,0.02513,0.01786,-0.0224,0.0148,1.0
s3021,300000,0.1,11.0,1.2071,0.03166,0.02488,-0.0133,0.0137,1.0
s3021,300000,0.1,12.0,1.2216,0.03988,0.03351,-0.0084,0.0123,1.0
s3021,300000,0.1,13.0,1.2307,0.05046,0.04464,-0.0055,0.0119,1.0
s3021,300000,0.1,14.0,1.2168,0.06518,0.06018,-0.0063,0.0119,1.0
s3021,300000,0.1,15.0,1.1649,0.08774,0.08366,-0.0148,0.0124,1.0
s3021,300000,0.1,16.0,1.0807,0.12276,0.11952,-0.0356,0.0131,1.0
s3021,300000,0.1,17.0,0.9729,0.1765,0.17372,-0.0677,0.0149,1.0
s4061,200000,0.1,0.0,0.4251,0.01031,0.00479,-0.0902,0.7712,1.0
s4061,200000,0.1,1.0,0.534,0.01058,0.00466,-0.0889,0.741,1.0
s4061,200000,0.1,2.0,0.6433,0.01082,0.00463,-0.0875,0.7076,1.0
s4061,200000,0.1,3.0,0.7519,0.0111,0.00478,-0.0861,0.6681,1.0
s4061,200000,0.1,4.0,0.8598,0.01145,0.00507,-0.0846,0.6237,1.0
s4061,200000,0.1,5.0,0.9659,0.01194,0.00554,-0.0828,0.5704,1.0
s4061,200000,0.1,6.0,1.067,0.01271,0.00633,-0.0805,0.497,1.0
s4061,200000,0.1,7.0,1.1578,0.01423,0.0077,-0.0769,0.3851,1.0
s4061,200000,0.1,8.0,1.2317,0.01711,0.01015,-0.0716,0.2557,1.0
s4061,200000,0.1,9.0,1.2892,0.02083,0.01347,-0.0649,0.1495,1.0
