perfil,Re,Mach,alpha,CL,CD,CDp,CM,Top_Xtr,Bot_Xtr,Au0,Au1,Au2,Au3,Au4,Au5,Au6,Al0,Al1,Al2,Al3,Al4,Al5,Al6,DeltaTE_upper,DeltaTE_lower,RMSE_upper,RMSE_lower,MaxError_upper,MaxError_lower
clarkyh,200000,0.1,3.0,0.7171,0.01219,0.00523,-0.0399,0.5038,1.0,0.1709526843,0.2685722309,0.1619483716,0.2853723223,0.1316286997,0.2341663618,0.0914446592,-0.1464957616,-0.0953012588,-0.1009176582,-0.0073271049,-0.1736060927,-0.059464445,-0.1726013269,0.00049979,-0.00049979,0.000475013,0.0003592541,0.0011315689,0.0008253156
clarkyh,200000,0.1,4.0,0.813,0.01274,0.0058,-0.0375,0.4562,1.0,0.1709526843,0.2685722309,0.1619483716,0.2853723223,0.1316286997,0.2341663618,0.0914446592,-0.1464957616,-0.0953012588,-0.1009176582,-0.0073271049,-0.1736060927,-0.059464445,-0.1726013269,0.00049979,-0.00049979,0.000475013,0.0003592541,0.0011315689,0.0008253156
clarkyh,200000,0.1,5.0,0.9021,0.01367,0.00666,-0.034,0.3758,1.0,0.1709526843,0.2685722309,0.1619483716,0.2853723223,0.1316286997,0.2341663618,0.0914446592,-0.1464957616,-0.0953012588,-0.1009176582,-0.0073271049,-0.1736060927,-0.059464445,-0.1726013269,0.00049979,-0.00049979,0.000475013,0.0003592541,0.0011315689,0.0008253156
clarkyh,200000,0.1,6.0,0.9821,0.01533,0.008,-0.0295,0.2828,1.0,0.1709526843,0.2685722309,0.1619483716,0.2853723223,0.1316286997,0.2341663618,0.0914446592,-0.1464957616,-0.0953012588,-0.1009176582,-0.0073271049,-0.1736060927,-0.059464445,-0.1726013269,0.00049979,-0.00049979,0.000475013,0.0003592541,0.0011315689,0.0008253156
clarkyh,200000,0.1,7.0,1.0552,0.01766,0.01019,-0.0245,0.2354,1.0,0.1709526843,0.2685722309,0.1619483716,0.2853723223,0.1316286997,0.2341663618,0.0914446592,-0.1464957616,-0.0953012588,-0.1009176582,-0.0073271049,-0.1736060927,-0.059464445,-0.1726013269,0.00049979,-0.00049979,0.000475013,0.0003592541,0.0011315689,0.0008253156
clarkyh,200000,0.1,8.0,1.1233,0.0198,0.01253,-0.0189,0.1878,1.0,0.1709526843,0.2685722309,0.1619483716,0.2853723223,0.1316286997,0.2341663618,0.0914446592,-0.1464957616,-0.0953012588,-0.1009176582,-0.0073271049,-0.1736060927,-0.059464445,-0.1726013269,0.00049979,-0.00049979,0.000475013,0.0003592541,0.0011315689,0.0008253156
clarkyh,200000,0.1,9.0,1.134,0.02491,0.01708,-0.0067,0.061,1.0,0.1709526843,0.2685722309,0.1619483716,0.2853723223,0.1316286997,0.2341663618,0.0914446592,-0.1464957616,-0.0953012588,-0.1009176582,-0.0073271049,-0.1736060927,-0.059464445,-0.1726013269,0.00049979,-0.00049979,0.000475013,0.0003592541,0.0011315689,0.0008253156
clarkyh,200000,0.1,10.0,1.1439,0.03158,0.0239,0.0009,0.0421,1.0,0.1709526843,0.2685722309,0.1619483716,0.2853723223,0.1316286997,0.2341663618,0.0914446592,-0.1464957616,-0.0953012588,-0.1009176582,-0.0073271049,-0.1736060927,-0.059464445,-0.1726013269,0.00049979,-0.00049979,0.000475013,0.0003592541,0.0011315689,0.0008253156
clarkyh,200000,0.1,11.0,1.1484,0.04051,0.03314,0.0053,0.0359,1.0,0.1709526843,0.2685722309,0.1619483716,0.2853723223,0.1316286997,0.2341663618,0.0914446592,-0.1464957616,-0.0953012588,-0.1009176582,-0.0073271049,-0.1736060927,-0.059464445,-0.1726013269,0.00049979,-0.00049979,0.000475013,0.0003592541,0.0011315689,0.0008253156
clarkyh,200000,0.1,12.0,1.1634,0.04954,0.04237,0.0086,0.0308,1.0,0.1709526843,0.2685722309,0.1619483716,0.2853723223,0.1316286997,0.2341663618,0.0914446592,-0.1464957616,-0.0953012588,-0.1009176582,-0.0073271049,-0.1736060927,-0.059464445,-0.1726013269,0.00049979,-0.00049979,0.000475013,0.0003592541,0.0011315689,0.0008253156
clarkyh,250000,0.1,0.0,0.3824,0.01017,0.00401,-0.0376,0.5984,0.9902,0.1709526843,0.2685722309,0.1619483716,0.2853723223,0.1316286997,0.2341663618,0.0914446592,-0.1464957616,-0.0953012588,-0.1009176582,-0.0073271049,-0.1736060927,-0.059464445,-0.1726013269,0.00049979,-0.00049979,0.000475013,0.0003592541,0.0011315689,0.0008253156
clarkyh,250000,0.1,1.0,0.5148,0.01046,0.00401,-0.0426,0.5558,1.0,0.1709526843,0.2685722309,0.1619483716,0.2853723223,0.1316286997,0.2341663618,0.0914446592,-0.1464957616,-0.0953012588,-0.1009176582,-0.0073271049,-0.1736060927,-0.059464445,-0.1726013269,0.00049979,-0.00049979,0.000475013,0.0003592541,0.0011315689,0.0008253156
clarkyh,250000,0.1,2.0,0.6174,0.01072,0.0042,-0.0415,0.5191,1.0,0.1709526843,0.2685722309,0.1619483716,0.2853723223,0.1316286997,0.2341663618,0.0914446592,-0.1464957616,-0.0953012588,-0.1009176582,-0.0073271049,-0.1736060927,-0.059464445,-0.1726013269,0.00049979,-0.00049979,0.000475013,0.0003592541,0.0011315689,0.0008253156
clarkyh,250000,0.1,3.0,0.7168,0.01111,0.0045,-0.0397,0.4784,1.0,0.1709526843,0.2685722309,0.1619483716,0.2853723223,0.1316286997,0.2341663618,0.0914446592,-0.1464957616,-0.0953012588,-0.1009176582,-0.0073271049,-0.1736060927,-0.059464445,-0.1726013269,0.00049979,-0.00049979,0.000475013,0.0003592541,0.0011315689,0.0008253156
clarkyh,250000,0.1,4.0,0.8128,0.01175,0.00509,-0.0375,0.4279,1.0,0.1709526843,0.2685722309,0.1619483716,0.2853723223,0.1316286997,0.2341663618,0.0914446592,-0.1464957616,-0.0953012588,-0.1009176582,-0.0073271049,-0.1736060927,-0.059464445,-0.1726013269,0.00049979,-0.00049979,0.000475013,0.0003592541,0.0011315689,0.0008253156
clarkyh,250000,0.1,5.0,0.903,0.0127,0.00593,-0.0343,0.3303,1.0,0.1709526843,0.2685722309,0.1619483716,0.2853723223,0.1316286997,0.2341663618,0.0914446592,-0.1464957616,-0.0953012588,-0.1009176582,-0.0073271049,-0.1736060927,-0.059464445,-0.1726013269,0.00049979,-0.00049979,0.000475013,0.0003592541,0.0011315689,0.0008253156
clarkyh,250000,0.1,6.0,0.9807,0.01475,0.00755,-0.0298,0.2525,1.0,0.1709526843,0.2685722309,0.1619483716,0.2853723223,0.1316286997,0.2341663618,0.0914446592,-0.1464957616,-0.0953012588,-0.1009176582,-0.0073271049,-0.1736060927,-0.059464445,-0.1726013269,0.00049979,-0.00049979,0.000475013,0.0003592541,0.0011315689,0.0008253156
clarkyh,250000,0.1,7.0,1.0579,0.01671,0.00954,-0.0252,0.2154,1.0,0.1709526843,0.2685722309,0.1619483716,0.2853723223,0.1316286997,0.2341663618,0.0914446592,-0.1464957616,-0.0953012588,-0.1009176582,-0.0073271049,-0.1736060927,-0.059464445,-0.1726013269,0.00049979,-0.00049979,0.000475013,0.0003592541,0.0011315689,0.0008253156
clarkyh,250000,0.1,8.0,1.1326,0.01833,0.01134,-0.0205,0.1625,1.0,0.1709526843,0.2685722309,0.1619483716,0.2853723223,0.1316286997,0.2341663618,0.0914446592,-0.1464957616,-0.0953012588,-0.1009176582,-0.0073271049,-0.1736060927,-0.059464445,-0.1726013269,0.00049979,-0.00049979,0.000475013,0.0003592541,0.0011315689,0.0008253156
clarkyh,250000,0.1,9.0,1.1445,0.02352,0.01586,-0.008,0.0469,1.0,0.1709526843,0.2685722309,0.1619483716,0.2853723223,0.1316286997,0.2341663618,0.0914446592,-0.1464957616,-0.0953012588,-0.1009176582,-0.0073271049,-0.1736060927,-0.059464445,-0.1726013269,0.00049979,-0.00049979,0.000475013,0.0003592541,0.0011315689,0.0008253156
clarkyh,250000,0.1,10.0,1.1573,0.02976,0.02236,-0.0002,0.0349,1.0,0.1709526843,0.2685722309,0.1619483716,0.2853723223,0.1316286997,0.2341663618,0.0914446592,-0.1464957616,-0.0953012588,-0.1009176582,-0.0073271049,-0.1736060927,-0.059464445,-0.1726013269,0.00049979,-0.00049979,0.000475013,0.0003592541,0.0011315689,0.0008253156
clarkyh,250000,0.1,11.0,1.1555,0.03915,0.03204,0.0045,0.0297,1.0,0.1709526843,0.2685722309,0.1619483716,0.2853723223,0.1316286997,0.2341663618,0.0914446592,-0.1464957616,-0.0953012588,-0.1009176582,-0.0073271049,-0.1736060927,-0.059464445,-0.1726013269,0.00049979,-0.00049979,0.000475013,0.0003592541,0.0011315689,0.0008253156
clarkyh,250000,0.1,12.0,1.1715,0.04802,0.04131,0.0067,0.0266,1.0,0.1709526843,0.2685722309,0.1619483716,0.2853723223,0.1316286997,0.2341663618,0.0914446592,-0.1464957616,-0.0953012588,-0.1009176582,-0.0073271049,-0.1736060927,-0.059464445,-0.1726013269,0.00049979,-0.00049979,0.000475013,0.0003592541,0.0011315689,0.0008253156
clarkyh,300000,0.1,0.0,0.3334,0.00923,0.00342,-0.0277,0.583,0.9655,0.1709526843,0.2685722309,0.1619483716,0.2853723223,0.1316286997,0.2341663618,0.0914446592,-0.1464957616,-0.0953012588,-0.1009176582,-0.0073271049,-0.1736060927,-0.059464445,-0.1726013269,0.00049979,-0.00049979,0.000475013,0.0003592541,0.0011315689,0.0008253156
clarkyh,300000,0.1,1.0,0.5141,0.00976,0.00366,-0.0423,0.5369,1.0,0.1709526843,0.2685722309,0.1619483716,0.2853723223,0.1316286997,0.2341663618,0.0914446592,-0.1464957616,-0.0953012588,-0.1009176582,-0.0073271049,-0.1736060927,-0.059464445,-0.1726013269,0.00049979,-0.00049979,0.000475013,0.0003592541,0.0011315689,0.0008253156
clarkyh,300000,0.1,2.0,0.6169,0.00999,0.00376,-0.0413,0.4975,1.0,0.1709526843,0.2685722309,0.1619483716,0.2853723223,0.1316286997,0.2341663618,0.0914446592,-0.1464957616,-0.0953012588,-0.1009176582,-0.0073271049,-0.1736060927,-0.059464445,-0.1726013269,0.00049979,-0.00049979,0.000475013,0.0003592541,0.0011315689,0.0008253156
clarkyh,300000,0.1,3.0,0.7171,0.01041,0.00409,-0.0398,0.4577,1.0,0.1709526843,0.2685722309,0.1619483716,0.2853723223,0.1316286997,0.2341663618,0.0914446592,-0.1464957616,-0.0953012588,-0.1009176582,-0.0073271049,-0.1736060927,-0.059464445,-0.1726013269,0.00049979,-0.00049979,0.000475013,0.0003592541,0.0011315689,0.0008253156
clarkyh,300000,0.1,4.0,0.8138,0.01104,0.00467,-0.0377,0.4031,1.0,0.1709526843,0.2685722309,0.1619483716,0.2853723223,0.1316286997,0.2341663618,0.0914446592,-0.1464957616,-0.0953012588,-0.1009176582,-0.0073271049,-0.1736060927,-0.059464445,-0.1726013269,0.00049979,-0.00049979,0.000475013,0.0003592541,0.0011315689,0.0008253156
clarkyh,300000,0.1,5.0,0.9016,0.01233,0.00555,-0.0345,0.2825,1.0,0.1709526843,0.2685722309,0.1619483716,0.2853723223,0.1316286997,0.2341663618,0.0914446592,-0.1464957616,-0.0953012588,-0.1009176582,-0.0073271049,-0.1736060927,-0.059464445,-0.1726013269,0.00049979,-0.00049979,0.000475013,0.0003592541,0.0011315689,0.0008253156
clarkyh,300000,0.1,6.0,0.9822,0.01424,0.00724,-0.0303,0.2347,1.0,0.1709526843,0.2685722309,0.1619483716,0.2853723223,0.1316286997,0.2341663618,0.0914446592,-0.1464957616,-0.0953012588,-0.1009176582,-0.0073271049,-0.1736060927,-0.059464445,-0.1726013269,0.00049979,-0.00049979,0.000475013,0.0003592541,0.0011315689,0.0008253156
clarkyh,300000,0.1,7.0,1.0627,0.01588,0.00897,-0.0262,0.2015,1.0,0.1709526843,0.2685722309,0.1619483716,0.2853723223,0.1316286997,0.2341663618,0.0914446592,-0.1464957616,-0.0953012588,-0.1009176582,-0.0073271049,-0.1736060927,-0.059464445,-0.1726013269,0.00049979,-0.00049979,0.000475013,0.0003592541,0.0011315689,0.0008253156
clarkyh,300000,0.1,8.0,1.1375,0.01756,0.01054,-0.0216,0.1154,1.0,0.1709526843,0.2685722309,0.1619483716,0.2853723223,0.1316286997,0.2341663618,0.0914446592,-0.1464957616,-0.0953012588,-0.1009176582,-0.0073271049,-0.1736060927,-0.059464445,-0.1726013269,0.00049979,-0.00049979,0.000475013,0.0003592541,0.0011315689,0.0008253156
clarkyh,300000,0.1,9.0,1.1518,0.02257,0.01505,-0.009,0.0383,1.0,0.1709526843,0.2685722309,0.1619483716,0.2853723223,0.1316286997,0.2341663618,0.0914446592,-0.1464957616,-0.0953012588,-0.1009176582,-0.0073271049,-0.1736060927,-0.059464445,-0.1726013269,0.00049979,-0.00049979,0.000475013,0.0003592541,0.0011315689,0.0008253156
clarkyh,300000,0.1,10.0,1.1598,0.02905,0.02185,-0.0004,0.0299,1.0,0.1709526843,0.2685722309,0.1619483716,0.2853723223,0.1316286997,0.2341663618,0.0914446592,-0.1464957616,-0.0953012588,-0.1009176582,-0.0073271049,-0.1736060927,-0.059464445,-0.1726013269,0.00049979,-0.00049979,0.000475013,0.0003592541,0.0011315689,0.0008253156
clarkyh,300000,0.1,11.0,1.1748,0.03688,0.03006,0.0032,0.0258,1.0,0.1709526843,0.2685722309,0.1619483716,0.2853723223,0.1316286997,0.2341663618,0.0914446592,-0.1464957616,-0.0953012588,-0.1009176582,-0.0073271049,-0.1736060927,-0.059464445,-0.1726013269,0.00049979,-0.00049979,0.000475013,0.0003592541,0.0011315689,0.0008253156
clarkyh,300000,0.1,12.0,1.1732,0.0473,0.04074,0.0064,0.0231,1.0,0.1709526843,0.2685722309,0.1619483716,0.2853723223,0.1316286997,0.2341663618,0.0914446592,-0.1464957616,-0.0953012588,-0.1009176582,-0.0073271049,-0.1736060927,-0.059464445,-0.1726013269,0.00049979,-0.00049979,0.000475013,0.0003592541,0.0011315689,0.0008253156
clarkz,200000,0.1,0.0,0.4913,0.01032,0.00495,-0.0999,0.7661,1.0,0.2194996243,0.2871248023,0.2151785275,0.3019928732,0.2263840471,0.2708528771,0.2485063241,-0.1618262752,0.0457499054,-0.1766869351,0.1057842157,-0.1442210529,0.029965164,-0.0477996346,0.0005999998,-0.0005999998,0.0002850577,0.0002783463,0.0008386009,0.0007101602
clarkz,200000,0.1,1.0,0.5899,0.01056,0.00469,-0.0963,0.7205,1.0,0.2194996243,0.2871248023,0.2151785275,0.3019928732,0.2263840471,0.2708528771,0.2485063241,-0.1618262752,0.0457499054,-0.1766869351,0.1057842157,-0.1442210529,0.029965164,-0.0477996346,0.0005999998,-0.0005999998,0.0002850577,0.0002783463,0.0008386009,0.0007101602
clarkz,200000,0.1,2.0,0.689,0.01094,0.00467,-0.0929,0.6713,1.0,0.2194996243,0.2871248023,0.2151785275,0.3019928732,0.2263840471,0.2708528771,0.2485063241,-0.1618262752,0.0457499054,-0.1766869351,0.1057842157,-0.1442210529,0.029965164,-0.0477996346,0.0005999998,-0.0005999998,0.0002850577,0.0002783463,0.0008386009,0.0007101602
clarkz,200000,0.1,3.0,0.7883,0.01149,0.00486,-0.0895,0.6176,1.0,0.2194996243,0.2871248023,0.2151785275,0.3019928732,0.2263840471,0.2708528771,0.2485063241,-0.1618262752,0.0457499054,-0.1766869351,0.1057842157,-0.1442210529,0.029965164,-0.0477996346,0.0005999998,-0.0005999998,0.0002850577,0.0002783463,0.0008386009,0.0007101602
clarkz,200000,0.1,4.0,0.8861,0.01226,0.00535,-0.0862,0.5595,1.0,0.2194996243,0.2871248023,0.2151785275,0.3019928732,0.2263840471,0.2708528771,0.2485063241,-0.1618262752,0.0457499054,-0.1766869351,0.1057842157,-0.1442210529,0.029965164,-0.0477996346,0.0005999998,-0.0005999998,0.0002850577,0.0002783463,0.0008386009,0.0007101602
clarkz,200000,0.1,5.0,0.9808,0.01322,0.00601,-0.0825,0.4967,1.0,0.2194996243,0.2871248023,0.2151785275,0.3019928732,0.2263840471,0.2708528771,0.2485063241,-0.1618262752,0.0457499054,-0.1766869351,0.1057842157,-0.1442210529,0.029965164,-0.0477996346,0.0005999998,-0.0005999998,0.0002850577,0.0002783463,0.0008386009,0.0007101602
clarkz,200000,0.1,6.0,1.0728,0.0144,0.00697,-0.0786,0.437,1.0,0.2194996243,0.2871248023,0.2151785275,0.3019928732,0.2263840471,0.2708528771,0.2485063241,-0.1618262752,0.0457499054,-0.1766869351,0.1057842157,-0.1442210529,0.029965164,-0.0477996346,0.0005999998,-0.0005999998,0.0002850577,0.0002783463,0.0008386009,0.0007101602
clarkz,200000,0.1,7.0,1.163,0.01579,0.00826,-0.0748,0.3865,1.0,0.2194996243,0.2871248023,0.2151785275,0.3019928732,0.2263840471,0.2708528771,0.2485063241,-0.1618262752,0.0457499054,-0.1766869351,0.1057842157,-0.1442210529,0.029965164,-0.0477996346,0.0005999998,-0.0005999998,0.0002850577,0.0002783463,0.0008386009,0.0007101602
clarkz,200000,0.1,8.0,1.2459,0.01729,0.00982,-0.0699,0.3326,1.0,0.2194996243,0.2871248023,0.2151785275,0.3019928732,0.2263840471,0.2708528771,0.2485063241,-0.1618262752,0.0457499054,-0.1766869351,0.1057842157,-0.1442210529,0.029965164,-0.0477996346,0.0005999998,-0.0005999998,0.0002850577,0.0002783463,0.0008386009,0.0007101602
clarkz,200000,0.1,9.0,1.3108,0.0193,0.0118,-0.0625,0.261,1.0,0.2194996243,0.2871248023,0.2151785275,0.3019928732,0.2263840471,0.2708528771,0.2485063241,-0.1618262752,0.0457499054,-0.1766869351,0.1057842157,-0.1442210529,0.029965164,-0.0477996346,0.0005999998,-0.0005999998,0.0002850577,0.0002783463,0.0008386009,0.0007101602
clarkz,200000,0.1,10.0,1.337,0.02351,0.01555,-0.0507,0.1716,1.0,0.2194996243,0.2871248023,0.2151785275,0.3019928732,0.2263840471,0.2708528771,0.2485063241,-0.1618262752,0.0457499054,-0.1766869351,0.1057842157,-0.1442210529,0.029965164,-0.0477996346,0.0005999998,-0.0005999998,0.0002850577,0.0002783463,0.0008386009,0.0007101602
clarkz,200000,0.1,11.0,1.3682,0.02871,0.02062,-0.0421,0.1396,1.0,0.2194996243,0.2871248023,0.2151785275,0.3019928732,0.2263840471,0.2708528771,0.2485063241,-0.1618262752,0.0457499054,-0.1766869351,0.1057842157,-0.1442210529,0.029965164,-0.0477996346,0.0005999998,-0.0005999998,0.0002850577,0.0002783463,0.0008386009,0.0007101602
clarkz,200000,0.1,12.0,1.4093,0.03379,0.02594,-0.036,0.1217,1.0,0.2194996243,0.2871248023,0.2151785275,0.3019928732,0.2263840471,0.2708528771,0.2485063241,-0.1618262752,0.0457499054,-0.1766869351,0.1057842157,-0.1442210529,0.029965164,-0.0477996346,0.0005999998,-0.0005999998,0.0002850577,0.0002783463,0.0008386009,0.0007101602
clarkz,250000,0.1,0.0,0.4615,0.00917,0.00413,-0.0927,0.7455,0.9694,0.2194996243,0.2871248023,0.2151785275,0.3019928732,0.2263840471,0.2708528771,0.2485063241,-0.1618262752,0.0457499054,-0.1766869351,0.1057842157,-0.1442210529,0.029965164,-0.0477996346,0.0005999998,-0.0005999998,0.0002850577,0.0002783463,0.0008386009,0.0007101602
clarkz,250000,0.1,1.0,0.5919,0.00937,0.00384,-0.096,0.7,1.0,0.2194996243,0.2871248023,0.2151785275,0.3019928732,0.2263840471,0.2708528771,0.2485063241,-0.1618262752,0.0457499054,-0.1766869351,0.1057842157,-0.1442210529,0.029965164,-0.0477996346,0.0005999998,-0.0005999998,0.0002850577,0.0002783463,0.0008386009,0.0007101602
clarkz,250000,0.1,2.0,0.6903,0.00979,0.00387,-0.0925,0.6507,1.0,0.2194996243,0.2871248023,0.2151785275,0.3019928732,0.2263840471,0.2708528771,0.2485063241,-0.1618262752,0.0457499054,-0.1766869351,0.1057842157,-0.1442210529,0.029965164,-0.0477996346,0.0005999998,-0.0005999998,0.0002850577,0.0002783463,0.0008386009,0.0007101602
clarkz,250000,0.1,3.0,0.7885,0.01037,0.00411,-0.0892,0.5968,1.0,0.2194996243,0.2871248023,0.2151785275,0.3019928732,0.2263840471,0.2708528771,0.2485063241,-0.1618262752,0.0457499054,-0.1766869351,0.1057842157,-0.1442210529,0.029965164,-0.0477996346,0.0005999998,-0.0005999998,0.0002850577,0.0002783463,0.0008386009,0.0007101602
clarkz,250000,0.1,4.0,0.8853,0.01112,0.00459,-0.0857,0.5364,1.0,0.2194996243,0.2871248023,0.2151785275,0.3019928732,0.2263840471,0.2708528771,0.2485063241,-0.1618262752,0.0457499054,-0.1766869351,0.1057842157,-0.1442210529,0.029965164,-0.0477996346,0.0005999998,-0.0005999998,0.0002850577,0.0002783463,0.0008386009,0.0007101602
clarkz,250000,0.1,5.0,0.9795,0.0121,0.00527,-0.082,0.4719,1.0,0.2194996243,0.2871248023,0.2151785275,0.3019928732,0.2263840471,0.2708528771,0.2485063241,-0.1618262752,0.0457499054,-0.1766869351,0.1057842157,-0.1442210529,0.029965164,-0.0477996346,0.0005999998,-0.0005999998,0.0002850577,0.0002783463,0.0008386009,0.0007101602
clarkz,250000,0.1,6.0,1.0724,0.01328,0.00624,-0.0785,0.4155,1.0,0.2194996243,0.2871248023,0.2151785275,0.3019928732,0.2263840471,0.2708528771,0.2485063241,-0.1618262752,0.0457499054,-0.1766869351,0.1057842157,-0.1442210529,0.029965164,-0.0477996346,0.0005999998,-0.0005999998,0.0002850577,0.0002783463,0.0008386009,0.0007101602
clarkz,250000,0.1,7.0,1.1634,0.01458,0.00746,-0.0748,0.3661,1.0,0.2194996243,0.2871248023,0.2151785275,0.3019928732,0.2263840471,0.2708528771,0.2485063241,-0.1618262752,0.0457499054,-0.1766869351,0.1057842157,-0.1442210529,0.029965164,-0.0477996346,0.0005999998,-0.0005999998,0.0002850577,0.0002783463,0.0008386009,0.0007101602
clarkz,250000,0.1,8.0,1.2481,0.01603,0.00892,-0.0703,0.3134,1.0,0.2194996243,0.2871248023,0.2151785275,0.3019928732,0.2263840471,0.2708528771,0.2485063241,-0.1618262752,0.0457499054,-0.1766869351,0.1057842157,-0.1442210529,0.029965164,-0.0477996346,0.0005999998,-0.0005999998,0.0002850577,0.0002783463,0.0008386009,0.0007101602
clarkz,250000,0.1,9.0,1.314,0.01811,0.01086,-0.0631,0.2364,1.0,0.2194996243,0.2871248023,0.2151785275,0.3019928732,0.2263840471,0.2708528771,0.2485063241,-0.1618262752,0.0457499054,-0.1766869351,0.1057842157,-0.1442210529,0.029965164,-0.0477996346,0.0005999998,-0.0005999998,0.0002850577,0.0002783463,0.0008386009,0.0007101602
clarkz,250000,0.1,10.0,1.3444,0.02238,0.01465,-0.0521,0.1519,1.0,0.2194996243,0.2871248023,0.2151785275,0.3019928732,0.2263840471,0.2708528771,0.2485063241,-0.1618262752,0.0457499054,-0.1766869351,0.1057842157,-0.1442210529,0.029965164,-0.0477996346,0.0005999998,-0.0005999998,0.0002850577,0.0002783463,0.0008386009,0.0007101602
clarkz,250000,0.1,11.0,1.3807,0.02709,0.01936,-0.044,0.1242,1.0,0.2194996243,0.2871248023,0.2151785275,0.3019928732,0.2263840471,0.2708528771,0.2485063241,-0.1618262752,0.0457499054,-0.1766869351,0.1057842157,-0.1442210529,0.029965164,-0.0477996346,0.0005999998,-0.0005999998,0.0002850577,0.0002783463,0.0008386009,0.0007101602
clarkz,250000,0.1,12.0,1.4186,0.03228,0.02475,-0.0378,0.1097,1.0,0.2194996243,0.2871248023,0.2151785275,0.3019928732,0.2263840471,0.2708528771,0.2485063241,-0.1618262752,0.0457499054,-0.1766869351,0.1057842157,-0.1442210529,0.029965164,-0.0477996346,0.0005999998,-0.0005999998,0.0002850577,0.0002783463,0.0008386009,0.0007101602
clarkz,300000,0.1,0.0,0.434,0.00852,0.00349,-0.0873,0.7288,0.8211,0.2194996243,0.2871248023,0.2151785275,0.3019928732,0.2263840471,0.2708528771,0.2485063241,-0.1618262752,0.0457499054,-0.1766869351,0.1057842157,-0.1442210529,0.029965164,-0.0477996346,0.0005999998,-0.0005999998,0.0002850577,0.0002783463,0.0008386009,0.0007101602
clarkz,300000,0.1,1.0,0.5924,0.0086,0.00334,-0.0957,0.6833,1.0,0.2194996243,0.2871248023,0.2151785275,0.3019928732,0.2263840471,0.2708528771,0.2485063241,-0.1618262752,0.0457499054,-0.1766869351,0.1057842157,-0.1442210529,0.029965164,-0.0477996346,0.0005999998,-0.0005999998,0.0002850577,0.0002783463,0.0008386009,0.0007101602
clarkz,300000,0.1,2.0,0.6907,0.00902,0.0034,-0.0924,0.6341,1.0,0.2194996243,0.2871248023,0.2151785275,0.3019928732,0.2263840471,0.2708528771,0.2485063241,-0.1618262752,0.0457499054,-0.1766869351,0.1057842157,-0.1442210529,0.029965164,-0.0477996346,0.0005999998,-0.0005999998,0.0002850577,0.0002783463,0.0008386009,0.0007101602
clarkz,300000,0.1,3.0,0.7883,0.00961,0.00366,-0.0889,0.5795,1.0,0.2194996243,0.2871248023,0.2151785275,0.3019928732,0.2263840471,0.2708528771,0.2485063241,-0.1618262752,0.0457499054,-0.1766869351,0.1057842157,-0.1442210529,0.029965164,-0.0477996346,0.0005999998,-0.0005999998,0.0002850577,0.0002783463,0.0008386009,0.0007101602
