  
       XFOIL         Version 6.99
  
 Calculated polar for: CST_OPTIMIZED                                   
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.100     Re =     0.250 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   0.000   0.5762   0.01303   0.00463  -0.1304   0.5121   0.2215
   0.250   0.6036   0.01307   0.00470  -0.1301   0.4996   0.2543
   0.500   0.6315   0.01313   0.00478  -0.1300   0.4884   0.2957
   0.750   0.6584   0.01312   0.00488  -0.1297   0.4777   0.3478
   1.000   0.6856   0.01298   0.00499  -0.1297   0.4680   0.4444
   1.250   0.7093   0.01210   0.00516  -0.1282   0.4588   1.0000
   1.500   0.7372   0.01231   0.00524  -0.1280   0.4496   1.0000
   1.750   0.7653   0.01254   0.00532  -0.1278   0.4409   1.0000
   2.000   0.7928   0.01275   0.00544  -0.1276   0.4324   1.0000
   2.250   0.8202   0.01298   0.00554  -0.1273   0.4241   1.0000
   2.500   0.8482   0.01321   0.00570  -0.1272   0.4164   1.0000
   2.750   0.8746   0.01342   0.00583  -0.1267   0.4084   1.0000
   3.000   0.9030   0.01368   0.00600  -0.1267   0.4010   1.0000
   3.250   0.9288   0.01388   0.00616  -0.1261   0.3934   1.0000
   3.500   0.9582   0.01419   0.00635  -0.1263   0.3865   1.0000
   3.750   0.9825   0.01436   0.00654  -0.1254   0.3790   1.0000
   4.000   1.0097   0.01463   0.00672  -0.1251   0.3723   1.0000
   4.250   1.0362   0.01488   0.00696  -0.1247   0.3654   1.0000
   4.500   1.0609   0.01509   0.00716  -0.1240   0.3583   1.0000
   4.750   1.0889   0.01542   0.00741  -0.1239   0.3518   1.0000
   5.000   1.1127   0.01562   0.00765  -0.1229   0.3448   1.0000
   5.250   1.1390   0.01592   0.00788  -0.1226   0.3383   1.0000
   5.500   1.1633   0.01617   0.00817  -0.1217   0.3315   1.0000
   5.750   1.1871   0.01641   0.00840  -0.1208   0.3249   1.0000
   6.000   1.2131   0.01675   0.00870  -0.1204   0.3184   1.0000
   6.250   1.2354   0.01696   0.00899  -0.1191   0.3115   1.0000
   6.500   1.2608   0.01732   0.00926  -0.1186   0.3051   1.0000
   6.750   1.2823   0.01755   0.00959  -0.1172   0.2981   1.0000
   7.000   1.3046   0.01782   0.00986  -0.1160   0.2915   1.0000
   7.250   1.3275   0.01816   0.01021  -0.1150   0.2847   1.0000
   7.500   1.3483   0.01841   0.01051  -0.1136   0.2777   1.0000
   7.750   1.3712   0.01880   0.01088  -0.1126   0.2710   1.0000
   8.000   1.3906   0.01904   0.01122  -0.1109   0.2636   1.0000
   8.250   1.4121   0.01946   0.01156  -0.1097   0.2567   1.0000
   8.500   1.4309   0.01971   0.01197  -0.1078   0.2493   1.0000
   8.750   1.4504   0.02012   0.01232  -0.1063   0.2422   1.0000
   9.000   1.4692   0.02043   0.01276  -0.1045   0.2344   1.0000
   9.250   1.4875   0.02086   0.01317  -0.1028   0.2272   1.0000
   9.500   1.5057   0.02122   0.01366  -0.1010   0.2193   1.0000
   9.750   1.5224   0.02172   0.01412  -0.0990   0.2118   1.0000
  10.000   1.5400   0.02211   0.01466  -0.0971   0.2035   1.0000
  10.250   1.5553   0.02271   0.01521  -0.0950   0.1957   1.0000
  10.500   1.5718   0.02315   0.01579  -0.0930   0.1870   1.0000
  10.750   1.5859   0.02380   0.01645  -0.0908   0.1790   1.0000
  11.000   1.6000   0.02440   0.01712  -0.0885   0.1701   1.0000
  11.250   1.6138   0.02510   0.01790  -0.0863   0.1617   1.0000
  11.500   1.6236   0.02599   0.01876  -0.0836   0.1536   1.0000
  11.750   1.6368   0.02672   0.01962  -0.0813   0.1448   1.0000
  12.000   1.6454   0.02773   0.02066  -0.0785   0.1372   1.0000
