  
       XFOIL         Version 6.99
  
 Calculated polar for: CST_OPTIMIZED                                   
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.100     Re =     0.250 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   0.000   0.8953   0.02506   0.01726  -0.1771   0.4146   0.4309
   0.250   0.9168   0.02573   0.01807  -0.1759   0.4132   0.4432
   0.500   0.9368   0.02668   0.01917  -0.1745   0.4112   0.4550
   0.750   0.9569   0.02757   0.02019  -0.1731   0.4089   0.4655
   1.000   0.9789   0.02829   0.02096  -0.1720   0.4069   0.4771
   1.250   1.0014   0.02892   0.02166  -0.1710   0.4054   0.4888
   1.500   1.0249   0.02953   0.02228  -0.1701   0.4041   0.5031
   1.750   1.0488   0.02997   0.02278  -0.1693   0.4030   0.5133
   2.000   1.0743   0.03037   0.02314  -0.1687   0.4021   0.5230
   2.250   1.0994   0.03068   0.02348  -0.1681   0.4012   0.5309
   2.500   1.1244   0.03106   0.02385  -0.1675   0.4004   0.5403
   2.750   1.1496   0.03141   0.02420  -0.1670   0.3996   0.5486
   3.000   1.1748   0.03179   0.02458  -0.1664   0.3989   0.5578
   3.250   1.2000   0.03227   0.02505  -0.1659   0.3982   0.5675
   3.500   1.2237   0.03300   0.02581  -0.1653   0.3974   0.5766
   4.000   1.1325   0.04698   0.04085  -0.1507   0.3852   0.5802
   4.250   1.1456   0.04822   0.04213  -0.1491   0.3842   0.5892
   4.500   1.1616   0.04915   0.04310  -0.1478   0.3834   0.5999
   4.750   1.1807   0.04981   0.04380  -0.1466   0.3827   0.6116
   5.000   1.2017   0.05034   0.04434  -0.1457   0.3822   0.6251
   5.250   1.2255   0.05057   0.04462  -0.1449   0.3818   0.6402
   5.500   1.2484   0.05087   0.04498  -0.1440   0.3813   0.6592
   5.750   1.2726   0.05111   0.04528  -0.1433   0.3808   0.6847
   6.000   1.2962   0.05143   0.04571  -0.1425   0.3803   0.7263
