  
       XFOIL         Version 6.99
  
 Calculated polar for: CST_OPTIMIZED                                   
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.100     Re =     0.250 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   0.000   0.5246   0.01340   0.00501  -0.1204   0.4431   0.3088
   0.250   0.5516   0.01325   0.00511  -0.1202   0.4332   0.4100
   0.500   0.5669   0.01240   0.00539  -0.1171   0.4257   0.8219
   0.750   0.6024   0.01229   0.00533  -0.1182   0.4159   1.0000
   1.000   0.6318   0.01254   0.00537  -0.1183   0.4077   1.0000
   1.250   0.6596   0.01272   0.00546  -0.1181   0.3994   1.0000
   1.500   0.6882   0.01294   0.00553  -0.1180   0.3920   1.0000
   1.750   0.7172   0.01318   0.00566  -0.1181   0.3847   1.0000
   2.000   0.7443   0.01336   0.00576  -0.1177   0.3772   1.0000
   2.250   0.7748   0.01366   0.00591  -0.1181   0.3706   1.0000
   2.500   0.8012   0.01383   0.00606  -0.1176   0.3636   1.0000
   2.750   0.8293   0.01407   0.00619  -0.1175   0.3571   1.0000
   3.000   0.8578   0.01433   0.00638  -0.1175   0.3507   1.0000
   3.250   0.8845   0.01453   0.00656  -0.1171   0.3443   1.0000
   3.500   0.9144   0.01486   0.00675  -0.1174   0.3382   1.0000
   3.750   0.9402   0.01505   0.00696  -0.1168   0.3320   1.0000
   4.000   0.9664   0.01527   0.00715  -0.1163   0.3260   1.0000
   4.250   0.9972   0.01565   0.00741  -0.1169   0.3203   1.0000
   4.500   1.0214   0.01582   0.00765  -0.1159   0.3143   1.0000
   4.750   1.0470   0.01605   0.00784  -0.1153   0.3086   1.0000
   5.000   1.0769   0.01644   0.00816  -0.1157   0.3031   1.0000
   5.250   1.1005   0.01663   0.00841  -0.1147   0.2972   1.0000
   5.500   1.1254   0.01687   0.00863  -0.1140   0.2917   1.0000
   5.750   1.1543   0.01727   0.00898  -0.1141   0.2863   1.0000
   6.000   1.1774   0.01749   0.00928  -0.1130   0.2805   1.0000
   6.250   1.2013   0.01774   0.00950  -0.1121   0.2751   1.0000
   6.500   1.2282   0.01813   0.00987  -0.1119   0.2696   1.0000
   6.750   1.2502   0.01835   0.01018  -0.1106   0.2637   1.0000
   7.000   1.2737   0.01864   0.01044  -0.1097   0.2584   1.0000
   7.250   1.2989   0.01903   0.01086  -0.1091   0.2529   1.0000
   7.500   1.3200   0.01927   0.01118  -0.1077   0.2470   1.0000
   7.750   1.3431   0.01961   0.01147  -0.1067   0.2416   1.0000
   8.000   1.3651   0.01995   0.01191  -0.1055   0.2358   1.0000
   8.250   1.3854   0.02022   0.01224  -0.1040   0.2300   1.0000
   8.500   1.4086   0.02068   0.01262  -0.1031   0.2243   1.0000
   8.750   1.4272   0.02094   0.01305  -0.1012   0.2184   1.0000
   9.000   1.4464   0.02126   0.01339  -0.0996   0.2127   1.0000
   9.250   1.4669   0.02171   0.01388  -0.0982   0.2068   1.0000
   9.500   1.4850   0.02202   0.01430  -0.0963   0.2006   1.0000
   9.750   1.5045   0.02255   0.01475  -0.0949   0.1946   1.0000
  10.000   1.5214   0.02288   0.01527  -0.0928   0.1883   1.0000
  10.250   1.5381   0.02332   0.01572  -0.0908   0.1824   1.0000
  10.500   1.5554   0.02384   0.01634  -0.0890   0.1761   1.0000
  10.750   1.5712   0.02430   0.01688  -0.0869   0.1697   1.0000
  11.000   1.5866   0.02494   0.01756  -0.0848   0.1636   1.0000
  11.250   1.6014   0.02546   0.01819  -0.0826   0.1569   1.0000
  11.500   1.6145   0.02623   0.01895  -0.0803   0.1509   1.0000
  11.750   1.6286   0.02682   0.01971  -0.0781   0.1442   1.0000
  12.000   1.6385   0.02776   0.02060  -0.0754   0.1382   1.0000
