alpha,CL_pred,CD_pred,CM_pred,CD_local_min,CM_local_min,CM_local_max,admissible,CL_CD_pred
6.0,1.7056612968444824,0.018055392429232597,-0.2098316252231598,0.011059000000000001,-0.1758,0.0021,True,94.46824839336807
