  
       XFOIL         Version 6.99
  
 Calculated polar for: CST_OPTIMIZED                                   
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.100     Re =     0.250 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   0.000   0.7032   0.01374   0.00589  -0.1742   0.4447   0.5365
   0.250   0.7300   0.01401   0.00612  -0.1737   0.4345   0.5602
   0.500   0.7571   0.01436   0.00637  -0.1733   0.4257   0.5801
   0.750   0.7839   0.01462   0.00661  -0.1727   0.4177   0.5982
   1.000   0.8108   0.01491   0.00684  -0.1722   0.4101   0.6150
   1.250   0.8391   0.01525   0.00712  -0.1720   0.4033   0.6294
   1.500   0.8649   0.01545   0.00735  -0.1713   0.3970   0.6424
   1.750   0.8921   0.01572   0.00758  -0.1709   0.3911   0.6555
   2.000   0.9230   0.01610   0.00785  -0.1713   0.3853   0.6690
   2.250   0.9475   0.01627   0.00809  -0.1703   0.3799   0.6798
   2.500   0.9736   0.01649   0.00831  -0.1697   0.3744   0.6908
   2.750   1.0033   0.01683   0.00856  -0.1699   0.3695   0.7031
   3.000   1.0313   0.01711   0.00887  -0.1697   0.3649   0.7131
   3.250   1.0566   0.01730   0.00909  -0.1690   0.3601   0.7236
   3.500   1.0823   0.01753   0.00931  -0.1683   0.3551   0.7347
   3.750   1.1114   0.01785   0.00959  -0.1684   0.3507   0.7446
   4.000   1.1395   0.01814   0.00991  -0.1684   0.3464   0.7554
   4.250   1.1631   0.01831   0.01015  -0.1673   0.3418   0.7657
   4.500   1.1881   0.01852   0.01037  -0.1665   0.3374   0.7756
   4.750   1.2163   0.01882   0.01064  -0.1665   0.3333   0.7863
   5.000   1.2454   0.01917   0.01101  -0.1667   0.3291   0.7964
   5.250   1.2677   0.01933   0.01127  -0.1654   0.3247   0.8066
   5.500   1.2921   0.01954   0.01153  -0.1646   0.3203   0.8181
   5.750   1.3183   0.01978   0.01177  -0.1642   0.3162   0.8298
   6.000   1.3482   0.02017   0.01216  -0.1647   0.3117   0.8428
   6.250   1.3687   0.02030   0.01244  -0.1630   0.3074   0.8591
   6.500   1.3904   0.02038   0.01264  -0.1617   0.3028   0.8894
   6.750   1.4136   0.02055   0.01281  -0.1607   0.2985   1.0000
   7.000   1.4407   0.02099   0.01325  -0.1607   0.2937   1.0000
   7.250   1.4600   0.02123   0.01358  -0.1589   0.2887   1.0000
   7.500   1.4804   0.02149   0.01385  -0.1574   0.2839   1.0000
   7.750   1.5060   0.02192   0.01419  -0.1571   0.2791   1.0000
   8.000   1.5232   0.02220   0.01460  -0.1549   0.2744   1.0000
   8.250   1.5410   0.02246   0.01493  -0.1529   0.2692   1.0000
   8.500   1.5601   0.02277   0.01522  -0.1512   0.2645   1.0000
   8.750   1.5798   0.02318   0.01567  -0.1497   0.2595   1.0000
   9.000   1.5955   0.02349   0.01609  -0.1473   0.2541   1.0000
   9.250   1.6117   0.02381   0.01643  -0.1452   0.2490   1.0000
   9.500   1.6296   0.02427   0.01691  -0.1433   0.2437   1.0000
   9.750   1.6440   0.02462   0.01740  -0.1408   0.2377   1.0000
  10.000   1.6585   0.02504   0.01781  -0.1384   0.2321   1.0000
  10.250   1.6736   0.02553   0.01840  -0.1362   0.2259   1.0000
  10.500   1.6870   0.02598   0.01894  -0.1337   0.2193   1.0000
  10.750   1.7001   0.02659   0.01953  -0.1313   0.2130   1.0000
  11.000   1.7135   0.02712   0.02020  -0.1289   0.2053   1.0000
  11.250   1.7243   0.02786   0.02092  -0.1262   0.1983   1.0000
  11.500   1.7369   0.02850   0.02170  -0.1238   0.1897   1.0000
  11.750   1.7467   0.02938   0.02260  -0.1212   0.1817   1.0000
  12.000   1.7563   0.03029   0.02356  -0.1186   0.1727   1.0000
