raf15_CST
 1.00000000  0.00000000
 0.99982577  0.00005370
 0.99930321  0.00021407
 0.99843267  0.00047890
 0.99721476  0.00084461
 0.99565034  0.00130629
 0.99374049  0.00185788
 0.99148655  0.00249228
 0.98889008  0.00320160
 0.98595290  0.00397729
 0.98267704  0.00481041
 0.97906481  0.00569184
 0.97511870  0.00661246
 0.97084148  0.00756345
 0.96623611  0.00853639
 0.96130583  0.00952351
 0.95605405  0.01051782
 0.95048443  0.01151321
 0.94460087  0.01250458
 0.93840746  0.01348788
 0.93190852  0.01446013
 0.92510857  0.01541940
 0.91801235  0.01636479
 0.91062482  0.01729631
 0.90295112  0.01821482
 0.89499659  0.01912188
 0.88676678  0.02001960
 0.87826743  0.02091051
 0.86950446  0.02179737
 0.86048397  0.02268301
 0.85121226  0.02357022
 0.84169578  0.02446155
 0.83194117  0.02535919
 0.82195522  0.02626490
 0.81174490  0.02717988
 0.80131732  0.02810477
 0.79067974  0.02903953
 0.77983959  0.02998351
 0.76880441  0.03093547
 0.75758189  0.03189357
 0.74617987  0.03285550
 0.73460627  0.03381853
 0.72286918  0.03477963
 0.71097676  0.03573557
 0.69893731  0.03668305
 0.68675922  0.03761881
 0.67445097  0.03853975
 0.66202115  0.03944300
 0.64947841  0.04032608
 0.63683150  0.04118688
 0.62408922  0.04202381
 0.61126047  0.04283577
 0.59835417  0.04362215
 0.58537934  0.04438287
 0.57234500  0.04511830
 0.55926024  0.04582925
 0.54613418  0.04651681
 0.53297597  0.04718238
 0.51979478  0.04782744
 0.50659979  0.04845357
 0.49340021  0.04906222
 0.48020522  0.04965468
 0.46702403  0.05023196
 0.45386582  0.05079467
 0.44073976  0.05134294
 0.42765500  0.05187639
 0.41462066  0.05239405
 0.40164583  0.05289433
 0.38873953  0.05337504
 0.37591078  0.05383338
 0.36316850  0.05426600
 0.35052159  0.05466904
 0.33797885  0.05503821
 0.32554903  0.05536888
 0.31324078  0.05565615
 0.30106269  0.05589503
 0.28902324  0.05608048
 0.27713082  0.05620754
 0.26539373  0.05627147
 0.25382013  0.05626783
 0.24241811  0.05619254
 0.23119559  0.05604202
 0.22016041  0.05581321
 0.20932026  0.05550363
 0.19868268  0.05511142
 0.18825510  0.05463530
