seed,scipy_success,message,geometry_valid,distance_to_train,distance_limit_base,distance_limit_expanded,alpha_pred_opt,CL_CD_pred_obj,CD_pred,CM_pred,objective_calls,valid_calls,candidate_pool_size
42,False,Maximum number of iterations has been exceeded.,True,3.663020897791374,2.363985711433732,4.255174280580718,6.0,115.6753400098079,0.013064092956483364,-0.18113358318805695,28295,11310,2000
