alpha,CL_pred,CD_pred,CM_pred,CD_local_min,CM_local_min,CM_local_max,admissible,CL_CD_pred
6.0,1.6569634675979614,0.016073528677225113,-0.21562549471855164,0.011059000000000001,-0.1758,0.0021,True,103.08647844985926
