objective,tempo_execucao_total_segundos,Au0,Au1,Au2,Au3,Au4,Au5,Au6,Al0,Al1,Al2,Al3,Al4,Al5,Al6,DeltaTE_upper,DeltaTE_lower,Re,alpha_pred_opt,CL_pred_opt,CD_pred_opt,CM_pred_opt,CL_CD_pred_opt,alpha_xfoil_opt,CL_xfoil_opt,CD_xfoil_opt,CM_xfoil_opt,CL_CD_xfoil_opt,xfoil_candidate_id,origin_seed,best_de_seed,optimization_seed,xfoil_points,delta_alpha_opt_deg,min_thickness,max_thickness,distance_to_train,distance_limit,valid_geometry,optimizer_success,optimization_runs,cst_bound_expansion,distance_limit_multiplier,max_abs_camber,max_abs_camber_pct,use_cm_constraint,use_cd_floor_constraint,objective_calls,valid_calls,surrogate_alpha_step,xfoil_alpha_step,top_n_xfoil
CL/CD,274.9215651000004,0.17991050661830965,0.29229687067648624,0.6066705621935803,0.1543369240239065,0.8596708879263677,-0.13091454776500222,0.650457357383591,-0.157271289075832,0.09049177981091491,-0.1239047209837068,0.2341159453333933,0.040298493584520964,0.21520990075756777,0.42354852793981596,0.0,0.0,250000.0,6.0,1.6569634675979614,0.016073528677225113,-0.21562549471855164,103.08647844985926,6.0,1.7271,0.01909,-0.2546,90.47145102147722,5,42,42,42,49,0.0,0.0,0.1416624472136665,4.013590175771986,4.255174280580718,True,False,1,0.75,1.8,0.09,9.0,False,False,28295,11310,1.0,0.25,20
