alpha,CL_pred,CD_pred,CM_pred,CD_local_min,CM_local_min,CM_local_max,admissible,CL_CD_pred
6.0,1.5111933946609497,0.013064092956483364,-0.18113358318805695,0.011059000000000001,-0.1758,0.0021,True,115.6753400098079
