  
       XFOIL         Version 6.99
  
 Calculated polar for: CST_OPTIMIZED                                   
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.100     Re =     0.250 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   0.000   1.0940   0.01795   0.01075  -0.2587   0.6191   0.4240
   0.250   1.1234   0.01798   0.01079  -0.2591   0.6170   0.4673
   0.500   1.1533   0.01799   0.01081  -0.2595   0.6152   0.5016
   0.750   1.1838   0.01803   0.01082  -0.2601   0.6135   0.5319
   1.000   1.2108   0.01825   0.01112  -0.2602   0.6113   0.5583
   1.250   1.2342   0.01858   0.01158  -0.2596   0.6078   0.5842
   1.500   1.2606   0.01872   0.01182  -0.2595   0.6049   0.6117
   1.750   1.2885   0.01876   0.01192  -0.2596   0.6025   0.6424
   2.000   1.3170   0.01875   0.01199  -0.2598   0.6005   0.6821
   2.250   1.3454   0.01874   0.01206  -0.2598   0.5988   0.7327
   2.500   1.3736   0.01880   0.01216  -0.2599   0.5972   0.7827
   2.750   1.3905   0.01922   0.01280  -0.2580   0.5939   0.8331
   3.000   1.4015   0.01923   0.01301  -0.2547   0.5907   0.9535
   3.250   1.4310   0.01943   0.01318  -0.2554   0.5881   1.0000
   3.500   1.4611   0.01955   0.01325  -0.2561   0.5859   1.0000
   3.750   1.4922   0.01963   0.01328  -0.2569   0.5841   1.0000
   4.000   1.5238   0.01976   0.01334  -0.2578   0.5825   1.0000
   4.250   1.5462   0.02033   0.01399  -0.2573   0.5796   1.0000
   4.500   1.5676   0.02065   0.01441  -0.2564   0.5751   1.0000
   4.750   1.5998   0.02001   0.01368  -0.2570   0.5701   1.0000
   5.000   1.6318   0.01953   0.01309  -0.2575   0.5650   1.0000
   5.250   1.6515   0.01966   0.01335  -0.2562   0.5590   1.0000
   5.500   1.6821   0.01920   0.01280  -0.2566   0.5535   1.0000
   5.750   1.7036   0.01923   0.01289  -0.2555   0.5469   1.0000
   6.000   1.7271   0.01909   0.01277  -0.2546   0.5399   1.0000
   6.250   1.7482   0.01905   0.01277  -0.2534   0.5316   1.0000
   6.500   1.7698   0.01887   0.01253  -0.2521   0.5211   1.0000
   6.750   1.7818   0.01910   0.01285  -0.2493   0.5079   1.0000
   7.000   1.7902   0.01944   0.01316  -0.2458   0.4901   1.0000
   7.250   1.7831   0.02027   0.01399  -0.2398   0.4652   1.0000
   7.500   1.7649   0.02189   0.01548  -0.2326   0.4336   1.0000
   7.750   1.7383   0.02465   0.01811  -0.2256   0.4021   1.0000
   8.000   1.7087   0.02881   0.02215  -0.2206   0.3719   1.0000
   8.250   1.6769   0.03363   0.02683  -0.2159   0.3386   1.0000
   8.500   1.6439   0.03891   0.03197  -0.2115   0.3033   1.0000
   8.750   1.6110   0.04457   0.03747  -0.2076   0.2659   1.0000
   9.000   1.5781   0.05062   0.04339  -0.2041   0.2238   1.0000
   9.250   1.5459   0.05724   0.04984  -0.2013   0.1720   1.0000
   9.500   1.5142   0.06431   0.05674  -0.1990   0.1155   1.0000
   9.750   1.4914   0.07069   0.06302  -0.1974   0.0834   1.0000
  10.000   1.4815   0.07560   0.06797  -0.1963   0.0712   1.0000
  10.250   1.4758   0.08006   0.07250  -0.1955   0.0648   1.0000
  10.500   1.4696   0.08472   0.07725  -0.1948   0.0604   1.0000
  10.750   1.4677   0.08881   0.08146  -0.1942   0.0571   1.0000
  11.000   1.4647   0.09311   0.08584  -0.1937   0.0543   1.0000
  11.250   1.4582   0.09798   0.09076  -0.1933   0.0518   1.0000
  11.500   1.4550   0.10237   0.09524  -0.1930   0.0497   1.0000
  11.750   1.4587   0.10568   0.09862  -0.1927   0.0474   1.0000
  12.000   1.4617   0.10907   0.10208  -0.1924   0.0454   1.0000
