real,previsto
0.7034,0.7911470954727969
0.8143,0.8698584729031076
0.918,0.9485698503334185
1.0252,1.027281227763729
1.1316,1.1059926051940399
1.2372,1.1847039826243506
1.3398,1.2634153600546614
1.4327,1.3421267374849721
1.4812,1.420838114915283
1.5261,1.4995494923455936
1.5156,1.5782608697759044
1.4739,1.6569722472062152
1.432,1.735683624636526
0.704,0.7973805481448926
0.8158,0.8760919255752033
1.0278,1.0335146804358248
1.1343,1.1122260578661356
1.2399,1.1909374352964464
1.342,1.2696488127267571
1.4385,1.3483601901570679
1.4884,1.4270715675873786
1.5288,1.5057829450176894
1.5092,1.5844943224480001
1.475,1.663205699878311
1.4443,1.7419170773086217
0.7052,0.8036140008169882
0.8171,0.8823253782472988
0.9225,0.9610367556776097
1.0304,1.0397481331079204
1.1372,1.1184595105382311
1.243,1.197170887968542
1.3456,1.2758822653988526
1.4438,1.3545936428291634
1.4949,1.4333050202594741
1.5175,1.512016397689785
1.4888,1.5907277751200957
1.4611,1.6694391525504064
1.4504,1.7481505299807172
0.6005,0.5296274983015536
0.713,0.6083388757318644
0.8216,0.6870502531621752
0.926,0.7657616305924859
1.0202,0.8444730080227966
1.0911,0.9231843854531073
1.1554,1.0018957628834182
1.2311,1.0806071403137287
0.6035,0.5358609509736493
0.7137,0.6145723284039599
0.8215,0.6932837058342708
0.9252,0.7719950832645814
1.0166,0.8507064606948923
1.0904,0.929417838125203
1.161,1.0081292155555137
1.2389,1.0868405929858245
1.3105,1.1655519704161352
0.6041,0.5420944036457449
0.7135,0.6208057810760557
0.8214,0.6995171585063664
0.9245,0.7782285359366772
1.0164,0.8569399133669879
1.0929,0.9356512907972987
1.1715,1.0143626682276095
1.2442,1.0930740456579202
1.3122,1.171785423088231
0.4705,0.5255298652486307
0.6053,0.6042412426789414
0.7221,0.6829526201092522
0.8277,0.7616639975395629
0.9321,0.8403753749698737
1.0267,0.9190867524001844
1.091,0.9977981298304952
1.1594,1.076509507260806
1.2398,1.1552208846911167
1.3181,1.2339322621214275
1.3462,1.3126436395517382
1.1501,1.391355016982049
1.0301,1.4700663944123598
0.4901,0.5317633179207264
0.611,0.610474695351037
0.7223,0.6891860727813479
0.8275,0.7678974502116586
0.9316,0.8466088276419693
1.026,0.9253202050722801
1.0954,1.0040315825025907
1.1662,1.0827429599329015
1.2442,1.1614543373632125
1.2616,1.2401657147935232
1.2688,1.318877092223834
1.187,1.3975884696541447
1.076,1.4762998470844555
0.4989,0.5379967705928219
0.6121,0.6167081480231327
0.7211,0.6954195254534434
0.8272,0.7741309028837542
0.9312,0.852842280314065
1.0251,0.9315536577443757
1.0996,1.0102650351746865
1.1786,1.0889764126049972
1.2507,1.167687790035308
1.3276,1.2463991674656187
-0.0004,0.17588966605387424
0.1667,0.254601043484185
0.2507,0.33331242091449576
0.3447,0.41202379834480646
0.4535,0.4907351757751172
0.5634,0.569446553205428
0.6716,0.6481579306357387
0.7777,0.7268693080660494
0.8779,0.8055806854963602
0.8969,0.884292062926671
0.6694,0.9630034403569818
0.644,1.0417148177872926
0.7752,1.1204261952176033
0.044,0.18212311872596987
0.1474,0.2608344961562805
0.2403,0.3395458735865914
0.3419,0.41825725101690214
0.4535,0.4969686284472129
0.5647,0.5756800058775235
0.6736,0.6543913833078343
0.7802,0.7331027607381451
0.8822,0.8118141381684558
0.9686,0.8905255155987666
0.9741,0.9692368930290773
0.7675,1.047948270459388
0.7663,1.1266596478896989
0.0478,0.1883565713980655
0.1339,0.26706794882837626
0.2344,0.345779326258687
0.3406,0.4244907036889978
0.4535,0.5032020811193085
0.5656,0.5819134585496193
0.6758,0.66062483597993
0.7826,0.7393362134102408
0.8857,0.8180475908405516
0.9788,0.8967589682708623
0.9909,0.9754703457011731
0.6276,1.1328931005617946
0.2093,0.32339117280174245
0.337,0.4021025502320532
0.4356,0.48081392766236397
0.5372,0.5595253050926747
0.6394,0.6382366825229855
0.7416,0.7169480599532962
0.8418,0.795659437383607
0.9377,0.8743708148139177
1.0279,0.9530821922442285
1.1051,1.0317935696745393
1.1414,1.11050494710485
1.0913,1.1892163245351608
0.2243,0.3296246254738381
0.3306,0.40833600290414884
0.4318,0.4870473803344596
0.5353,0.5657587577647704
0.6391,0.6444701351950811
0.7427,0.7231815126253919
0.8446,0.8018928900557026
0.942,0.8806042674860133
1.0312,0.9593156449163242
1.1155,1.0380270223466348
1.1644,1.1167383997769456
1.1256,1.1954497772072563
1.0494,1.274161154637567
0.2255,0.3358580781459337
0.3262,0.41456945557624447
0.4294,0.49328083300655523
0.5342,0.571992210436866
0.6391,0.6507035878671767
0.7438,0.7294149652974875
0.8466,0.8081263427277983
0.9447,0.886837720158109
1.0389,0.9655490975884198
1.1197,1.0442604750187305
1.1781,1.1229718524490413
1.1846,1.201683229879352
1.1259,1.2803946073096628
0.1426,0.3123661279015859
0.3172,0.39107750533189667
0.4264,0.4697888827622074
0.5253,0.5485002601925182
0.6283,0.6272116376228289
0.7322,0.7059230150531397
0.8324,0.7846343924834503
0.9242,0.8633457699137611
1.0044,0.9420571473440719
1.0438,1.0207685247743827
0.1665,0.31859958057368154
0.3222,0.3973109580039922
0.4216,0.47602233543430306
0.5236,0.5547337128646138
0.6285,0.6334450902949246
0.7338,0.7121564677252352
0.8352,0.790867845155546
0.926,0.8695792225858567
1.0148,0.9482906000161675
1.0163,1.0270019774464783
0.9345,1.105713354876789
0.8027,1.1844247323070998
0.1879,0.32483303324577717
0.3189,0.4035444106760879
0.4187,0.4822557881063987
0.5228,0.5609671655367094
0.629,0.6396785429670202
0.735,0.718389920397331
0.8374,0.7971012978276417
0.9319,0.8758126752579525
1.0158,0.9545240526882632
1.0689,1.033235430118574
0.147,0.30132971170441436
0.2956,0.3800410891347251
0.4095,0.4587524665650359
0.5087,0.5374638439953466
0.6135,0.6161752214256574
0.7193,0.6948865988559682
0.8208,0.7735979762862788
0.9153,0.8523093537165896
0.9989,0.9310207311469003
0.1487,0.30756316437651
0.3057,0.38627454180682075
0.4044,0.4649859192371315
0.5074,0.5436972966674423
0.6139,0.622408674097753
0.7207,0.7011200515280638
0.8234,0.7798314289583745
0.9162,0.8585428063886853
0.9997,0.9372541838189961
1.0062,1.0159655612493068
0.1554,0.3137966170486056
0.3029,0.3925079944789164
0.4014,0.47121937190922714
0.5068,0.5499307493395379
0.6145,0.6286421267698487
0.7219,0.7073535042001594
0.8252,0.7860648816304702
0.9212,0.8647762590607809
1.0073,0.9434876364910917
1.0392,1.0221990139214023
0.1387,0.2796175184514019
0.2451,0.3583288958817127
0.3896,0.43704027331202344
0.4902,0.5157516507423342
0.5981,0.594463028172645
0.7055,0.6731744056029557
0.8085,0.7518857830332664
0.9075,0.8305971604635771
0.9949,0.9093085378938879
0.9956,0.9880199153241986
0.7749,1.0667312927545094
0.1401,0.28585097112349755
0.273,0.3645623485538083
0.3843,0.44327372598411907
0.4898,0.5219851034144298
0.5989,0.6006964808447406
0.7072,0.6794078582750513
0.9098,0.8368306131356729
0.9997,0.9155419905659836
1.0251,0.9942533679962944
0.7993,1.0729647454266051
0.1413,0.2920844237955932
0.2851,0.37079580122590394
0.3818,0.4495071786562147
0.4899,0.5282185560865255
0.5997,0.6069299335168362
0.7085,0.685641310947147
0.8143,0.7643526883774577
0.9144,0.8430640658077685
1.005,0.9217754432380793
1.0528,1.00048682066839
0.7672,1.1579095755290116
0.7067,1.2366209529593224
0.1916,0.35080609487236414
0.3474,0.4295174723026749
0.4474,0.5082288497329857
0.5511,0.5869402271632964
0.6563,0.6656516045936072
0.7608,0.7443629820239179
0.862,0.8230743594542287
0.9573,0.9017857368845394
1.0413,0.9804971143148502
1.0868,1.059208491745161
0.9608,1.1379198691754717
0.8614,1.2166312466057825
0.7571,1.2953426240360932
0.2161,0.3570395475444599
0.3424,0.4357509249747705
0.4445,0.5144623024050814
