distance_candidato_ao_centroide_10_vizinhos,media_dist_vizinhos_ao_centroide,max_dist_vizinhos_ao_centroide,mahalanobis_local_regularizada,n_parametros_fora_envelope_10_vizinhos,max_abs_z_global_candidato,mean_abs_z_global_candidato
2.4980470652946787,2.0678244833262642,2.9497211408727697,1847.5780362961598,3,2.6229266605971175,0.8675977636839581
