perfil,Au0,Au1,Au2,Au3,Au4,Au5,Au6,Al0,Al1,Al2,Al3,Al4,Al5,Al6,upper_kappa_rms_interior,upper_kappa_abs_p95_interior,upper_kappa_abs_p99_interior,upper_kappa_abs_max_interior,upper_x_kappa_abs_max_interior,upper_kappa_total_variation_interior,upper_d2y_rms_interior,upper_curvature_sign_threshold,upper_curvature_inversions_interior,lower_kappa_rms_interior,lower_kappa_abs_p95_interior,lower_kappa_abs_p99_interior,lower_kappa_abs_max_interior,lower_x_kappa_abs_max_interior,lower_kappa_total_variation_interior,lower_d2y_rms_interior,lower_curvature_sign_threshold,lower_curvature_inversions_interior,t_max,t_max_pct,x_t_max,camber_abs_max,camber_abs_max_pct,x_camber_abs_max,min_thickness,yu_x02,yl_x02,thickness_x02,thickness_pct_x02,camber_x02,camber_pct_x02,yu_x05,yl_x05,thickness_x05,thickness_pct_x05,camber_x05,camber_pct_x05,yu_x10,yl_x10,thickness_x10,thickness_pct_x10,camber_x10,camber_pct_x10,yu_x25,yl_x25,thickness_x25,thickness_pct_x25,camber_x25,camber_pct_x25,yu_x50,yl_x50,thickness_x50,thickness_pct_x50,camber_x50,camber_pct_x50,yu_x75,yl_x75,thickness_x75,thickness_pct_x75,camber_x75,camber_pct_x75,yu_x90,yl_x90,thickness_x90,thickness_pct_x90,camber_x90,camber_pct_x90,yu_x95,yl_x95,thickness_x95,thickness_pct_x95,camber_x95,camber_pct_x95,yu_x98,yl_x98,thickness_x98,thickness_pct_x98,camber_x98,camber_pct_x98,CL,CD,CM
ah88k136,0.1633256128,0.1988217946,0.4747356032,-0.2684172175,1.0653918059,-0.30260263,0.2718006782,-0.1142179011,-0.0653034408,-0.0648897348,-0.188114538,0.0239416385,-0.2944114267,-0.1302989091,1.4184772216476023,2.0193060232115756,4.69416761296153,8.136208049825976,0.02,18.635449582229057,1.7173882925514568,0.04038612046423151,2,1.1598703964738377,1.779712832141682,6.17338054762798,10.078208270141197,0.02,12.814749857477857,1.2591640675185927,0.03559425664283364,1,0.13499892731376972,13.499892731376972,0.459,0.029977581394765748,2.997758139476575,0.447,0.0,0.023399526115808693,-0.01505811427177405,0.038457640387582745,3.8457640387582743,0.004170705922017321,0.41707059220173215,0.038285041972919334,-0.021562034005707505,0.05984707597862684,5.984707597862684,0.008361503983605915,0.8361503983605915,0.0572981733628501,-0.026454735452008892,0.08375290881485899,8.375290881485899,0.015421718955420603,1.5421718955420602,0.08967204490637512,-0.03305948440086365,0.12273152930723877,12.273152930723876,0.028306280252755736,2.8306280252755736,0.09692891629364116,-0.03745079597633893,0.13437971226998008,13.437971226998007,0.029739060158651114,2.9739060158651114,0.0514987646802213,-0.03207329727222685,0.08357206195244815,8.357206195244816,0.009712733703997223,0.9712733703997223,0.013163971473926681,-0.016509305491745997,0.02967327696567268,2.967327696567268,-0.0016726670089096578,-0.1672667008909658,0.007873486267640334,-0.007982731952466817,0.015856218220107153,1.5856218220107152,-5.4622842413241425e-05,-0.0054622842413241425,0.004233140460488551,-0.0029155048136474087,0.007148645274135959,0.7148645274135959,0.000658817823420571,0.0658817823420571,1.0803,0.01371,-0.0772
ah79k143,0.1631382148,0.1982418818,0.4444868595,-0.1541513707,0.9369072667,-0.2690467208,0.3748571364,-0.1259714133,-0.0802438812,-0.1076669023,-0.1603318719,-0.007946408,-0.3711342886,0.1170281088,1.385230521433109,2.4300758730202037,4.801861417619299,8.25343086731404,0.02,17.403454214061217,1.6903931042679627,0.04860151746040407,2,1.3977538656855246,3.1905210772269212,6.381656107218717,10.389291830147148,0.02,15.942534816516533,1.5204082942546184,0.06381042154453842,1,0.14233760610537682,14.233760610537683,0.429,0.028284204492983953,2.8284204492983953,0.44,0.0,0.023346944024289103,-0.016757954483150667,0.04010489850743977,4.010489850743977,0.003294494770569218,0.3294494770569218,0.038080650023275694,-0.024399619290829646,0.062480269314105344,6.248026931410535,0.006840515366223024,0.6840515366223024,0.0567943717835143,-0.030833978044268063,0.08762834982778236,8.762834982778237,0.012980196869623118,1.2980196869623117,0.0903432049744812,-0.03972101352280884,0.13006421849729005,13.006421849729005,0.02531109572583618,2.531109572583618,0.09806162805609285,-0.04230514587948327,0.14036677393557612,14.036677393557612,0.02787824108830479,2.787824108830479,0.05284946141041923,-0.03003073071222253,0.08288019212264175,8.288019212264174,0.011409365349098349,1.1409365349098348,0.018442586782624736,-0.006882894211337443,0.02532548099396218,2.532548099396218,0.005779846285643647,0.5779846285643647,0.011765545733657599,-3.519608461312554e-05,0.011800741818270724,1.1800741818270724,0.005865174824522237,0.5865174824522237,0.006098951367174024,0.0012541267630174202,0.004844824604156603,0.48448246041566034,0.003676539065095722,0.3676539065095722,1.0936,0.01279,-0.0848
lrn1015,0.2944312369,0.2305612086,0.4469717576,0.0721670016,0.7823999781,-0.0635433411,0.3830079859,-0.1035664053,-0.0181202796,-0.189413094,0.0743827322,-0.2201227704,-0.0103338679,0.0605964627,1.7676801932293982,3.1530725075715402,8.071669329282404,10.944064424947818,0.02,16.745026434984656,2.9439693935981084,0.0630614501514308,2,1.0249258343435081,1.1331869737046507,5.368138741544488,9.515687293481264,0.02,11.367041620617293,1.0805652933102075,0.022663739474093014,1,0.15197077567914963,15.197077567914963,0.386,0.04688855129422274,4.688855129422274,0.436,0.0,0.03995842887763464,-0.013131206685189457,0.0530896355628241,5.308963556282411,0.013413611096222593,1.3413611096222593,0.06029262979796919,-0.01826480932395968,0.07855743912192886,7.855743912192886,0.021013910237004756,2.101391023700476,0.08086987360186944,-0.022564586788989566,0.103434460390859,10.3434460390859,0.029152643406439936,2.9152643406439935,0.11331506699308777,-0.029455398386169434,0.1427704653792572,14.27704653792572,0.04192983430345917,4.192983430345917,0.11912242622100329,-0.02689811076335474,0.14602053698435802,14.602053698435801,0.04611215772882427,4.611215772882427,0.06559352232638144,-0.011849438460937996,0.07744296078731944,7.744296078731944,0.02687204193272172,2.687204193272172,0.024631710551235877,0.0007335329455626652,0.023898177605673213,2.3898177605673214,0.012682621748399271,1.2682621748399272,0.014176030494518776,0.001733227193388037,0.012442803301130739,1.2442803301130738,0.007954628843953407,0.7954628843953407,0.006666992970365287,0.0010166890990486936,0.005650303871316594,0.5650303871316594,0.0038418410347069902,0.38418410347069903,1.1568,0.01461,-0.0906
npl9510,0.1721496837,-0.0105160843,0.2870590118,-0.0662443339,0.3042596224,0.1215223244,0.2378845318,-0.1921260407,-0.1287142558,-0.2351074352,-0.1285387225,-0.1236973431,0.0443795916,0.0964526063,1.5506783385949605,1.5523605579777526,8.877087782883436,14.708063880006582,0.02,16.657271484505376,1.749442921832675,0.031047211159555055,0,1.602806408593201,2.5484801363984575,7.9934489054764475,12.168107052769107,0.02,13.550520890589574,2.017476923591876,0.05096960272796915,1,0.10989501749540204,10.989501749540203,0.3235,0.0163408941768029,1.63408941768029,0.785,0.0,0.021195872208156906,-0.02570564315066753,0.04690151535882443,4.6901515358824435,-0.0022548854712553124,-0.22548854712553124,0.028201012504630415,-0.037934331652123184,0.0661353441567536,6.6135344156753595,-0.004866659573746384,-0.4866659573746384,0.03285000730791105,-0.04919862169069593,0.08204862899860699,8.204862899860698,-0.008174307191392439,-0.8174307191392439,0.04272489284673156,-0.06395833452832947,0.10668322737506103,10.668322737506102,-0.010616720840798954,-1.0616720840798954,0.04762455040644721,-0.04725753465843917,0.09488208506488638,9.488208506488638,0.00018350787400402135,0.018350787400402135,0.03822884249463839,-0.006286521636939865,0.04451536413157826,4.451536413157826,0.015971160428849263,1.5971160428849263,0.018860058593218,0.004994032599592851,0.013866025993625151,1.386602599362515,0.011927045596405426,1.1927045596405426,0.010343886380988541,0.00375883682935335,0.0065850495516351915,0.6585049551635191,0.007051361605170945,0.7051361605170945,0.0044663414454043,0.0017730235924004155,0.0026933178530038843,0.2693317853003884,0.0031196825189023576,0.31196825189023575,0.8155,0.04764,-0.0598
a63a108c,0.1758499382,0.0204400842,0.2433597257,-0.0561627022,0.21745248,0.0612388397,0.0282419498,-0.1442573971,0.0150263749,-0.2582639817,0.1047857629,-0.2399976252,0.0295697562,-0.0892222816,1.5719626925349925,2.036178700007246,8.939403002872753,14.340493896464828,0.02,15.600720967190622,1.8126052686509229,0.04072357400014492,1,1.3280116711050676,1.264182737439958,7.645544086997985,13.159891507104891,0.02,15.44052717047092,1.445827132243578,0.025283654748799157,2,0.0765777346371008,7.65777346371008,0.2975,0.004187678009398638,0.4187678009398638,0.1375,0.0,0.022082194665186492,-0.01768077914971535,0.03976297381490184,3.976297381490184,0.002200707757735572,0.2200707757735572,0.030024782584752698,-0.023417546479541987,0.053442329064294684,5.344232906429468,0.0033036180526053553,0.33036180526053555,0.03531794269165122,-0.027185441212607644,0.06250338390425886,6.250338390425886,0.004066250739521788,0.4066250739521788,0.04155002573669129,-0.03409591001158447,0.07564593574827576,7.564593574827576,0.0037270578625534095,0.37270578625534095,0.03581437550672356,-0.029522325383402995,0.06533670089012655,6.533670089012656,0.003146025061660283,0.3146025061660283,0.019935332243760838,-0.015417755625413454,0.03535308786917429,3.5353087869174296,0.002258788309173692,0.2258788309173692,0.005462914867722457,-0.0056299330256847436,0.011092847893407202,1.1092847893407203,-8.350907898114308e-05,-0.008350907898114308,0.002023345609956449,-0.003209138402092628,0.005232484012049077,0.5232484012049077,-0.0005928963960680897,-0.05928963960680897,0.0006505166914282883,-0.0015273424775962639,0.002177859169024552,0.2177859169024552,-0.0004384128930839878,-0.04384128930839878,0.6736,0.01661,0.0014
as5048,0.2164396225,0.2864070836,0.2015832476,0.2896157114,0.421733331,-0.0160538636,0.45238149,-0.1332813208,-0.2268594651,-0.104489684,-0.3602718955,-0.1648349341,-0.1072758492,-0.0972304961,1.6292863040867063,3.4654972362123595,6.561100260288198,9.321118921504615,0.02,14.479777173897505,2.3505706721842556,0.06930994472424719,2,1.1518040288351266,2.2496913810507375,4.9156079654327565,7.640835060868058,0.02,9.187257037158059,1.4083855803871916,0.044993827621014754,1,0.17976690005324292,17.976690005324294,0.3955,0.012007504043955716,1.2007504043955717,0.211,0.0,0.031039036501370194,-0.019861295933821976,0.05090033243519217,5.090033243519216,0.005588870283774109,0.5588870283774109,0.049368228214532246,-0.03284405501335294,0.08221228322788518,8.221228322788518,0.008262086600589653,0.8262086600589653,0.0686098968570509,-0.04751434385636825,0.11612424071341915,11.612424071341914,0.01054777650034133,1.0547776500341328,0.09464534493818666,-0.07083488932747192,0.16548023426565858,16.54802342656586,0.011905227805357368,1.1905227805357368,0.09630464748287638,-0.07447066806945801,0.17077531555233438,17.07753155523344,0.010916989706709186,1.0916989706709186,0.05326836205625642,-0.03385202320640907,0.0871203852626655,8.71203852626655,0.009708169424923675,0.9708169424923675,0.026630903698607454,-0.010558256423576346,0.037189160122183804,3.71891601221838,0.008036323637515554,0.8036323637515554,0.01668334769490982,-0.004980218835602431,0.021663566530512247,2.1663566530512246,0.005851564429653694,0.5851564429653694,0.007946826875716078,-0.0019548312562425296,0.009901658131958608,0.9901658131958608,0.0029959978097367744,0.29959978097367745,0.8948,0.01398,-0.0472
la5055,0.2570403779,0.4207349868,0.1027969364,0.9467560714,-0.2848055352,0.422043004,0.0347372954,-0.2547381567,0.1835383534,-0.4378000239,0.4097093484,-0.3841529546,0.1663992378,-0.0657603073,1.7092959146970803,3.4306486457895646,5.8519676401920195,7.75729853862939,0.02,14.166430977445579,2.809765420139276,0.0686129729157913,1,2.47729369098941,1.8077477127441928,14.89530359266572,23.462617314150343,0.02,29.12479551298088,2.7436666586012897,0.03615495425488385,6,0.16004758622894222,16.004758622894222,0.329,0.05941698818644259,5.941698818644259,0.3885,0.0,0.037980757018816924,-0.028842771250444918,0.06682352826926184,6.682352826926184,0.004568992884186003,0.4568992884186003,0.06197777843609905,-0.03338846579523509,0.09536624423133414,9.536624423133414,0.014294656320431979,1.429465632043198,0.08801777213248275,-0.03071517280964482,0.11873294494212758,11.873294494212757,0.028651299661418966,2.8651299661418967,0.12873627013924255,-0.025426062082901,0.15416233222214354,15.416233222214354,0.05165510402817077,5.165510402817077,0.11906704853913563,-0.013015077165631706,0.13208212570476735,13.208212570476736,0.053025985686751965,5.302598568675196,0.04374419894652181,-0.005649780696232024,0.049393979642753834,4.939397964275384,0.019047209125144893,1.9047209125144893,0.014601238605721989,-0.0007920171062075705,0.01539325571192956,1.539325571192956,0.006904610749757209,0.6904610749757208,0.005694341454094307,-0.0010041632755969305,0.006698504729691237,0.6698504729691237,0.002345089089248688,0.2345089089248688,0.0014872531261083568,-0.0008368864601812646,0.0023241395862896213,0.23241395862896214,0.0003251833329635461,0.03251833329635461,,,
s1016,0.2137301782,0.211940221,0.2589047612,0.1220602818,0.4027157571,0.2623006812,0.0638622351,-0.2137301782,-0.211940221,-0.2589047612,-0.1220602818,-0.4027157571,-0.2623006812,-0.0638622351,1.605184558962612,2.9697654971845675,7.3414131881980165,10.709672537343884,0.02,14.007591453016087,2.2301825662761736,0.059395309943691355,1,1.605184558962612,2.9697654971845675,7.3414131881980165,10.709672537343884,0.02,14.007591453016087,2.2301825662761736,0.059395309943691355,1,0.17411330501163236,17.411330501163235,0.405,0.0,0.0,0.0,0.0,0.029627378851670796,-0.029627378851670796,0.05925475770334159,5.925475770334159,0.0,0.0,0.04556846298153422,-0.04556846298153422,0.09113692596306844,9.113692596306844,0.0,0.0,0.061599165933344,-0.061599165933344,0.123198331866688,12.319833186668799,0.0,0.0,0.08280504280343627,-0.08280504280343627,0.16561008560687254,16.561008560687256,0.0,0.0,0.0855629657065468,-0.0855629657065468,0.1711259314130936,17.11259314130936,0.0,0.0,0.054083400456942536,-0.054083400456942536,0.10816680091388507,10.816680091388507,0.0,0.0,0.015995721155347697,-0.015995721155347697,0.031991442310695395,3.1991442310695395,0.0,0.0,0.005868449855788578,-0.005868449855788578,0.011736899711577157,1.1736899711577158,0.0,0.0,0.0017278866407410864,-0.0017278866407410864,0.0034557732814821727,0.3455773281482173,0.0,0.0,0.4993,0.01804,0.0413
s1014,0.1973202311,0.1793053075,0.2625901224,0.0714538118,0.4805413454,0.1455169002,0.092313502,-0.1973202311,-0.1793053075,-0.2625901224,-0.0714538118,-0.4805413454,-0.1455169002,-0.092313502,1.5265198795828596,2.6737887103436546,7.283438019022006,10.96077936559977,0.02,13.722974986708143,2.0297391854977174,0.05347577420687309,1,1.5265198795828596,2.6737887103436546,7.283438019022006,10.96077936559977,0.02,13.722974986708143,2.0297391854977174,0.05347577420687309,1,0.164939098217775,16.4939098217775,0.4475,0.0,0.0,0.0,0.0,0.02712389162190706,-0.02712389162190706,0.05424778324381412,5.424778324381412,0.0,0.0,0.04139895004695891,-0.04139895004695891,0.08279790009391783,8.279790009391782,0.0,0.0,0.055744801446823075,-0.055744801446823075,0.11148960289364615,11.148960289364615,0.0,0.0,0.07603366179469301,-0.07603366179469301,0.15206732358938602,15.206732358938602,0.0,0.0,0.0818399600892879,-0.0818399600892879,0.1636799201785758,16.36799201785758,0.0,0.0,0.04972761099883579,-0.04972761099883579,0.09945522199767158,9.945522199767158,0.0,0.0,0.014161768230405424,-0.014161768230405424,0.028323536460810848,2.832353646081085,0.0,0.0,0.005677103795528984,-0.005677103795528984,0.011354207591057968,1.1354207591057968,0.0,0.0,0.0019844584537219026,-0.0019844584537219026,0.003968916907443805,0.3968916907443805,0.0,0.0,0.4939,0.01633,0.0398
raf15,0.1683532465,0.1496699076,0.1815195646,0.0291035624,0.2716721837,0.0119366546,0.3085605571,-0.0723060636,-0.053084249,0.0539819695,0.0336866194,-0.1568393593,0.0761430922,-0.1879776128,1.478778076914791,2.680124064169323,7.117714965631308,10.913796459508383,0.02,13.637384798279783,1.816495951193852,0.05360248128338646,0,1.0473955020271497,2.197349775684113,4.751069882125967,7.407899697820239,0.02,11.354497229020202,1.0734799161572621,0.04394699551368226,2,0.0649507765895998,6.49507765895998,0.1715,0.026241525103732222,2.6241525103732224,0.323,0.0,0.02305892331153673,-0.009633094185601892,0.03269201749713862,3.269201749713862,0.006712914562967419,0.6712914562967419,0.03486520342989156,-0.013545666823364676,0.04841087025325623,4.841087025325623,0.01065976830326344,1.065976830326344,0.045854582730340536,-0.0146903667409094,0.060544949471249936,6.054494947124994,0.015582107994715568,1.5582107994715568,0.056250879071383666,-0.006071759348748779,0.06232263842013244,6.232263842013245,0.025089559861317445,2.5089559861317445,0.048759987994277304,-0.005474879635449182,0.054234867629726485,5.423486762972648,0.02164255417941406,2.164255417941406,0.03253459690891918,-0.010155519790779369,0.04269011669969855,4.269011669969855,0.011189538559069907,1.1189538559069907,0.018556298514731805,-0.008329772839304129,0.026886071354035933,2.6886071354035934,0.005113262837713838,0.5113262837713838,0.011597088263677727,-0.0061024298727069045,0.01769951813638463,1.769951813638463,0.0027473291954854115,0.2747329195485411,0.005467275006211774,-0.0031504557099577626,0.008617730716169537,0.8617730716169537,0.0011584096481270056,0.11584096481270056,0.9211,0.01426,-0.0415
