  
       XFOIL         Version 6.99
  
 Calculated polar for: CST_OPTIMIZED                                   
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.100     Re =     0.250 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   0.000   0.0370   0.01292   0.00510  -0.0074   0.6267   0.4137
   0.250   0.0652   0.01290   0.00501  -0.0071   0.6180   0.4179
   0.500   0.0941   0.01285   0.00491  -0.0071   0.6073   0.4221
   0.750   0.1224   0.01274   0.00485  -0.0070   0.5976   0.4252
   1.000   0.1507   0.01271   0.00481  -0.0068   0.5880   0.4289
   1.250   0.1793   0.01267   0.00479  -0.0067   0.5768   0.4333
   1.500   0.2079   0.01266   0.00473  -0.0066   0.5664   0.4380
   1.750   0.2360   0.01261   0.00471  -0.0063   0.5562   0.4417
   2.000   0.2646   0.01257   0.00473  -0.0062   0.5441   0.4461
   2.250   0.2931   0.01257   0.00471  -0.0061   0.5321   0.4509
   2.500   0.3215   0.01253   0.00470  -0.0060   0.5203   0.4551
   2.750   0.3496   0.01253   0.00472  -0.0058   0.5080   0.4595
   3.000   0.3779   0.01256   0.00475  -0.0056   0.4951   0.4650
   3.250   0.4063   0.01256   0.00478  -0.0055   0.4810   0.4700
   3.500   0.4344   0.01258   0.00485  -0.0054   0.4667   0.4746
   3.750   0.4626   0.01263   0.00492  -0.0052   0.4517   0.4802
   4.000   0.4907   0.01269   0.00500  -0.0051   0.4364   0.4856
   4.250   0.5185   0.01276   0.00512  -0.0049   0.4206   0.4911
   4.500   0.5464   0.01290   0.00523  -0.0047   0.4043   0.4977
   4.750   0.5740   0.01300   0.00538  -0.0046   0.3876   0.5033
   5.000   0.6017   0.01313   0.00556  -0.0044   0.3698   0.5097
   5.250   0.6292   0.01328   0.00573  -0.0043   0.3515   0.5164
   5.500   0.6564   0.01345   0.00595  -0.0041   0.3329   0.5234
   5.750   0.6835   0.01367   0.00617  -0.0039   0.3145   0.5312
   6.000   0.7103   0.01389   0.00643  -0.0037   0.2961   0.5389
   6.250   0.7372   0.01411   0.00672  -0.0035   0.2770   0.5472
   6.500   0.7637   0.01437   0.00702  -0.0033   0.2579   0.5562
   6.750   0.7897   0.01468   0.00736  -0.0031   0.2388   0.5658
   7.000   0.8158   0.01498   0.00772  -0.0029   0.2184   0.5771
   7.250   0.8412   0.01535   0.00814  -0.0026   0.1966   0.5896
   7.500   0.8661   0.01576   0.00860  -0.0023   0.1726   0.6032
   7.750   0.8900   0.01630   0.00915  -0.0020   0.1459   0.6200
   8.000   0.9123   0.01699   0.00985  -0.0016   0.1178   0.6420
   8.250   0.9326   0.01782   0.01074  -0.0010   0.0947   0.6805
   8.500   0.9762   0.01863   0.01203  -0.0053   0.0744   1.0000
   8.750   0.9969   0.01973   0.01312  -0.0047   0.0655   1.0000
   9.000   1.0139   0.02118   0.01448  -0.0039   0.0589   1.0000
   9.250   1.0346   0.02208   0.01548  -0.0032   0.0543   1.0000
   9.500   1.0514   0.02333   0.01673  -0.0024   0.0502   1.0000
   9.750   1.0664   0.02478   0.01823  -0.0013   0.0471   1.0000
  10.000   1.0831   0.02593   0.01948  -0.0003   0.0446   1.0000
  10.250   1.0979   0.02717   0.02076   0.0008   0.0424   1.0000
  10.500   1.1093   0.02879   0.02237   0.0020   0.0403   1.0000
  10.750   1.1201   0.03069   0.02435   0.0034   0.0386   1.0000
  11.000   1.1296   0.03199   0.02580   0.0049   0.0373   1.0000
  11.250   1.1365   0.03355   0.02750   0.0062   0.0361   1.0000
  11.500   1.1433   0.03529   0.02935   0.0072   0.0349   1.0000
  11.750   1.1501   0.03715   0.03131   0.0080   0.0340   1.0000
  12.000   1.1566   0.03913   0.03335   0.0086   0.0330   1.0000
