objective,Au0,Au1,Au2,Au3,Au4,Au5,Au6,Al0,Al1,Al2,Al3,Al4,Al5,Al6,DeltaTE_upper,DeltaTE_lower,Re,alpha_pred_opt,CL_pred_opt,CD_pred_opt,CM_pred_opt,CL_CD_pred_opt,alpha_xfoil_opt,CL_xfoil_opt,CD_xfoil_opt,CM_xfoil_opt,CL_CD_xfoil_opt,xfoil_candidate_id,origin_seed,best_de_seed,optimization_seed,xfoil_points,delta_alpha_opt_deg,min_thickness,max_thickness,upper_curvature_inversions,lower_curvature_inversions,max_curvature_inversions_upper,max_curvature_inversions_lower,upper_kappa_abs_p99,lower_kappa_abs_p99,upper_kappa_total_variation,lower_kappa_total_variation,distance_to_train,distance_limit,valid_geometry,optimizer_success,optimization_runs,cst_bound_expansion,distance_limit_multiplier,use_cm_constraint,use_cd_floor_constraint,objective_calls,valid_calls,surrogate_alpha_step,xfoil_alpha_step,top_n_xfoil
CD,0.15715503862581331,0.2188402811497278,0.24432272817024067,0.28022214103460585,0.2201895221267205,0.21855701773443365,0.342696402573838,-0.08967781390841806,-0.035864029000004446,-0.05278486970774671,-0.06807498728767963,-0.04369195525421621,0.034010529866528694,0.07648377344526056,0.0,0.0,250000.0,6.0,1.0890008211135864,0.012133067473769188,-0.09818047285079956,89.75478158906866,6.0,1.1076,0.01213,-0.102,91.31079967023906,18,42,42,42,49,0.0,0.0,0.11146709479422842,0,1,2,3,5.232985076809391,5.189341544378505,9.471267451746742,9.749597717098426,1.8167352412433158,4.255174280580718,True,False,1,0.75,1.8,False,False,28295,16331,1.0,0.25,20
