  
       XFOIL         Version 6.99
  
 Calculated polar for: CST_OPTIMIZED                                   
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.100     Re =     0.250 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   0.250   0.5759   0.01287   0.00492  -0.1252   0.4672   0.4278
   0.500   0.5906   0.01204   0.00520  -0.1219   0.4591   0.8511
   0.750   0.6269   0.01200   0.00514  -0.1233   0.4483   1.0000
   1.000   0.6563   0.01224   0.00520  -0.1235   0.4397   1.0000
   1.250   0.6839   0.01243   0.00527  -0.1232   0.4311   1.0000
   1.500   0.7131   0.01268   0.00537  -0.1233   0.4230   1.0000
   1.750   0.7400   0.01286   0.00546  -0.1229   0.4148   1.0000
   2.000   0.7705   0.01316   0.00559  -0.1233   0.4077   1.0000
   2.250   0.7965   0.01332   0.00572  -0.1228   0.4000   1.0000
   2.500   0.8250   0.01357   0.00586  -0.1228   0.3931   1.0000
   2.750   0.8527   0.01379   0.00603  -0.1226   0.3861   1.0000
   3.000   0.8795   0.01400   0.00618  -0.1222   0.3794   1.0000
   3.250   0.9093   0.01431   0.00638  -0.1225   0.3729   1.0000
   3.500   0.9345   0.01448   0.00657  -0.1218   0.3660   1.0000
   3.750   0.9621   0.01474   0.00674  -0.1216   0.3599   1.0000
   4.000   0.9897   0.01501   0.00698  -0.1215   0.3536   1.0000
   4.250   1.0149   0.01521   0.00719  -0.1208   0.3470   1.0000
   4.500   1.0448   0.01557   0.00742  -0.1212   0.3412   1.0000
   4.750   1.0686   0.01576   0.00767  -0.1202   0.3349   1.0000
   5.000   1.0935   0.01598   0.00788  -0.1194   0.3288   1.0000
   5.250   1.1222   0.01634   0.00818  -0.1196   0.3230   1.0000
   5.500   1.1455   0.01654   0.00844  -0.1185   0.3168   1.0000
   5.750   1.1701   0.01680   0.00866  -0.1178   0.3109   1.0000
   6.000   1.1963   0.01713   0.00900  -0.1174   0.3050   1.0000
   6.250   1.2190   0.01735   0.00927  -0.1162   0.2987   1.0000
   6.500   1.2447   0.01769   0.00954  -0.1158   0.2930   1.0000
   6.750   1.2674   0.01796   0.00990  -0.1146   0.2868   1.0000
   7.000   1.2893   0.01820   0.01016  -0.1134   0.2807   1.0000
   7.250   1.3143   0.01859   0.01051  -0.1128   0.2747   1.0000
   7.500   1.3343   0.01880   0.01084  -0.1112   0.2681   1.0000
   7.750   1.3563   0.01911   0.01112  -0.1100   0.2622   1.0000
   8.000   1.3775   0.01943   0.01152  -0.1086   0.2556   1.0000
   8.250   1.3971   0.01969   0.01182  -0.1070   0.2491   1.0000
   8.500   1.4186   0.02009   0.01222  -0.1058   0.2427   1.0000
   8.750   1.4374   0.02037   0.01261  -0.1040   0.2359   1.0000
   9.000   1.4578   0.02082   0.01299  -0.1027   0.2294   1.0000
   9.250   1.4758   0.02110   0.01344  -0.1007   0.2224   1.0000
   9.500   1.4937   0.02151   0.01383  -0.0989   0.2156   1.0000
   9.750   1.5117   0.02189   0.01434  -0.0971   0.2083   1.0000
  10.000   1.5282   0.02234   0.01479  -0.0951   0.2011   1.0000
  10.250   1.5455   0.02278   0.01535  -0.0932   0.1935   1.0000
  10.500   1.5607   0.02333   0.01589  -0.0911   0.1862   1.0000
  10.750   1.5769   0.02382   0.01651  -0.0891   0.1782   1.0000
  11.000   1.5900   0.02453   0.01719  -0.0867   0.1708   1.0000
  11.250   1.6055   0.02506   0.01787  -0.0846   0.1624   1.0000
  11.500   1.6172   0.02586   0.01868  -0.0821   0.1549   1.0000
  11.750   1.6298   0.02657   0.01949  -0.0798   0.1467   1.0000
  12.000   1.6404   0.02748   0.02047  -0.0772   0.1392   1.0000
