  
       XFOIL         Version 6.99
  
 Calculated polar for: CST_OPTIMIZED                                   
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.100     Re =     0.250 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   0.000   1.0790   0.01775   0.00892  -0.2477   0.5643   0.0262
   0.250   1.1100   0.01777   0.00877  -0.2482   0.5618   0.0300
   0.500   1.1418   0.01788   0.00874  -0.2488   0.5596   0.0343
   1.500   1.2550   0.01846   0.01003  -0.2496   0.5489   0.4546
   1.750   1.2837   0.01868   0.01021  -0.2498   0.5467   0.4707
   2.000   1.3145   0.01889   0.01038  -0.2506   0.5447   0.4799
   2.250   1.3406   0.01910   0.01065  -0.2503   0.5420   0.4897
   2.500   1.3654   0.01929   0.01092  -0.2498   0.5390   0.5001
   2.750   1.3922   0.01947   0.01119  -0.2497   0.5364   0.5108
   3.000   1.4198   0.01965   0.01140  -0.2498   0.5341   0.5233
   3.250   1.4488   0.01983   0.01160  -0.2502   0.5319   0.5371
   3.500   1.4780   0.02009   0.01189  -0.2506   0.5297   0.5529
   3.750   1.5008   0.02032   0.01230  -0.2497   0.5268   0.5695
   4.000   1.5034   0.01928   0.01125  -0.2437   0.5112   0.5856
   4.250   1.4981   0.01845   0.01039  -0.2361   0.4953   0.6034
   4.500   1.5182   0.01833   0.01029  -0.2345   0.4897   0.6396
   4.750   1.5342   0.01813   0.01051  -0.2320   0.4841   0.7821
   5.000   1.5527   0.01807   0.01052  -0.2300   0.4797   1.0000
   5.250   1.5486   0.01780   0.01012  -0.2231   0.4617   1.0000
   5.500   1.5570   0.01785   0.01016  -0.2190   0.4444   1.0000
   5.750   1.5781   0.01806   0.01042  -0.2177   0.4379   1.0000
   6.000   1.5991   0.01828   0.01067  -0.2164   0.4306   1.0000
   6.250   1.6208   0.01852   0.01095  -0.2153   0.4245   1.0000
   6.500   1.6432   0.01877   0.01124  -0.2143   0.4206   1.0000
   6.750   1.6617   0.01903   0.01153  -0.2125   0.4089   1.0000
   7.000   1.6539   0.02012   0.01210  -0.2058   0.3307   1.0000
   7.250   1.6430   0.02235   0.01372  -0.1993   0.2422   1.0000
   7.500   1.6191   0.02559   0.01636  -0.1910   0.1475   1.0000
   7.750   1.5892   0.02915   0.01944  -0.1822   0.0670   1.0000
   8.000   1.5644   0.03253   0.02258  -0.1747   0.0125   1.0000
   8.250   1.5683   0.03408   0.02411  -0.1714   0.0053   1.0000
   8.500   1.5724   0.03567   0.02575  -0.1684   0.0048   1.0000
   8.750   1.5793   0.03711   0.02735  -0.1659   0.0042   1.0000
   9.000   1.5870   0.03854   0.02894  -0.1637   0.0040   1.0000
   9.250   1.5906   0.04041   0.03095  -0.1612   0.0040   1.0000
   9.500   1.5922   0.04261   0.03330  -0.1589   0.0040   1.0000
   9.750   1.5926   0.04513   0.03597  -0.1569   0.0041   1.0000
  10.000   1.5932   0.04791   0.03893  -0.1554   0.0042   1.0000
  10.250   1.5944   0.05099   0.04219  -0.1546   0.0043   1.0000
  10.500   1.5960   0.05422   0.04559  -0.1541   0.0044   1.0000
  10.750   1.5970   0.05753   0.04907  -0.1537   0.0045   1.0000
  11.000   1.5963   0.06100   0.05268  -0.1531   0.0046   1.0000
  11.250   1.5946   0.06456   0.05638  -0.1525   0.0047   1.0000
  11.500   1.5920   0.06820   0.06017  -0.1519   0.0048   1.0000
  11.750   1.5885   0.07196   0.06407  -0.1513   0.0050   1.0000
  12.000   1.5847   0.07574   0.06802  -0.1508   0.0051   1.0000
