  
       XFOIL         Version 6.99
  
 Calculated polar for: CST_OPTIMIZED                                   
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.100     Re =     0.250 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   0.000   0.9555   0.02396   0.01486  -0.2602   0.2720   0.3352
   0.250   0.9851   0.02438   0.01516  -0.2604   0.2683   0.3415
   0.500   1.0163   0.02473   0.01546  -0.2609   0.2648   0.3477
   0.750   1.0434   0.02502   0.01581  -0.2605   0.2612   0.3525
   1.000   1.0713   0.02534   0.01612  -0.2603   0.2572   0.3586
   1.250   1.1003   0.02568   0.01638  -0.2604   0.2536   0.3648
   1.500   1.1353   0.02611   0.01672  -0.2617   0.2496   0.3711
   1.750   1.1627   0.02643   0.01709  -0.2613   0.2469   0.3777
   2.000   1.1918   0.02675   0.01747  -0.2614   0.2436   0.3833
   2.250   1.2199   0.02709   0.01784  -0.2612   0.2403   0.3896
   2.500   1.2479   0.02747   0.01815  -0.2611   0.2370   0.3973
   2.750   1.2802   0.02785   0.01850  -0.2618   0.2335   0.4037
   3.000   1.3125   0.02827   0.01896  -0.2625   0.2305   0.4116
   3.250   1.3407   0.02863   0.01943  -0.2624   0.2273   0.4184
   3.500   1.3692   0.02902   0.01987  -0.2623   0.2242   0.4267
   3.750   1.3966   0.02940   0.02029  -0.2620   0.2212   0.4346
   4.000   1.4242   0.02981   0.02067  -0.2618   0.2182   0.4430
   4.250   1.4621   0.03032   0.02117  -0.2637   0.2147   0.4525
   4.500   1.4896   0.03076   0.02175  -0.2634   0.2121   0.4628
   4.750   1.5179   0.03120   0.02233  -0.2633   0.2089   0.4726
   5.000   1.5443   0.03165   0.02283  -0.2628   0.2058   0.4833
   5.250   1.5693   0.03208   0.02331  -0.2621   0.2030   0.4949
   5.500   1.6058   0.03263   0.02383  -0.2638   0.1998   0.5095
   5.750   1.6346   0.03319   0.02460  -0.2637   0.1970   0.5249
   6.000   1.6601   0.03372   0.02532  -0.2631   0.1937   0.5422
   6.250   1.6846   0.03423   0.02597  -0.2622   0.1905   0.5630
   6.500   1.7098   0.03474   0.02660  -0.2615   0.1878   0.5914
   6.750   1.7338   0.03526   0.02716  -0.2607   0.1842   0.6367
   7.000   1.7505   0.03580   0.02803  -0.2582   0.1804   0.7091
   7.250   1.7649   0.03625   0.02869  -0.2552   0.1769   0.7868
   7.500   1.7613   0.03659   0.02906  -0.2490   0.1721   0.8314
   7.750   1.7778   0.03700   0.02946  -0.2466   0.1692   0.8753
   8.000   1.7910   0.03727   0.02988  -0.2436   0.1660   0.9221
   8.250   1.8061   0.03768   0.03045  -0.2410   0.1628   1.0000
   8.500   1.8192   0.03830   0.03112  -0.2382   0.1584   1.0000
   8.750   1.8361   0.03902   0.03180  -0.2362   0.1549   1.0000
   9.000   1.8541   0.03974   0.03263  -0.2344   0.1503   1.0000
   9.250   1.8725   0.04040   0.03342  -0.2327   0.1458   1.0000
   9.500   1.8907   0.04113   0.03420  -0.2309   0.1423   1.0000
   9.750   1.9068   0.04190   0.03500  -0.2289   0.1369   1.0000
  10.000   1.9259   0.04255   0.03578  -0.2273   0.1311   1.0000
  10.250   1.9426   0.04340   0.03662  -0.2255   0.1264   1.0000
  10.500   1.9641   0.04409   0.03747  -0.2243   0.1208   1.0000
  10.750   1.9823   0.04489   0.03828  -0.2228   0.1138   1.0000
  11.000   2.0032   0.04566   0.03915  -0.2216   0.1064   1.0000
  11.250   2.0225   0.04657   0.04006  -0.2203   0.0972   1.0000
  11.500   2.0422   0.04760   0.04112  -0.2191   0.0882   1.0000
  11.750   2.0618   0.04866   0.04227  -0.2178   0.0808   1.0000
  12.000   2.0799   0.05011   0.04368  -0.2165   0.0675   1.0000
