modelo,target,conjunto,R2,RMSE,MSE
XGBoost,CL,treino,0.9952688393528157,0.02617217733368184,0.0006849828663856895
XGBoost,CL,validacao,0.9464620168809479,0.08956987712123526,0.008022762887513184
XGBoost,CL,teste,0.9705652162238153,0.059804527540679435,0.0035765815143638854
XGBoost,CD,treino,0.9770366721878035,0.0022358304449295453,4.998937778473849e-06
XGBoost,CD,validacao,0.869270221494434,0.006773642841122001,4.588223733908333e-05
XGBoost,CD,teste,0.9504772345390785,0.003062323915762761,9.377827765052568e-06
XGBoost,CM,treino,0.9951395217090556,0.0037914854372839077,1.4375361821135946e-05
XGBoost,CM,validacao,0.9028443244840321,0.016958008059261905,0.00028757403733799166
XGBoost,CM,teste,0.9203291779849966,0.012281995222509945,0.0001508474066457571
