  
       XFOIL         Version 6.99
  
 Calculated polar for: CST_OPTIMIZED                                   
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.100     Re =     0.250 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
   0.000   0.5535   0.01352   0.00495  -0.1259   0.4715   0.2319
   0.250   0.5824   0.01353   0.00502  -0.1261   0.4621   0.2826
   0.500   0.6093   0.01345   0.00511  -0.1258   0.4526   0.3489
   0.750   0.6377   0.01324   0.00521  -0.1260   0.4442   0.4797
   1.250   0.6903   0.01260   0.00542  -0.1244   0.4283   1.0000
   1.500   0.7185   0.01280   0.00551  -0.1243   0.4205   1.0000
   1.750   0.7461   0.01300   0.00559  -0.1240   0.4129   1.0000
   2.000   0.7757   0.01326   0.00572  -0.1242   0.4060   1.0000
   2.250   0.8024   0.01344   0.00584  -0.1238   0.3988   1.0000
   2.750   0.8586   0.01390   0.00614  -0.1236   0.3853   1.0000
   3.000   0.8861   0.01412   0.00629  -0.1234   0.3790   1.0000
   3.250   0.9155   0.01441   0.00649  -0.1236   0.3727   1.0000
   3.500   0.9410   0.01460   0.00667  -0.1229   0.3661   1.0000
   3.750   0.9690   0.01486   0.00684  -0.1229   0.3602   1.0000
   4.000   0.9965   0.01512   0.00708  -0.1227   0.3541   1.0000
   4.250   1.0218   0.01532   0.00728  -0.1220   0.3478   1.0000
   4.500   1.0513   0.01566   0.00751  -0.1223   0.3421   1.0000
   4.750   1.0758   0.01587   0.00777  -0.1214   0.3361   1.0000
   5.000   1.1007   0.01609   0.00798  -0.1207   0.3301   1.0000
   5.250   1.1304   0.01647   0.00827  -0.1211   0.3245   1.0000
   5.500   1.1533   0.01666   0.00855  -0.1199   0.3186   1.0000
   5.750   1.1772   0.01688   0.00876  -0.1190   0.3127   1.0000
   6.000   1.2047   0.01725   0.00909  -0.1189   0.3070   1.0000
   6.250   1.2269   0.01745   0.00937  -0.1176   0.3009   1.0000
   6.500   1.2507   0.01772   0.00961  -0.1167   0.2952   1.0000
   6.750   1.2756   0.01806   0.00997  -0.1161   0.2893   1.0000
   7.000   1.2970   0.01828   0.01025  -0.1147   0.2830   1.0000
   7.250   1.3219   0.01864   0.01054  -0.1141   0.2772   1.0000
   7.500   1.3424   0.01888   0.01090  -0.1126   0.2710   1.0000
   7.750   1.3633   0.01913   0.01119  -0.1111   0.2649   1.0000
   8.000   1.3859   0.01950   0.01156  -0.1101   0.2587   1.0000
   8.250   1.4053   0.01975   0.01190  -0.1084   0.2521   1.0000
   8.500   1.4268   0.02015   0.01223  -0.1072   0.2458   1.0000
   8.750   1.4453   0.02040   0.01265  -0.1053   0.2390   1.0000
   9.000   1.4641   0.02073   0.01298  -0.1036   0.2325   1.0000
   9.250   1.4835   0.02111   0.01344  -0.1020   0.2256   1.0000
   9.500   1.5009   0.02144   0.01383  -0.1000   0.2185   1.0000
   9.750   1.5192   0.02188   0.01432  -0.0983   0.2115   1.0000
  10.000   1.5360   0.02226   0.01477  -0.0963   0.2041   1.0000
  10.250   1.5531   0.02276   0.01532  -0.0944   0.1968   1.0000
  10.500   1.5689   0.02321   0.01584  -0.0923   0.1890   1.0000
  10.750   1.5847   0.02376   0.01646  -0.0902   0.1813   1.0000
  11.000   1.5984   0.02435   0.01707  -0.0879   0.1731   1.0000
  11.250   1.6136   0.02495   0.01780  -0.0858   0.1648   1.0000
  11.500   1.6245   0.02577   0.01858  -0.0832   0.1571   1.0000
  11.750   1.6383   0.02644   0.01939  -0.0810   0.1484   1.0000
  12.000   1.6485   0.02736   0.02035  -0.0783   0.1405   1.0000
