Au0,Au1,Au2,Au3,Au4,Au5,Au6,Al0,Al1,Al2,Al3,Al4,Al5,Al6,DeltaTE_upper,DeltaTE_lower,Re,alpha_pred_opt,CL_pred_opt,CD_pred_opt,CM_pred_opt,CL_CD_pred_opt,alpha_xfoil_opt,CL_xfoil_opt,CD_xfoil_opt,CM_xfoil_opt,CL_CD_xfoil_opt,xfoil_candidate_id,origin_seed,best_de_seed,optimization_seeds,xfoil_points,delta_alpha_opt_deg,min_thickness,max_thickness,distance_to_train,distance_limit,valid_geometry,optimizer_success,multistart_runs,objective_calls,valid_calls,surrogate_alpha_step,xfoil_alpha_step,top_n_xfoil
0.15993576614920257,0.275815216130203,0.21150835515253105,0.20187247577077846,0.22085576456891456,0.2843383695776353,0.5816583368004874,-0.11504640855065536,0.004477771371370708,-0.010215065722673812,0.03979394715214987,-0.008078658218160274,0.07928460008247457,0.28748625444808046,0.0,0.0,250000.0,4.0,1.3471348285675049,0.009904596023261547,-0.18330304324626923,136.011082673506,7.0,1.3256,0.01703,-0.1411,77.83910745742806,1,30,30,"[10, 30, 50]",48,3.0,0.0,0.0904831137789972,1.6797181444867864,2.363985711433732,True,False,3,241050,218838,1.0,0.25,20
