Au0,Au1,Au2,Au3,Au4,Au5,Au6,Al0,Al1,Al2,Al3,Al4,Al5,Al6,DeltaTE_upper,DeltaTE_lower,Re,alpha
0.127857145,0.2076476049,0.1151057592,0.2919312051,0.1028585817,0.2565603902,0.2235192563,-0.1056645387,-0.0076146008,-0.0083740416,0.0463324506,0.0381648739,0.0817200189,0.0629348897,0.003069255,-0.003069255,250000,7.0
0.127857145,0.2076476049,0.1151057592,0.2919312051,0.1028585817,0.2565603902,0.2235192563,-0.1056645387,-0.0076146008,-0.0083740416,0.0463324506,0.0381648739,0.0817200189,0.0629348897,0.003069255,-0.003069255,250000,8.0
0.127857145,0.2076476049,0.1151057592,0.2919312051,0.1028585817,0.2565603902,0.2235192563,-0.1056645387,-0.0076146008,-0.0083740416,0.0463324506,0.0381648739,0.0817200189,0.0629348897,0.003069255,-0.003069255,300000,0.0
0.127857145,0.2076476049,0.1151057592,0.2919312051,0.1028585817,0.2565603902,0.2235192563,-0.1056645387,-0.0076146008,-0.0083740416,0.0463324506,0.0381648739,0.0817200189,0.0629348897,0.003069255,-0.003069255,300000,1.0
0.127857145,0.2076476049,0.1151057592,0.2919312051,0.1028585817,0.2565603902,0.2235192563,-0.1056645387,-0.0076146008,-0.0083740416,0.0463324506,0.0381648739,0.0817200189,0.0629348897,0.003069255,-0.003069255,300000,2.0
0.127857145,0.2076476049,0.1151057592,0.2919312051,0.1028585817,0.2565603902,0.2235192563,-0.1056645387,-0.0076146008,-0.0083740416,0.0463324506,0.0381648739,0.0817200189,0.0629348897,0.003069255,-0.003069255,300000,3.0
0.127857145,0.2076476049,0.1151057592,0.2919312051,0.1028585817,0.2565603902,0.2235192563,-0.1056645387,-0.0076146008,-0.0083740416,0.0463324506,0.0381648739,0.0817200189,0.0629348897,0.003069255,-0.003069255,300000,4.0
0.127857145,0.2076476049,0.1151057592,0.2919312051,0.1028585817,0.2565603902,0.2235192563,-0.1056645387,-0.0076146008,-0.0083740416,0.0463324506,0.0381648739,0.0817200189,0.0629348897,0.003069255,-0.003069255,300000,5.0
0.127857145,0.2076476049,0.1151057592,0.2919312051,0.1028585817,0.2565603902,0.2235192563,-0.1056645387,-0.0076146008,-0.0083740416,0.0463324506,0.0381648739,0.0817200189,0.0629348897,0.003069255,-0.003069255,300000,6.0
0.127857145,0.2076476049,0.1151057592,0.2919312051,0.1028585817,0.2565603902,0.2235192563,-0.1056645387,-0.0076146008,-0.0083740416,0.0463324506,0.0381648739,0.0817200189,0.0629348897,0.003069255,-0.003069255,300000,7.0
0.127857145,0.2076476049,0.1151057592,0.2919312051,0.1028585817,0.2565603902,0.2235192563,-0.1056645387,-0.0076146008,-0.0083740416,0.0463324506,0.0381648739,0.0817200189,0.0629348897,0.003069255,-0.003069255,300000,8.0
0.1333383349,0.1838026549,0.1589580571,0.2322534935,0.1578608954,0.2209657468,0.2382460768,-0.1081593377,0.0046739877,-0.0403964053,0.0938477755,-0.0100171803,0.1063401531,0.0515668515,0.0030665026,-0.0030665026,200000,0.0
0.1333383349,0.1838026549,0.1589580571,0.2322534935,0.1578608954,0.2209657468,0.2382460768,-0.1081593377,0.0046739877,-0.0403964053,0.0938477755,-0.0100171803,0.1063401531,0.0515668515,0.0030665026,-0.0030665026,200000,1.0
0.1333383349,0.1838026549,0.1589580571,0.2322534935,0.1578608954,0.2209657468,0.2382460768,-0.1081593377,0.0046739877,-0.0403964053,0.0938477755,-0.0100171803,0.1063401531,0.0515668515,0.0030665026,-0.0030665026,200000,2.0
0.1333383349,0.1838026549,0.1589580571,0.2322534935,0.1578608954,0.2209657468,0.2382460768,-0.1081593377,0.0046739877,-0.0403964053,0.0938477755,-0.0100171803,0.1063401531,0.0515668515,0.0030665026,-0.0030665026,200000,3.0
0.1333383349,0.1838026549,0.1589580571,0.2322534935,0.1578608954,0.2209657468,0.2382460768,-0.1081593377,0.0046739877,-0.0403964053,0.0938477755,-0.0100171803,0.1063401531,0.0515668515,0.0030665026,-0.0030665026,200000,4.0
0.1333383349,0.1838026549,0.1589580571,0.2322534935,0.1578608954,0.2209657468,0.2382460768,-0.1081593377,0.0046739877,-0.0403964053,0.0938477755,-0.0100171803,0.1063401531,0.0515668515,0.0030665026,-0.0030665026,200000,5.0
0.1333383349,0.1838026549,0.1589580571,0.2322534935,0.1578608954,0.2209657468,0.2382460768,-0.1081593377,0.0046739877,-0.0403964053,0.0938477755,-0.0100171803,0.1063401531,0.0515668515,0.0030665026,-0.0030665026,200000,6.0
0.1333383349,0.1838026549,0.1589580571,0.2322534935,0.1578608954,0.2209657468,0.2382460768,-0.1081593377,0.0046739877,-0.0403964053,0.0938477755,-0.0100171803,0.1063401531,0.0515668515,0.0030665026,-0.0030665026,200000,7.0
0.1333383349,0.1838026549,0.1589580571,0.2322534935,0.1578608954,0.2209657468,0.2382460768,-0.1081593377,0.0046739877,-0.0403964053,0.0938477755,-0.0100171803,0.1063401531,0.0515668515,0.0030665026,-0.0030665026,200000,8.0
0.1333383349,0.1838026549,0.1589580571,0.2322534935,0.1578608954,0.2209657468,0.2382460768,-0.1081593377,0.0046739877,-0.0403964053,0.0938477755,-0.0100171803,0.1063401531,0.0515668515,0.0030665026,-0.0030665026,200000,9.0
0.1333383349,0.1838026549,0.1589580571,0.2322534935,0.1578608954,0.2209657468,0.2382460768,-0.1081593377,0.0046739877,-0.0403964053,0.0938477755,-0.0100171803,0.1063401531,0.0515668515,0.0030665026,-0.0030665026,200000,10.0
0.1333383349,0.1838026549,0.1589580571,0.2322534935,0.1578608954,0.2209657468,0.2382460768,-0.1081593377,0.0046739877,-0.0403964053,0.0938477755,-0.0100171803,0.1063401531,0.0515668515,0.0030665026,-0.0030665026,200000,11.0
0.1333383349,0.1838026549,0.1589580571,0.2322534935,0.1578608954,0.2209657468,0.2382460768,-0.1081593377,0.0046739877,-0.0403964053,0.0938477755,-0.0100171803,0.1063401531,0.0515668515,0.0030665026,-0.0030665026,200000,12.0
0.1333383349,0.1838026549,0.1589580571,0.2322534935,0.1578608954,0.2209657468,0.2382460768,-0.1081593377,0.0046739877,-0.0403964053,0.0938477755,-0.0100171803,0.1063401531,0.0515668515,0.0030665026,-0.0030665026,250000,0.0
0.1333383349,0.1838026549,0.1589580571,0.2322534935,0.1578608954,0.2209657468,0.2382460768,-0.1081593377,0.0046739877,-0.0403964053,0.0938477755,-0.0100171803,0.1063401531,0.0515668515,0.0030665026,-0.0030665026,250000,1.0
