CST_OPTIMIZED
1.00000000 0.00000000
0.99998458 0.00000914
0.99993832 0.00003657
0.99986122 0.00008226
0.99975328 0.00014618
0.99961452 0.00022828
0.99944494 0.00032850
0.99924455 0.00044678
0.99901336 0.00058302
0.99875140 0.00073712
0.99845867 0.00090898
0.99813519 0.00109847
0.99778098 0.00130545
0.99739607 0.00152978
0.99698048 0.00177128
0.99653423 0.00202979
0.99605735 0.00230512
0.99554987 0.00259708
0.99501183 0.00290545
0.99444325 0.00323001
0.99384417 0.00357053
0.99321463 0.00392676
0.99255466 0.00429846
0.99186431 0.00468536
0.99114363 0.00508718
0.99039264 0.00550363
0.98961141 0.00593444
0.98879997 0.00637928
0.98795838 0.00683785
0.98708669 0.00730982
0.98618496 0.00779487
0.98525324 0.00829265
0.98429158 0.00880283
0.98330005 0.00932504
0.98227871 0.00985892
0.98122762 0.01040412
0.98014684 0.01096024
0.97903645 0.01152692
0.97789651 0.01210376
0.97672709 0.01269037
0.97552826 0.01328636
0.97430010 0.01389132
0.97304268 0.01450485
0.97175608 0.01512654
0.97044038 0.01575596
0.96909567 0.01639272
0.96772202 0.01703637
0.96631951 0.01768652
0.96488824 0.01834271
0.96342830 0.01900454
0.96193977 0.01967157
0.96042274 0.02034338
0.95887731 0.02101953
0.95730358 0.02169959
0.95570164 0.02238314
0.95407159 0.02306974
0.95241353 0.02375896
0.95072756 0.02445038
0.94901379 0.02514358
0.94727232 0.02583812
0.94550326 0.02653359
0.94370672 0.02722957
0.94188282 0.02792563
0.94003165 0.02862137
0.93815334 0.02931638
0.93624800 0.03001026
0.93431576 0.03070259
0.93235672 0.03139298
0.93037101 0.03208105
0.92835876 0.03276641
0.92632008 0.03344866
0.92425511 0.03412745
0.92216396 0.03480240
0.92004678 0.03547314
0.91790368 0.03613933
0.91573481 0.03680061
0.91354029 0.03745664
0.91132026 0.03810708
0.90907486 0.03875162
0.90680422 0.03938992
0.90450850 0.04002168
0.90218782 0.04064660
0.89984233 0.04126439
0.89747218 0.04187475
0.89507751 0.04247742
0.89265847 0.04307213
0.89021520 0.04365862
0.88774787 0.04423664
0.88525662 0.04480596
0.88274161 0.04536635
0.88020298 0.04591758
0.87764091 0.04645947
0.87505553 0.04699180
0.87244703 0.04751440
0.86981555 0.04802709
0.86716125 0.04852970
0.86448431 0.04902207
0.86178489 0.04950408
0.85906315 0.04997558
0.85631926 0.05043647
0.85355339 0.05088661
0.85076571 0.05132593
0.84795640 0.05175433
0.84512562 0.05217175
0.84227355 0.05257810
0.83940037 0.05297336
0.83650626 0.05335746
0.83359138 0.05373040
0.83065593 0.05409214
0.82770009 0.05444268
0.82472402 0.05478203
0.82172793 0.05511021
0.81871199 0.05542723
0.81567640 0.05573316
0.81262133 0.05602802
0.80954697 0.05631189
0.80645353 0.05658484
0.80334118 0.05684696
0.80021011 0.05709833
0.79706053 0.05733907
0.79389263 0.05756928
0.79070659 0.05778911
0.78750263 0.05799868
0.78428093 0.05819814
0.78104169 0.05838765
0.77778512 0.05856738
0.77451141 0.05873751
0.77122077 0.05889821
0.76791340 0.05904969
0.76458950 0.05919215
0.76124928 0.05932581
0.75789295 0.05945088
0.75452071 0.05956760
0.75113277 0.05967620
0.74772933 0.05977694
0.74431062 0.05987006
0.74087684 0.05995582
0.73742819 0.06003450
0.73396491 0.06010636
0.73048719 0.06017169
0.72699525 0.06023078
0.72348931 0.06028391
0.71996958 0.06033138
0.71643629 0.06037349
0.71288965 0.06041056
0.70932987 0.06044288
0.70575718 0.06047078
0.70217180 0.06049457
0.69857395 0.06051458
0.69496384 0.06053112
0.69134172 0.06054452
0.68770779 0.06055511
0.68406228 0.06056322
0.68040541 0.06056917
0.67673742 0.06057330
0.67305853 0.06057593
0.66936896 0.06057739
0.66566894 0.06057802
0.66195871 0.06057814
0.65823848 0.06057807
0.65450850 0.06057814
0.65076898 0.06057867
0.64702016 0.06057997
0.64326228 0.06058237
0.63949555 0.06058617
0.63572022 0.06059167
0.63193652 0.06059918
0.62814469 0.06060900
0.62434494 0.06062141
0.62053753 0.06063669
0.61672268 0.06065513
0.61290063 0.06067700
0.60907162 0.06070256
0.60523588 0.06073205
0.60139365 0.06076574
0.59754516 0.06080386
0.59369066 0.06084664
0.58983037 0.06089430
0.58596455 0.06094704
0.58209342 0.06100508
0.57821723 0.06106859
0.57433622 0.06113777
0.57045062 0.06121277
0.56656067 0.06129376
0.56266662 0.06138088
0.55876870 0.06147426
0.55486716 0.06157403
0.55096223 0.06168029
0.54705416 0.06179314
0.54314318 0.06191267
0.53922955 0.06203893
0.53531349 0.06217200
0.53139526 0.06231191
0.52747509 0.06245870
0.52355323 0.06261237
0.51962991 0.06277294
0.51570538 0.06294039
0.51177988 0.06311469
0.50785366 0.06329581
0.50392695 0.06348370
0.50000000 0.06367828
0.49607305 0.06387947
0.49214634 0.06408719
0.48822012 0.06430131
0.48429462 0.06452172
0.48037009 0.06474828
0.47644677 0.06498084
0.47252491 0.06521923
0.46860474 0.06546328
0.46468651 0.06571279
0.46077045 0.06596757
0.45685682 0.06622739
0.45294584 0.06649203
0.44903777 0.06676124
0.44513284 0.06703478
0.44123130 0.06731237
0.43733338 0.06759375
0.43343933 0.06787862
0.42954938 0.06816668
0.42566378 0.06845763
0.42178277 0.06875114
0.41790658 0.06904690
0.41403545 0.06934456
0.41016963 0.06964378
0.40630934 0.06994420
0.40245484 0.07024546
0.39860635 0.07054719
0.39476412 0.07084902
0.39092838 0.07115056
0.38709937 0.07145143
0.38327732 0.07175123
0.37946247 0.07204956
0.37565506 0.07234603
0.37185531 0.07264022
0.36806348 0.07293173
0.36427978 0.07322014
0.36050445 0.07350505
0.35673772 0.07378603
0.35297984 0.07406267
0.34923102 0.07433456
0.34549150 0.07460128
0.34176152 0.07486241
0.33804129 0.07511754
0.33433106 0.07536626
0.33063104 0.07560816
0.32694147 0.07584283
0.32326258 0.07606988
0.31959459 0.07628890
0.31593772 0.07649951
0.31229221 0.07670131
0.30865828 0.07689392
0.30503616 0.07707698
0.30142605 0.07725010
0.29782820 0.07741294
0.29424282 0.07756513
0.29067013 0.07770634
0.28711035 0.07783623
0.28356371 0.07795447
0.28003042 0.07806075
0.27651069 0.07815477
0.27300475 0.07823622
0.26951281 0.07830483
0.26603509 0.07836033
0.26257181 0.07840244
0.25912316 0.07843094
0.25568938 0.07844557
0.25227067 0.07844612
0.24886723 0.07843238
0.24547929 0.07840415
0.24210705 0.07836125
0.23875072 0.07830351
0.23541050 0.07823077
0.23208660 0.07814290
0.22877923 0.07803977
0.22548859 0.07792127
0.22221488 0.07778730
0.21895831 0.07763778
0.21571907 0.07747264
0.21249737 0.07729183
0.20929341 0.07709531
0.20610737 0.07688306
0.20293947 0.07665507
0.19978989 0.07641135
0.19665882 0.07615191
0.19354647 0.07587680
0.19045303 0.07558606
0.18737867 0.07527977
0.18432360 0.07495799
0.18128801 0.07462083
0.17827207 0.07426838
0.17527598 0.07390078
0.17229991 0.07351815
0.16934407 0.07312064
0.16640862 0.07270842
0.16349374 0.07228165
0.16059963 0.07184053
0.15772645 0.07138524
0.15487438 0.07091600
0.15204360 0.07043303
0.14923429 0.06993656
0.14644661 0.06942683
0.14368074 0.06890409
0.14093685 0.06836861
0.13821511 0.06782066
0.13551569 0.06726051
0.13283875 0.06668846
0.13018445 0.06610480
0.12755297 0.06550984
0.12494447 0.06490388
